date,x,competetion,type,id,teams
2022-02-12,club,BPL,male,1296714,Comilla Victorians vs Khulna Tigers
2022-02-12,international,T20,male,1299594,Oman vs Ireland
2022-02-12,club,CTC,male,1299610,Dolphins vs Warriors
2022-02-12,club,CTC,male,1299611,Titans vs Knights
2022-02-12,international,T20,male,1299638,United Arab Emirates vs Nepal
2022-02-11,international,T20,male,1263471,Australia vs Sri Lanka
2022-02-11,international,ODI,male,1278678,India vs West Indies
2022-02-11,club,PSL,male,1293016,Lahore Qalandars vs Multan Sultans
2022-02-11,club,BPL,male,1296711,Comilla Victorians vs Khulna Tigers
2022-02-11,club,BPL,male,1296712,Minister Group Dhaka vs Fortune Barishal
2022-02-11,international,T20,male,1299593,Oman vs Nepal
2022-02-10,club,PSL,male,1293015,Multan Sultans vs Peshawar Zalmi
2022-02-10,club,CTC,male,1299608,Knights vs North West
2022-02-10,club,CTC,male,1299609,Lions vs Dolphins
2022-02-09,club,SSH,male,1270451,South Australia vs Victoria
2022-02-09,club,SSH,male,1270459,Queensland vs New South Wales
2022-02-09,international,ODI,male,1278677,India vs West Indies
2022-02-09,international,T20,female,1289031,New Zealand vs India
2022-02-09,club,BPL,male,1296709,Khulna Tigers vs Minister Group Dhaka
2022-02-09,club,BPL,male,1296710,Sylhet Sunrisers vs Comilla Victorians
2022-02-09,club,CTC,male,1299606,Titans vs Boland
2022-02-09,club,CTC,male,1299607,Warriors vs Western Province
2022-02-08,international,ODI,female,1263577,England vs Australia
2022-02-08,club,BPL,male,1296707,Chattogram Challengers vs Minister Group Dhaka
2022-02-08,club,BPL,male,1296708,Fortune Barishal vs Sylhet Sunrisers
2022-02-08,international,ODI,male,1299588,Oman vs United Arab Emirates
2022-02-08,club,CTC,male,1299604,North West vs Lions
2022-02-08,club,CTC,male,1299605,Knights vs Dolphins
2022-02-07,club,PSL,male,1293014,Lahore Qalandars vs Quetta Gladiators
2022-02-07,club,BPL,male,1296705,Fortune Barishal vs Comilla Victorians
2022-02-07,club,BPL,male,1296706,Khulna Tigers vs Sylhet Sunrisers
2022-02-07,club,CTC,male,1299602,Boland vs Western Province
2022-02-07,club,CTC,male,1299603,Warriors vs Titans
2022-02-06,international,ODI,female,1263576,England vs Australia
2022-02-06,international,ODI,female,1277095,West Indies vs South Africa
2022-02-06,international,ODI,male,1278676,West Indies vs India
2022-02-06,club,PSL,male,1293013,Islamabad United vs Karachi Kings
2022-02-06,international,ODI,male,1299587,Oman vs United Arab Emirates
2022-02-05,club,PSL,male,1293011,Lahore Qalandars vs Islamabad United
2022-02-05,club,PSL,male,1293012,Multan Sultans vs Peshawar Zalmi
2022-02-05,international,ODI,male,1299586,Oman vs United Arab Emirates
2022-02-04,club,PSL,male,1293010,Peshawar Zalmi vs Karachi Kings
2022-02-03,international,ODI,female,1263575,Australia vs England
2022-02-03,international,ODI,female,1277094,South Africa vs West Indies
2022-02-03,club,PSL,male,1293009,Islamabad United vs Quetta Gladiators
2022-02-03,club,BPL,male,1296701,Sylhet Sunrisers vs Khulna Tigers
2022-02-03,club,BPL,male,1296702,Chattogram Challengers vs Comilla Victorians
2022-02-02,club,PSL,male,1293008,Lahore Qalandars vs Peshawar Zalmi
2022-02-01,club,PSL,male,1293007,Multan Sultans vs Islamabad United
2022-02-01,club,BPL,male,1296699,Minister Group Dhaka vs Comilla Victorians
2022-02-01,club,BPL,male,1296700,Fortune Barishal vs Chattogram Challengers
2022-01-31,international,ODI,female,1277093,South Africa vs West Indies
2022-01-31,club,PSL,male,1293006,Multan Sultans vs Quetta Gladiators
2022-01-31,club,BPL,male,1296697,Comilla Victorians vs Chattogram Challengers
2022-01-31,club,BPL,male,1296698,Fortune Barishal vs Khulna Tigers
2022-01-30,international,T20,male,1256724,West Indies vs England
2022-01-30,club,PSL,male,1293004,Peshawar Zalmi vs Islamabad United
2022-01-30,club,PSL,male,1293005,Karachi Kings vs Lahore Qalandars
2022-01-29,international,T20,male,1256723,England vs West Indies
2022-01-29,club,SSM,male,1289634,Northern Districts vs Canterbury
2022-01-29,club,SSM,female,1290661,Wellington vs Otago
2022-01-29,club,PSL,male,1293002,Lahore Qalandars vs Multan Sultans
2022-01-29,club,PSL,male,1293003,Karachi Kings vs Quetta Gladiators
2022-01-29,club,BPL,male,1296695,Fortune Barishal vs Khulna Tigers
2022-01-29,club,BPL,male,1296696,Chattogram Challengers vs Sylhet Sunrisers
2022-01-28,club,BBL,male,1269698,Perth Scorchers vs Sydney Sixers
2022-01-28,international,ODI,female,1277092,West Indies vs South Africa
2022-01-28,club,PSL,male,1293001,Quetta Gladiators vs Peshawar Zalmi
2022-01-28,club,BPL,male,1296693,Chattogram Challengers vs Khulna Tigers
2022-01-28,club,BPL,male,1296694,Sylhet Sunrisers vs Minister Group Dhaka
2022-01-27,international,Test,female,1263571,Australia vs England
2022-01-27,club,SSM,male,1289633,Wellington vs Canterbury
2022-01-27,club,SSM,female,1290660,Otago vs Auckland
2022-01-27,club,PSL,male,1293000,Karachi Kings vs Multan Sultans
2022-01-26,international,T20,male,1256722,West Indies vs England
2022-01-26,club,BBL,male,1269697,Adelaide Strikers vs Sydney Sixers
2022-01-25,international,ODI,male,1295183,Afghanistan vs Netherlands
2022-01-25,club,BPL,male,1296691,Minister Group Dhaka vs Sylhet Sunrisers
2022-01-25,club,BPL,male,1296692,Comilla Victorians vs Fortune Barishal
2022-01-24,club,SSM,male,1289632,Wellington vs Northern Districts
2022-01-24,club,SSM,female,1290659,Wellington vs Northern Districts
2022-01-24,international,T20,female,1296036,Sri Lanka vs Bangladesh
2022-01-24,club,BPL,male,1296689,Fortune Barishal vs Minister Group Dhaka
2022-01-24,club,BPL,male,1296690,Chattogram Challengers vs Khulna Tigers
2022-01-23,international,T20,male,1256721,England vs West Indies
2022-01-23,club,BBL,male,1269696,Adelaide Strikers vs Sydney Thunder
2022-01-23,international,ODI,male,1277084,South Africa vs India
2022-01-23,club,SSM,male,1289631,Otago vs Canterbury
2022-01-23,club,SSM,female,1290658,Canterbury vs Otago
2022-01-23,international,ODI,male,1295182,Afghanistan vs Netherlands
2022-01-23,international,T20,female,1296034,Scotland vs Bangladesh
2022-01-23,international,T20,female,1296035,Kenya vs Malaysia
2022-01-22,international,T20,male,1256720,England vs West Indies
2022-01-22,international,T20,female,1263573,England vs Australia
2022-01-22,club,BBL,male,1269695,Perth Scorchers vs Sydney Sixers
2022-01-22,club,SSM,male,1289630,Central Districts vs Auckland
2022-01-22,club,SSM,female,1290657,Central Districts vs Auckland
2022-01-22,international,T20,female,1296032,Scotland vs Kenya
2022-01-22,international,T20,female,1296033,Sri Lanka vs Malaysia
2022-01-22,club,BPL,male,1296687,Sylhet Sunrisers vs Comilla Victorians
2022-01-22,club,BPL,male,1296688,Chattogram Challengers vs Minister Group Dhaka
2022-01-21,club,BBL,male,1269671,Adelaide Strikers vs Hobart Hurricanes
2022-01-21,international,ODI,male,1277083,India vs South Africa
2022-01-21,club,SSM,male,1289629,Canterbury vs Northern Districts
2022-01-21,club,SSM,female,1290656,Canterbury vs Northern Districts
2022-01-21,international,ODI,male,1294971,Sri Lanka vs Zimbabwe
2022-01-21,international,ODI,male,1295181,Afghanistan vs Netherlands
2022-01-21,club,BPL,male,1296685,Chattogram Challengers vs Fortune Barishal
2022-01-21,club,BPL,male,1296686,Minister Group Dhaka vs Khulna Tigers
2022-01-20,international,T20,female,1263572,England vs Australia
2022-01-20,club,SSM,male,1289610,Auckland vs Wellington
2022-01-20,club,SSM,female,1290637,Auckland vs Wellington
2022-01-20,international,T20,female,1296031,Kenya vs Sri Lanka
2022-01-19,club,BBL,male,1269692,Sydney Sixers vs Brisbane Heat
2022-01-19,club,BBL,male,1269693,Melbourne Stars vs Hobart Hurricanes
2022-01-19,club,BBL,male,1269694,Sydney Thunder vs Melbourne Renegades
2022-01-19,international,ODI,male,1277082,South Africa vs India
2022-01-19,international,T20,female,1296029,Bangladesh vs Kenya
2022-01-19,international,T20,female,1296030,Scotland vs Malaysia
2022-01-18,club,BBL,male,1269691,Hobart Hurricanes vs Melbourne Renegades
2022-01-18,club,SSM,male,1289607,Canterbury vs Auckland
2022-01-18,club,SSM,female,1290634,Auckland vs Canterbury
2022-01-18,international,ODI,male,1294970,Zimbabwe vs Sri Lanka
2022-01-18,international,T20,female,1296027,Malaysia vs Bangladesh
2022-01-18,international,T20,female,1296028,Sri Lanka vs Scotland
2022-01-17,club,BBL,male,1269689,Sydney Sixers vs Adelaide Strikers
2022-01-17,club,BBL,male,1269690,Brisbane Heat vs Perth Scorchers
2022-01-16,club,BBL,male,1269688,Brisbane Heat vs Melbourne Stars
2022-01-16,international,ODI,male,1277087,West Indies vs Ireland
2022-01-16,club,SSM,male,1289628,Wellington vs Northern Districts
2022-01-16,club,SSM,female,1290655,Northern Districts vs Wellington
2022-01-16,international,ODI,male,1294969,Zimbabwe vs Sri Lanka
2022-01-15,club,BBL,male,1269676,Adelaide Strikers vs Melbourne Stars
2022-01-15,club,BBL,male,1269687,Sydney Sixers vs Sydney Thunder
2022-01-15,club,SSM,male,1289627,Otago vs Auckland
2022-01-15,club,SSM,female,1290654,Auckland vs Otago
2022-01-14,international,Test,male,1263466,Australia vs England
2022-01-14,club,BBL,male,1269686,Perth Scorchers vs Adelaide Strikers
2022-01-14,club,SSM,male,1289626,Northern Districts vs Central Districts
2022-01-14,club,SSM,female,1290653,Northern Districts vs Central Districts
2022-01-13,club,BBL,male,1269684,Hobart Hurricanes vs Sydney Thunder
2022-01-13,club,BBL,male,1269685,Melbourne Renegades vs Melbourne Stars
2022-01-13,international,ODI,male,1277086,West Indies vs Ireland
2022-01-12,club,BBL,male,1269683,Adelaide Strikers vs Brisbane Heat
2022-01-11,club,BBL,male,1269664,Perth Scorchers vs Melbourne Stars
2022-01-11,club,BBL,male,1269682,Sydney Sixers vs Melbourne Renegades
2022-01-11,international,Test,male,1277081,India vs South Africa
2022-01-10,club,BBL,male,1269680,Adelaide Strikers vs Melbourne Stars
2022-01-10,club,BBL,male,1269681,Hobart Hurricanes vs Sydney Thunder
2022-01-09,club,BBL,male,1269679,Sydney Sixers vs Perth Scorchers
2022-01-09,international,Test,male,1288980,New Zealand vs Bangladesh
2022-01-08,club,BBL,male,1269677,Sydney Thunder vs Melbourne Renegades
2022-01-08,club,BBL,male,1269678,Brisbane Heat vs Hobart Hurricanes
2022-01-08,international,ODI,male,1277085,West Indies vs Ireland
2022-01-08,club,SSM,male,1289625,Central Districts vs Wellington
2022-01-08,club,SSM,female,1290652,Central Districts vs Wellington
2022-01-07,club,SSM,male,1289624,Auckland vs Canterbury
2022-01-07,club,SSM,female,1290651,Auckland vs Canterbury
2022-01-06,club,BBL,male,1269673,Perth Scorchers vs Sydney Thunder
2022-01-06,club,BBL,male,1269674,Brisbane Heat vs Melbourne Renegades
2022-01-06,club,SSM,male,1289623,Otago vs Wellington
2022-01-06,club,SSM,female,1290650,Wellington vs Otago
2022-01-05,international,Test,male,1263465,Australia vs England
2022-01-05,club,BBL,male,1269672,Hobart Hurricanes vs Adelaide Strikers
2022-01-04,club,BBL,male,1269675,Perth Scorchers vs Sydney Sixers
2022-01-03,club,BBL,male,1269670,Melbourne Stars vs Melbourne Renegades
2022-01-03,international,Test,male,1277080,India vs South Africa
2022-01-02,club,BBL,male,1269668,Perth Scorchers vs Melbourne Stars
2022-01-02,club,BBL,male,1269669,Sydney Thunder vs Adelaide Strikers
2022-01-01,club,BBL,male,1269666,Brisbane Heat vs Hobart Hurricanes
2022-01-01,international,Test,male,1288979,New Zealand vs Bangladesh
2021-12-31,club,BBL,male,1269665,Sydney Thunder vs Adelaide Strikers
2021-12-31,club,SSM,male,1289622,Central Districts vs Canterbury
2021-12-31,club,SSM,female,1290649,Central Districts vs Canterbury
2021-12-30,club,SSM,male,1289621,Central Districts vs Northern Districts
2021-12-30,club,SSM,female,1290648,Northern Districts vs Central Districts
2021-12-29,club,BBL,male,1269662,Brisbane Heat vs Sydney Sixers
2021-12-29,club,BBL,male,1269663,Hobart Hurricanes vs Melbourne Renegades
2021-12-29,club,SSM,male,1289620,Otago vs Auckland
2021-12-29,club,SSM,female,1290647,Otago vs Auckland
2021-12-28,club,BBL,male,1269661,Sydney Thunder vs Perth Scorchers
2021-12-28,club,SSM,male,1289619,Otago vs Wellington
2021-12-28,club,SSM,female,1290646,Wellington vs Otago
2021-12-27,club,BBL,male,1269659,Adelaide Strikers vs Hobart Hurricanes
2021-12-27,club,BBL,male,1269660,Melbourne Stars vs Brisbane Heat
2021-12-27,club,SSM,male,1289618,Central Districts vs Auckland
2021-12-27,club,SSM,female,1290645,Central Districts vs Auckland
2021-12-26,international,Test,male,1263464,England vs Australia
2021-12-26,club,BBL,male,1269657,Sydney Sixers vs Sydney Thunder
2021-12-26,club,BBL,male,1269658,Melbourne Renegades vs Perth Scorchers
2021-12-26,international,Test,male,1277079,India vs South Africa
2021-12-26,club,SSM,male,1289617,Canterbury vs Otago
2021-12-26,club,SSM,female,1290644,Otago vs Canterbury
2021-12-24,club,BBL,male,1269656,Hobart Hurricanes vs Melbourne Stars
2021-12-24,club,SSM,male,1289616,Auckland vs Wellington
2021-12-24,club,SSM,female,1290643,Wellington vs Auckland
2021-12-23,club,BBL,male,1269655,Brisbane Heat vs Adelaide Strikers
2021-12-23,club,SSM,male,1289615,Canterbury vs Northern Districts
2021-12-23,club,SSM,female,1290642,Canterbury vs Northern Districts
2021-12-23,international,T20,male,1291188,Ireland vs United States of America
2021-12-23,club,LPL,male,1291218,Jaffna Kings vs Galle Gladiators
2021-12-22,club,BBL,male,1269654,Perth Scorchers vs Melbourne Renegades
2021-12-22,international,T20,male,1291187,United States of America vs Ireland
2021-12-21,club,BBL,male,1269653,Adelaide Strikers vs Sydney Sixers
2021-12-21,club,LPL,male,1291217,Jaffna Kings vs Dambulla Giants
2021-12-20,club,BBL,male,1269652,Perth Scorchers vs Hobart Hurricanes
2021-12-20,club,SSM,male,1289604,Auckland vs Northern Districts
2021-12-20,club,SSM,female,1290631,Northern Districts vs Auckland
2021-12-19,club,BBL,male,1269651,Sydney Thunder vs Brisbane Heat
2021-12-19,club,SSM,male,1289614,Wellington vs Canterbury
2021-12-19,club,SSM,female,1290641,Wellington vs Canterbury
2021-12-19,club,LPL,male,1291215,Colombo Stars vs Dambulla Giants
2021-12-19,club,LPL,male,1291216,Galle Gladiators vs Jaffna Kings
2021-12-18,club,SSM,male,1289613,Central Districts vs Otago
2021-12-18,club,SSM,female,1290640,Central Districts vs Otago
2021-12-17,club,SSM,male,1289612,Auckland vs Northern Districts
2021-12-17,club,SSM,female,1290639,Auckland vs Northern Districts
2021-12-17,club,LPL,male,1291213,Galle Gladiators vs Jaffna Kings
2021-12-17,club,LPL,male,1291214,Colombo Stars vs Kandy Warriors
2021-12-16,international,Test,male,1263463,Australia vs England
2021-12-16,international,T20,male,1287775,West Indies vs Pakistan
2021-12-16,club,LPL,male,1291211,Jaffna Kings vs Colombo Stars
2021-12-16,club,LPL,male,1291212,Dambulla Giants vs Kandy Warriors
2021-12-15,club,BBL,male,1269650,Melbourne Stars vs Sydney Sixers
2021-12-14,club,BBL,male,1269649,Perth Scorchers vs Hobart Hurricanes
2021-12-14,international,T20,male,1287774,Pakistan vs West Indies
2021-12-14,club,LPL,male,1291209,Kandy Warriors vs Colombo Stars
2021-12-14,club,LPL,male,1291210,Galle Gladiators vs Dambulla Giants
2021-12-13,club,BBL,male,1269648,Melbourne Renegades vs Brisbane Heat
2021-12-13,international,T20,male,1287773,Pakistan vs West Indies
2021-12-13,club,LPL,male,1291208,Dambulla Giants vs Jaffna Kings
2021-12-12,club,BBL,male,1269647,Sydney Thunder vs Melbourne Stars
2021-12-12,club,SSM,male,1289611,Northern Districts vs Otago
2021-12-12,club,SSM,female,1290638,Northern Districts vs Otago
2021-12-12,club,LPL,male,1291206,Kandy Warriors vs Jaffna Kings
2021-12-12,club,LPL,male,1291207,Colombo Stars vs Galle Gladiators
2021-12-11,club,BBL,male,1269645,Hobart Hurricanes vs Sydney Sixers
2021-12-11,club,BBL,male,1269646,Perth Scorchers vs Adelaide Strikers
2021-12-11,club,LPL,male,1291204,Galle Gladiators vs Kandy Warriors
2021-12-11,club,LPL,male,1291205,Dambulla Giants vs Colombo Stars
2021-12-10,club,BBL,male,1269644,Melbourne Stars vs Sydney Thunder
2021-12-10,club,SSM,male,1289609,Canterbury vs Central Districts
2021-12-10,club,SSM,female,1290636,Central Districts vs Canterbury
2021-12-10,club,LPL,male,1291202,Dambulla Giants vs Galle Gladiators
2021-12-10,club,LPL,male,1291203,Jaffna Kings vs Colombo Stars
2021-12-09,club,BBL,male,1269643,Adelaide Strikers vs Melbourne Renegades
2021-12-08,international,Test,male,1263462,England vs Australia
2021-12-08,club,BBL,male,1269641,Sydney Sixers vs Hobart Hurricanes
2021-12-08,club,BBL,male,1269642,Perth Scorchers vs Brisbane Heat
2021-12-08,club,LPL,male,1291200,Dambulla Giants vs Colombo Stars
2021-12-08,club,LPL,male,1291201,Jaffna Kings vs Kandy Warriors
2021-12-07,club,BBL,male,1269640,Melbourne Renegades vs Adelaide Strikers
2021-12-07,club,LPL,male,1291198,Dambulla Giants vs Jaffna Kings
2021-12-07,club,LPL,male,1291199,Kandy Warriors vs Galle Gladiators
2021-12-06,club,BBL,male,1269639,Brisbane Heat vs Sydney Thunder
2021-12-06,club,LPL,male,1291196,Dambulla Giants vs Kandy Warriors
2021-12-06,club,LPL,male,1291197,Galle Gladiators vs Colombo Stars
2021-12-05,club,BBL,male,1269638,Sydney Sixers vs Melbourne Stars
2021-12-05,club,SSM,male,1289608,Central Districts vs Wellington
2021-12-05,club,SSM,female,1290635,Wellington vs Central Districts
2021-12-05,club,LPL,male,1291195,Galle Gladiators vs Jaffna Kings
2021-12-04,international,Test,male,1277978,Pakistan vs Bangladesh
2021-12-03,international,Test,male,1278675,India vs New Zealand
2021-12-03,club,SSM,male,1289606,Northern Districts vs Otago
2021-12-03,club,SSM,female,1290633,Otago vs Northern Districts
2021-11-29,international,Test,male,1288346,Sri Lanka vs West Indies
2021-11-28,international,T20,female,1286980,United Arab Emirates vs Nepal
2021-11-28,international,T20,female,1286981,Malaysia vs Bhutan
2021-11-28,international,T20,female,1286982,Hong Kong vs Kuwait
2021-11-28,club,SSM,male,1289605,Otago vs Central Districts
2021-11-28,club,SSM,female,1290632,Otago vs Central Districts
2021-11-27,club,WBB,female,1269113,Perth Scorchers vs Adelaide Strikers
2021-11-27,international,ODI,female,1286915,Pakistan vs Zimbabwe
2021-11-27,international,ODM,female,1286916,United States of America vs Thailand
2021-11-26,international,ODI,male,1277073,South Africa vs Netherlands
2021-11-26,international,Test,male,1277977,Bangladesh vs Pakistan
2021-11-26,international,T20,female,1286978,Hong Kong vs Bhutan
2021-11-26,international,T20,female,1286979,Kuwait vs United Arab Emirates
2021-11-26,club,SSM,male,1289603,Wellington vs Canterbury
2021-11-26,club,SSM,female,1290630,Wellington vs Canterbury
2021-11-26,international,ODI,male,1290881,Namibia vs Oman
2021-11-25,club,WBB,female,1269112,Melbourne Renegades vs Adelaide Strikers
2021-11-25,international,Test,male,1278674,India vs New Zealand
2021-11-25,international,ODM,female,1286904,Ireland vs Netherlands
2021-11-25,international,ODM,female,1286910,Bangladesh vs Thailand
2021-11-25,international,ODM,female,1286912,United States of America vs Zimbabwe
2021-11-25,international,T20,female,1286974,Malaysia vs Hong Kong
2021-11-25,international,T20,female,1286975,Kuwait vs Nepal
2021-11-25,international,T20,female,1286976,United Arab Emirates vs Bhutan
2021-11-24,club,WBB,female,1269111,Brisbane Heat vs Adelaide Strikers
2021-11-23,club,SSH,male,1270441,Queensland vs South Australia
2021-11-23,international,ODM,female,1286906,Sri Lanka vs Netherlands
2021-11-23,international,ODM,female,1286907,Pakistan vs Thailand
2021-11-23,international,ODM,female,1286908,Bangladesh vs United States of America
2021-11-23,international,T20,female,1286971,United Arab Emirates vs Hong Kong
2021-11-23,international,T20,female,1286972,Malaysia vs Kuwait
2021-11-23,international,T20,female,1286973,Bhutan vs Nepal
2021-11-22,international,T20,male,1277976,Bangladesh vs Pakistan
2021-11-22,international,T20,female,1286968,United Arab Emirates vs Malaysia
2021-11-22,international,T20,female,1286969,Nepal vs Hong Kong
2021-11-22,international,T20,female,1286970,Bhutan vs Kuwait
2021-11-21,club,WBB,female,1269109,Sydney Sixers vs Perth Scorchers
2021-11-21,club,WBB,female,1269110,Adelaide Strikers vs Melbourne Stars
2021-11-21,international,T20,male,1278673,India vs New Zealand
2021-11-21,international,ODI,female,1286901,Pakistan vs Bangladesh
2021-11-21,international,ODM,female,1286902,Thailand vs Zimbabwe
2021-11-21,international,Test,male,1288345,Sri Lanka vs West Indies
2021-11-20,club,WBB,female,1269105,Melbourne Stars vs Perth Scorchers
2021-11-20,club,WBB,female,1269106,Sydney Sixers vs Adelaide Strikers
2021-11-20,club,WBB,female,1269107,Hobart Hurricanes vs Sydney Thunder
2021-11-20,club,WBB,female,1269108,Brisbane Heat vs Melbourne Renegades
2021-11-20,club,SSH,male,1270462,New South Wales vs Victoria
2021-11-20,international,T20,male,1277975,Bangladesh vs Pakistan
2021-11-20,international,T20,male,1289050,Tanzania vs Uganda
2021-11-20,international,T20,male,1289051,Kenya vs Nigeria
2021-11-20,international,T20,male,1289052,Kenya vs Uganda
2021-11-20,international,T20,male,1289053,Tanzania vs Nigeria
2021-11-19,club,WBB,female,1269103,Hobart Hurricanes vs Melbourne Renegades
2021-11-19,club,WBB,female,1269104,Sydney Thunder vs Brisbane Heat
2021-11-19,international,T20,male,1277974,Bangladesh vs Pakistan
2021-11-19,international,T20,male,1278672,New Zealand vs India
2021-11-18,international,T20,male,1289046,Tanzania vs Uganda
2021-11-18,international,T20,male,1289047,Nigeria vs Kenya
2021-11-18,international,T20,male,1289048,Tanzania vs Kenya
2021-11-18,international,T20,male,1289049,Nigeria vs Uganda
2021-11-18,international,T20,female,1289286,Nepal vs Qatar
2021-11-17,club,WBB,female,1269101,Perth Scorchers vs Adelaide Strikers
2021-11-17,club,WBB,female,1269102,Melbourne Renegades vs Sydney Thunder
2021-11-17,international,T20,male,1278671,New Zealand vs India
2021-11-17,international,T20,male,1289042,Nigeria vs Tanzania
2021-11-17,international,T20,male,1289043,Kenya vs Uganda
2021-11-17,international,T20,male,1289044,Uganda vs Nigeria
2021-11-17,international,T20,male,1289045,Tanzania vs Kenya
2021-11-17,international,T20,female,1289285,Nepal vs Qatar
2021-11-16,international,T20,female,1289284,Nepal vs Qatar
2021-11-15,international,ODI,female,1288322,Zimbabwe vs Bangladesh
2021-11-14,club,WBB,female,1269099,Brisbane Heat vs Adelaide Strikers
2021-11-14,club,WBB,female,1269100,Sydney Sixers vs Sydney Thunder
2021-11-14,international,T20,male,1273756,New Zealand vs Australia
2021-11-14,international,T20,male,1286686,Canada vs Panama
2021-11-14,international,ODI,female,1288211,Pakistan vs West Indies
2021-11-13,club,WBB,female,1269096,Adelaide Strikers vs Hobart Hurricanes
2021-11-13,club,WBB,female,1269098,Sydney Sixers vs Brisbane Heat
2021-11-13,international,T20,male,1286682,Bahamas vs United States of America
2021-11-13,international,T20,male,1286683,Belize vs Bermuda
2021-11-13,international,T20,male,1286684,Panama vs Bahamas
2021-11-13,international,T20,male,1286685,Argentina vs Canada
2021-11-11,club,WBB,female,1269095,Perth Scorchers vs Sydney Thunder
2021-11-11,international,T20,male,1273755,Pakistan vs Australia
2021-11-11,international,T20,male,1286679,Bahamas vs Belize
2021-11-11,international,T20,male,1286681,Argentina vs United States of America
2021-11-11,international,ODI,female,1288210,West Indies vs Pakistan
2021-11-10,club,WBB,female,1269093,Melbourne Stars vs Perth Scorchers
2021-11-10,club,WBB,female,1269094,Sydney Sixers vs Adelaide Strikers
2021-11-10,club,SSH,male,1270446,South Australia vs Tasmania
2021-11-10,club,SSH,male,1270456,Queensland vs Western Australia
2021-11-10,international,T20,male,1273754,England vs New Zealand
2021-11-10,international,T20,male,1286674,Canada vs United States of America
2021-11-10,international,T20,male,1286675,Argentina vs Belize
2021-11-10,international,T20,male,1286677,Bermuda vs Bahamas
2021-11-09,club,WBB,female,1269091,Sydney Sixers vs Brisbane Heat
2021-11-09,club,WBB,female,1269092,Adelaide Strikers vs Sydney Thunder
2021-11-08,international,T20,male,1273753,Namibia vs India
2021-11-08,international,T20,male,1286670,Canada vs Belize
2021-11-08,international,T20,male,1286671,Bahamas vs Argentina
2021-11-08,international,T20,male,1286672,Belize vs Panama
2021-11-08,international,T20,male,1286673,United States of America vs Bermuda
2021-11-08,international,ODI,female,1288209,West Indies vs Pakistan
2021-11-07,club,WBB,female,1269088,Sydney Thunder vs Brisbane Heat
2021-11-07,club,WBB,female,1269089,Melbourne Stars vs Melbourne Renegades
2021-11-07,club,WBB,female,1269090,Hobart Hurricanes vs Perth Scorchers
2021-11-07,international,T20,male,1273751,Afghanistan vs New Zealand
2021-11-07,international,T20,male,1273752,Pakistan vs Scotland
2021-11-07,international,T20,male,1283050,Cameroon vs Sierra Leone
2021-11-07,international,T20,male,1283051,Tanzania vs Botswana
2021-11-07,international,T20,male,1286667,Belize vs United States of America
2021-11-06,club,WBB,female,1269085,Melbourne Renegades vs Brisbane Heat
2021-11-06,club,WBB,female,1269086,Melbourne Stars vs Adelaide Strikers
2021-11-06,club,WBB,female,1269087,Hobart Hurricanes vs Perth Scorchers
2021-11-06,international,T20,male,1273749,West Indies vs Australia
2021-11-06,international,T20,male,1273750,South Africa vs England
2021-11-06,international,T20,male,1283048,Botswana vs Mozambique
2021-11-06,international,T20,male,1283049,Tanzania vs Cameroon
2021-11-05,club,SSH,male,1270437,Victoria vs New South Wales
2021-11-05,international,T20,male,1273747,New Zealand vs Namibia
2021-11-05,international,T20,male,1273748,Scotland vs India
2021-11-05,international,T20,male,1283046,Cameroon vs Botswana
2021-11-05,international,T20,male,1283047,Mozambique vs Sierra Leone
2021-11-04,international,T20,male,1273745,Bangladesh vs Australia
2021-11-04,international,T20,male,1273746,Sri Lanka vs West Indies
2021-11-03,club,WBB,female,1269083,Sydney Sixers vs Hobart Hurricanes
2021-11-03,club,WBB,female,1269084,Perth Scorchers vs Melbourne Renegades
2021-11-03,international,T20,male,1273743,New Zealand vs Scotland
2021-11-03,international,T20,male,1273744,India vs Afghanistan
2021-11-03,international,T20,male,1283044,Mozambique vs Cameroon
2021-11-03,international,T20,male,1283045,Sierra Leone vs Tanzania
2021-11-02,international,T20,male,1273741,Bangladesh vs South Africa
2021-11-02,international,T20,male,1273742,Pakistan vs Namibia
2021-11-02,international,T20,male,1283042,Botswana vs Sierra Leone
2021-11-02,international,T20,male,1283043,Tanzania vs Mozambique
2021-11-01,international,T20,male,1273740,England vs Sri Lanka
2021-10-31,club,WBB,female,1269079,Sydney Thunder vs Hobart Hurricanes
2021-10-31,club,WBB,female,1269080,Adelaide Strikers vs Melbourne Renegades
2021-10-31,club,WBB,female,1269081,Brisbane Heat vs Melbourne Stars
2021-10-31,club,WBB,female,1269082,Sydney Sixers vs Perth Scorchers
2021-10-31,international,T20,male,1273738,Afghanistan vs Namibia
2021-10-31,international,T20,male,1273739,India vs New Zealand
2021-10-30,club,WBB,female,1269075,Melbourne Renegades vs Sydney Sixers
2021-10-30,club,WBB,female,1269076,Sydney Thunder vs Melbourne Stars
2021-10-30,club,WBB,female,1269077,Perth Scorchers vs Adelaide Strikers
2021-10-30,club,WBB,female,1269078,Brisbane Heat vs Hobart Hurricanes
2021-10-30,international,T20,male,1273736,Sri Lanka vs South Africa
2021-10-30,international,T20,male,1273737,Australia vs England
2021-10-29,international,T20,male,1273734,West Indies vs Bangladesh
2021-10-29,international,T20,male,1273735,Afghanistan vs Pakistan
2021-10-29,international,T20,male,1284497,Kuwait vs Qatar
