Sno,date,id,teamA,teamB
9175,2015-01-28,756803,Perth Scorchers,Sydney Sixers
9176,2015-01-27,811121,Kuwait,Maldives
9177,2015-01-27,811123,Oman,Singapore
9178,2015-01-27,811125,Malaysia,Saudi Arabia
9179,2015-01-26,754757,Australia,India
9180,2015-01-26,811117,Kuwait,Saudi Arabia
9181,2015-01-26,811119,Malaysia,Oman
9182,2015-01-25,722345,South Africa,West Indies
9183,2015-01-25,749791,New Zealand,Sri Lanka
9184,2015-01-25,756801,Perth Scorchers,Melbourne Stars
9185,2015-01-25,811111,Malaysia,Maldives
9186,2015-01-24,756799,Adelaide Strikers,Sydney Sixers
9187,2015-01-24,812805,Kenya,Nepal
9188,2015-01-24,812807,Canada,Uganda
9189,2015-01-24,812809,Namibia,Netherlands
9190,2015-01-23,749789,New Zealand,Sri Lanka
9191,2015-01-23,754755,Australia,England
9192,2015-01-23,812799,Netherlands,Uganda
9193,2015-01-23,812801,Namibia,Canada
9194,2015-01-23,812803,Kenya,Nepal
9195,2015-01-22,756775,Sydney Sixers,Sydney Thunder
9196,2015-01-21,722343,South Africa,West Indies
9197,2015-01-21,756795,Melbourne Stars,Perth Scorchers
9198,2015-01-21,812795,Namibia,Nepal
9199,2015-01-21,812797,Canada,Uganda
9200,2015-01-20,749787,New Zealand,Sri Lanka
9201,2015-01-20,754753,England,India
9202,2015-01-20,812787,Canada,Nepal
9203,2015-01-20,812789,Kenya,Uganda
9204,2015-01-20,812791,Namibia,Netherlands
9205,2015-01-19,756793,Melbourne Renegades,Adelaide Strikers
9206,2015-01-18,722341,South Africa,West Indies
9207,2015-01-18,754749,Australia,India
9208,2015-01-18,812781,Namibia,Uganda
9209,2015-01-18,812783,Netherlands,Nepal
9210,2015-01-18,812785,Canada,Kenya
9211,2015-01-17,749785,New Zealand,Sri Lanka
9212,2015-01-17,756791,Sydney Thunder,Melbourne Stars
9213,2015-01-17,808871,Pakistan,Sri Lanka
9214,2015-01-17,810833,Afghanistan,Ireland
9215,2015-01-17,812775,Namibia,Kenya
9216,2015-01-17,812777,Canada,Netherlands
9217,2015-01-17,812779,Nepal,Uganda
9218,2015-01-16,722339,South Africa,West Indies
9219,2015-01-16,754751,Australia,England
9220,2015-01-16,808869,Pakistan,Sri Lanka
9221,2015-01-15,749783,New Zealand,Sri Lanka
9222,2015-01-15,756797,Brisbane Heat,Hobart Hurricanes
9223,2015-01-14,736063,South Africa,West Indies
9224,2015-01-14,756787,Sydney Sixers,Adelaide Strikers
9225,2015-01-14,812645,Afghanistan,Scotland
9226,2015-01-13,756785,Melbourne Renegades,Brisbane Heat
9227,2015-01-13,808865,Pakistan,Sri Lanka
9228,2015-01-12,756783,Adelaide Strikers,Sydney Thunder
9229,2015-01-12,810829,Ireland,Scotland
9230,2015-01-11,722337,South Africa,West Indies
9231,2015-01-11,749781,New Zealand,Sri Lanka
9232,2015-01-11,756779,Hobart Hurricanes,Perth Scorchers
9233,2015-01-11,756781,Brisbane Heat,Sydney Sixers
9234,2015-01-11,808863,Pakistan,Sri Lanka
9235,2015-01-10,756777,Melbourne Stars,Melbourne Renegades
9236,2015-01-09,722335,South Africa,West Indies
9237,2015-01-08,756773,Perth Scorchers,Brisbane Heat
9238,2015-01-08,812623,Afghanistan,Scotland
9239,2015-01-07,756789,Hobart Hurricanes,Melbourne Renegades
9240,2015-01-06,754743,Australia,India
9241,2015-01-06,756769,Adelaide Strikers,Perth Scorchers
9242,2015-01-05,756767,Melbourne Stars,Sydney Sixers
9243,2015-01-04,756765,Brisbane Heat,Adelaide Strikers
9244,2015-01-03,749779,New Zealand,Sri Lanka
9245,2015-01-03,756763,Melbourne Renegades,Melbourne Stars
9246,2015-01-02,722333,South Africa,West Indies
9247,2015-01-02,756761,Hobart Hurricanes,Brisbane Heat
9248,2015-01-01,756759,Perth Scorchers,Sydney Thunder
9249,2014-12-31,756757,Adelaide Strikers,Hobart Hurricanes
9250,2014-12-30,756755,Melbourne Renegades,Sydney Thunder
9251,2014-12-29,756753,Sydney Sixers,Perth Scorchers
9252,2014-12-28,756751,Brisbane Heat,Melbourne Stars
9253,2014-12-27,756749,Sydney Thunder,Sydney Sixers
9254,2014-12-26,722331,South Africa,West Indies
9255,2014-12-26,749777,New Zealand,Sri Lanka
9256,2014-12-26,754741,Australia,India
9257,2014-12-26,756747,Perth Scorchers,Melbourne Renegades
9258,2014-12-23,756745,Hobart Hurricanes,Sydney Sixers
9259,2014-12-22,756743,Perth Scorchers,Adelaide Strikers
9260,2014-12-21,756741,Sydney Thunder,Brisbane Heat
9261,2014-12-20,756739,Melbourne Stars,Hobart Hurricanes
9262,2014-12-19,742627,New Zealand,Pakistan
9263,2014-12-19,756737,Sydney Sixers,Melbourne Renegades
9264,2014-12-18,756735,Adelaide Strikers,Melbourne Stars
9265,2014-12-17,722329,South Africa,West Indies
9266,2014-12-17,742625,New Zealand,Pakistan
9267,2014-12-17,754739,Australia,India
9268,2014-12-16,750675,Sri Lanka,England
9269,2014-12-14,742623,New Zealand,Pakistan
9270,2014-12-13,750673,Sri Lanka,England
9271,2014-12-12,736317,Cape Cobras,Knights
9272,2014-12-12,742621,New Zealand,Pakistan
9273,2014-12-10,750671,Sri Lanka,England
9274,2014-12-09,754737,Australia,India
9275,2014-12-08,742619,New Zealand,Pakistan
9276,2014-12-07,736315,Lions,Knights
9277,2014-12-07,750669,Sri Lanka,England
9278,2014-12-05,754039,New Zealand,Pakistan
9279,2014-12-04,742617,New Zealand,Pakistan
9280,2014-12-03,736311,Warriors,Cape Cobras
9281,2014-12-03,736313,Knights,Lions
9282,2014-12-03,750667,Sri Lanka,England
9283,2014-12-01,760795,Bangladesh,Zimbabwe
9284,2014-11-30,736305,Lions,Dolphins
9285,2014-11-30,736307,Warriors,Titans
9286,2014-11-30,736309,Cape Cobras,Knights
9287,2014-11-30,803797,United Arab Emirates,Afghanistan
9288,2014-11-29,750665,Sri Lanka,England
9289,2014-11-28,736299,Cape Cobras,Warriors
9290,2014-11-28,736301,Knights,Dolphins
9291,2014-11-28,736303,Lions,Titans
9292,2014-11-28,760793,Bangladesh,Zimbabwe
9293,2014-11-28,803795,United Arab Emirates,Afghanistan
9294,2014-11-26,736297,Titans,Dolphins
9295,2014-11-26,742615,New Zealand,Pakistan
9296,2014-11-26,750663,Sri Lanka,England
9297,2014-11-26,760791,Bangladesh,Zimbabwe
9298,2014-11-24,802327,Hong Kong,Nepal
9299,2014-11-23,736293,Cape Cobras,Lions
9300,2014-11-23,736295,Titans,Warriors
9301,2014-11-23,754731,Australia,South Africa
9302,2014-11-23,760789,Bangladesh,Zimbabwe
9303,2014-11-21,736287,Knights,Warriors
9304,2014-11-21,736289,Dolphins,Cape Cobras
9305,2014-11-21,736291,Titans,Lions
9306,2014-11-21,754729,Australia,South Africa
9307,2014-11-21,760787,Bangladesh,Zimbabwe
9308,2014-11-19,754727,Australia,South Africa
9309,2014-11-18,754815,Australia,West Indies
9310,2014-11-17,742613,New Zealand,Pakistan
9311,2014-11-16,736283,Warriors,Lions
9312,2014-11-16,736285,Dolphins,Knights
9313,2014-11-16,754725,Australia,South Africa
9314,2014-11-16,754813,Australia,West Indies
9315,2014-11-16,792297,India,Sri Lanka
9316,2014-11-14,736275,Dolphins,Warriors
9317,2014-11-14,736277,Titans,Knights
9318,2014-11-14,736279,Lions,Cape Cobras
9319,2014-11-14,754723,Australia,South Africa
9320,2014-11-13,754811,Australia,West Indies
9321,2014-11-13,792295,India,Sri Lanka
9322,2014-11-12,760785,Bangladesh,Zimbabwe
9323,2014-11-11,754809,Australia,West Indies
9324,2014-11-09,736269,Dolphins,Titans
9325,2014-11-09,742611,New Zealand,Pakistan
9326,2014-11-09,754721,Australia,South Africa
9327,2014-11-09,792293,India,Sri Lanka
9328,2014-11-07,736263,Dolphins,Cape Cobras
9329,2014-11-07,736265,Warriors,Lions
9330,2014-11-07,736267,Knights,Titans
9331,2014-11-07,754719,Australia,South Africa
9332,2014-11-07,754805,Australia,West Indies
9333,2014-11-06,792291,India,Sri Lanka
9334,2014-11-05,736261,Dolphins,Warriors
9335,2014-11-05,754717,Australia,South Africa
9336,2014-11-03,760783,Bangladesh,Zimbabwe
9337,2014-11-02,736255,Knights,Warriors
9338,2014-11-02,736257,Cape Cobras,Titans
9339,2014-11-02,736259,Dolphins,Lions
9340,2014-11-02,754801,Australia,West Indies
9341,2014-11-02,792289,India,Sri Lanka
9342,2014-10-30,727929,Australia,Pakistan
9343,2014-10-30,785989,Malaysia,Singapore
9344,2014-10-30,785991,Bermuda,United States of America
9345,2014-10-30,785993,Nepal,Uganda
9346,2014-10-29,785983,Singapore,United States of America
9347,2014-10-29,785985,Bermuda,Uganda
9348,2014-10-29,785987,Malaysia,Nepal
9349,2014-10-28,793201,Bermuda,Singapore
9350,2014-10-27,749775,New Zealand,South Africa
9351,2014-10-27,785977,Nepal,United States of America
9352,2014-10-27,785979,Malaysia,Uganda
9353,2014-10-27,785981,Bermuda,Singapore
9354,2014-10-26,757515,Sri Lanka,South Africa
9355,2014-10-26,785975,Uganda,United States of America
9356,2014-10-25,757513,Sri Lanka,South Africa
9357,2014-10-25,760781,Bangladesh,Zimbabwe
9358,2014-10-24,749773,New Zealand,South Africa
9359,2014-10-24,785965,Singapore,Uganda
9360,2014-10-24,785967,Malaysia,United States of America
9361,2014-10-24,785969,Bermuda,Nepal
9362,2014-10-23,757511,Sri Lanka,South Africa
9363,2014-10-23,785959,Nepal,Uganda
9364,2014-10-23,785961,Bermuda,United States of America
9365,2014-10-23,785963,Malaysia,Singapore
9366,2014-10-22,727927,Australia,Pakistan
9367,2014-10-21,749771,New Zealand,South Africa
9368,2014-10-21,757509,Sri Lanka,South Africa
9369,2014-10-19,757507,Sri Lanka,South Africa
9370,2014-10-17,757505,Sri Lanka,South Africa
9371,2014-10-17,770127,India,West Indies
9372,2014-10-12,727923,Australia,Pakistan
9373,2014-10-11,770123,India,West Indies
9374,2014-10-10,727921,Australia,Pakistan
9375,2014-10-08,770121,India,West Indies
9376,2014-10-07,727919,Australia,Pakistan
9377,2014-10-05,727917,Australia,Pakistan
9378,2014-10-03,778041,Bangladesh,Hong Kong
9379,2014-10-03,778043,Afghanistan,Sri Lanka
9380,2014-10-02,778037,Afghanistan,Hong Kong
9381,2014-10-02,778039,Bangladesh,Sri Lanka
9382,2014-10-01,778033,Afghanistan,Nepal
9383,2014-09-30,778029,Hong Kong,Malaysia
9384,2014-09-30,778031,South Korea,Sri Lanka
9385,2014-09-29,778027,South Korea,China
9386,2014-09-28,778021,China,Malaysia
9387,2014-09-28,778023,Maldives,Nepal
9388,2014-09-27,778017,South Korea,Malaysia
9389,2014-09-27,778019,Kuwait,Nepal
9390,2014-09-26,778013,China,Sri Lanka
9391,2014-09-26,778015,Bangladesh,Pakistan
9392,2014-09-25,778009,China,Pakistan
9393,2014-09-25,778011,Bangladesh,Sri Lanka
9394,2014-09-24,778005,Pakistan,Thailand
9395,2014-09-23,692857,Sussex,Northamptonshire
9396,2014-09-23,692859,Yorkshire,Somerset
9397,2014-09-23,692861,Middlesex,Lancashire
9398,2014-09-23,692863,Durham,Warwickshire
9399,2014-09-23,693001,Hampshire,Glamorgan
9400,2014-09-23,693003,Derbyshire,Leicestershire
9401,2014-09-23,693005,Worcestershire,Essex
9402,2014-09-23,693007,Gloucestershire,Kent
9403,2014-09-23,778001,China,Japan
9404,2014-09-23,778003,Hong Kong,Sri Lanka
9405,2014-09-22,777997,Malaysia,Nepal
9406,2014-09-22,777999,South Korea,Hong Kong
9407,2014-09-21,777995,Nepal,Thailand
9408,2014-09-20,693431,Warwickshire,Durham
9409,2014-09-20,777991,Malaysia,Thailand
9410,2014-09-15,692851,Sussex,Nottinghamshire
9411,2014-09-15,692853,Somerset,Middlesex
9412,2014-09-15,692855,Durham,Northamptonshire
9413,2014-09-15,692995,Surrey,Derbyshire
9414,2014-09-15,692997,Leicestershire,Essex
9415,2014-09-15,692999,Kent,Hampshire
9416,2014-09-13,730297,West Indies,Bangladesh
9417,2014-09-12,727939,Ireland,Scotland
9418,2014-09-10,727937,Ireland,Scotland
9419,2014-09-09,692843,Yorkshire,Nottinghamshire
9420,2014-09-09,692845,Durham,Middlesex
9421,2014-09-09,692847,Lancashire,Sussex
9422,2014-09-09,692849,Northamptonshire,Warwickshire
9423,2014-09-09,692987,Glamorgan,Derbyshire
9424,2014-09-09,692989,Worcestershire,Surrey
9425,2014-09-09,692991,Kent,Essex
9426,2014-09-08,727935,Ireland,Scotland
9427,2014-09-07,667731,England,India
9428,2014-09-07,693437,England,South Africa
9429,2014-09-06,693429,Durham,Nottinghamshire
9430,2014-09-06,736455,Australia,South Africa
9431,2014-09-05,667729,England,India
9432,2014-09-05,730295,West Indies,Bangladesh
9433,2014-09-05,754799,Australia,Pakistan
9434,2014-09-04,693427,Kent,Warwickshire
9435,2014-09-04,736453,Zimbabwe,South Africa
9436,2014-09-03,693435,England,South Africa
9437,2014-09-03,754797,Australia,Pakistan
9438,2014-09-02,667727,England,India
9439,2014-09-02,736451,Australia,South Africa
9440,2014-09-01,693433,England,South Africa
9441,2014-08-31,692837,Warwickshire,Middlesex
9442,2014-08-31,692841,Durham,Nottinghamshire
9443,2014-08-31,692981,Derbyshire,Worcestershire
9444,2014-08-31,692983,Glamorgan,Kent
9445,2014-08-31,692985,Leicestershire,Hampshire
9446,2014-08-31,736449,Zimbabwe,Australia
9447,2014-08-31,754795,Australia,Pakistan
9448,2014-08-30,667725,England,India
9449,2014-08-30,745163,Sri Lanka,Pakistan
9450,2014-08-30,754793,Australia,Pakistan
9451,2014-08-29,693425,Kent,Gloucestershire
9452,2014-08-29,736447,Zimbabwe,South Africa
9453,2014-08-28,693421,Durham,Yorkshire
9454,2014-08-28,693423,Warwickshire,Essex
9455,2014-08-27,667723,England,India
9456,2014-08-27,730293,West Indies,Bangladesh
9457,2014-08-27,736445,Australia,South Africa
9458,2014-08-26,693419,Nottinghamshire,Derbyshire
9459,2014-08-26,745161,Sri Lanka,Pakistan
9460,2014-08-26,754789,Australia,Pakistan
9461,2014-08-25,730291,West Indies,Bangladesh
9462,2014-08-25,736443,Zimbabwe,Australia
9463,2014-08-23,693269,Warwickshire,Surrey
9464,2014-08-23,693271,Lancashire,Hampshire
9465,2014-08-23,693273,Warwickshire,Lancashire
9466,2014-08-23,722391,England,India
9467,2014-08-23,745159,Sri Lanka,Pakistan
9468,2014-08-23,754787,Australia,Pakistan
9469,2014-08-22,730289,West Indies,Bangladesh
9470,2014-08-21,693411,Northamptonshire,Essex
9471,2014-08-21,693413,Leicestershire,Lancashire
9472,2014-08-21,693415,Derbyshire,Gloucestershire
9473,2014-08-21,693417,Hampshire,Yorkshire
9474,2014-08-21,722389,England,India
9475,2014-08-21,736441,Zimbabwe,South Africa
9476,2014-08-20,693403,Warwickshire,Nottinghamshire
9477,2014-08-20,693405,Surrey,Somerset
9478,2014-08-20,693407,Sussex,Glamorgan
9479,2014-08-20,693409,Kent,Middlesex
9480,2014-08-20,730287,West Indies,Bangladesh
9481,2014-08-19,736439,Zimbabwe,South Africa
9482,2014-08-17,736437,Zimbabwe,South Africa
9483,2014-08-16,743195,Barbados Tridents,Guyana Amazon Warriors
9484,2014-08-15,667719,England,India
9485,2014-08-15,692827,Warwickshire,Somerset
9486,2014-08-15,692829,Sussex,Yorkshire
9487,2014-08-15,692831,Northamptonshire,Nottinghamshire
9488,2014-08-15,692975,Worcestershire,Gloucestershire
9489,2014-08-15,692977,Surrey,Leicestershire
9490,2014-08-15,692979,Hampshire,Kent
9491,2014-08-14,693393,Glamorgan,Warwickshire
9492,2014-08-14,693395,Nottinghamshire,Middlesex
9493,2014-08-14,693397,Worcestershire,Leicestershire
9494,2014-08-14,693399,Northamptonshire,Lancashire
9495,2014-08-14,693401,Surrey,Durham
9496,2014-08-14,743193,Jamaica Tallawahs,Guyana Amazon Warriors
9497,2014-08-14,745155,Sri Lanka,Pakistan
9498,2014-08-13,693385,Derbyshire,Yorkshire
9499,2014-08-13,693387,Worcestershire,Gloucestershire
9500,2014-08-13,693389,Essex,Hampshire
9501,2014-08-13,693391,Kent,Sussex
9502,2014-08-13,722387,England,India
9503,2014-08-13,743191,Trinidad & Tobago Red Steel,Jamaica Tallawahs
9504,2014-08-12,693377,Glamorgan,Somerset
9505,2014-08-12,693379,Nottinghamshire,Durham
9506,2014-08-12,693381,Warwickshire,Surrey
9507,2014-08-11,693371,Yorkshire,Essex
9508,2014-08-11,693373,Derbyshire,Northamptonshire
9509,2014-08-11,693375,Hampshire,Worcestershire
9510,2014-08-10,693361,Somerset,Sussex
9511,2014-08-10,693367,Durham,Middlesex
9512,2014-08-10,743187,St Lucia Zouks,Guyana Amazon Warriors
9513,2014-08-10,743189,Barbados Tridents,Jamaica Tallawahs
9514,2014-08-09,693357,Lancashire,Worcestershire
9515,2014-08-09,736435,Zimbabwe,South Africa
9516,2014-08-09,743183,Jamaica Tallawahs,St Lucia Zouks
9517,2014-08-09,743185,Trinidad & Tobago Red Steel,Antigua Hawksbills
9518,2014-08-08,693345,Nottinghamshire,Kent
9519,2014-08-08,693347,Durham,Glamorgan
9520,2014-08-08,693349,Sussex,Middlesex
9521,2014-08-08,693351,Leicestershire,Yorkshire
9522,2014-08-08,693353,Gloucestershire,Essex
9523,2014-08-08,693355,Hampshire,Northamptonshire
9524,2014-08-07,667717,England,India
9525,2014-08-07,693339,Middlesex,Somerset
9526,2014-08-07,693341,Worcestershire,Yorkshire
9527,2014-08-07,693343,Lancashire,Derbyshire
9528,2014-08-07,743179,Guyana Amazon Warriors,Antigua Hawksbills
9529,2014-08-07,743181,Barbados Tridents,Trinidad & Tobago Red Steel
9530,2014-08-06,693333,Sussex,Surrey
9531,2014-08-06,693335,Glamorgan,Kent
9532,2014-08-06,693337,Hampshire,Leicestershire
9533,2014-08-06,745153,Sri Lanka,Pakistan
9534,2014-08-05,693321,Northamptonshire,Yorkshire
9535,2014-08-05,693323,Kent,Surrey
9536,2014-08-05,693325,Durham,Sussex
9537,2014-08-05,693327,Somerset,Warwickshire
9538,2014-08-05,693329,Lancashire,Essex
9539,2014-08-05,693331,Leicestershire,Gloucestershire
9540,2014-08-03,693267,Nottinghamshire,Hampshire
9541,2014-08-03,743175,Jamaica Tallawahs,Barbados Tridents
9542,2014-08-03,743177,Antigua Hawksbills,St Lucia Zouks
9543,2014-08-02,693263,Worcestershire,Surrey
9544,2014-08-02,693265,Warwickshire,Essex
9545,2014-08-02,743171,Guyana Amazon Warriors,Jamaica Tallawahs
9546,2014-08-02,743173,St Lucia Zouks,Trinidad & Tobago Red Steel
9547,2014-08-01,693261,Lancashire,Glamorgan
9548,2014-07-31,693309,Kent,Somerset
9549,2014-07-31,693311,Worcestershire,Derbyshire
9550,2014-07-31,693313,Surrey,Middlesex
9551,2014-07-31,693315,Warwickshire,Durham
9552,2014-07-31,693317,Leicestershire,Essex
9553,2014-07-31,693319,Gloucestershire,Hampshire
9554,2014-07-31,743167,Antigua Hawksbills,Jamaica Tallawahs
9555,2014-07-31,743169,St Lucia Zouks,Barbados Tridents
9556,2014-07-30,693307,Glamorgan,Nottinghamshire
9557,2014-07-29,693297,Nottinghamshire,Somerset
9558,2014-07-29,693299,Worcestershire,Northamptonshire
9559,2014-07-29,693301,Yorkshire,Gloucestershire
9560,2014-07-29,693303,Warwickshire,Sussex
9561,2014-07-29,693305,Durham,Kent
9562,2014-07-27,667715,England,India
9563,2014-07-27,693281,Durham,Somerset
9564,2014-07-27,693283,Worcestershire,Essex
9565,2014-07-27,693285,Warwickshire,Middlesex
9566,2014-07-27,693287,Nottinghamshire,Sussex
9567,2014-07-27,693289,Surrey,Glamorgan
9568,2014-07-27,693291,Leicestershire,Derbyshire
9569,2014-07-27,693293,Hampshire,Lancashire
9570,2014-07-27,693295,Gloucestershire,Northamptonshire
9571,2014-07-27,743165,St Lucia Zouks,Trinidad & Tobago Red Steel
9572,2014-07-26,693275,Middlesex,Glamorgan
9573,2014-07-26,693277,Yorkshire,Lancashire
9574,2014-07-26,693279,Derbyshire,Hampshire
9575,2014-07-26,743161,Trinidad & Tobago Red Steel,Jamaica Tallawahs
9576,2014-07-26,743163,Guyana Amazon Warriors,Barbados Tridents
9577,2014-07-25,693245,Somerset,Middlesex
9578,2014-07-25,693247,Gloucestershire,Glamorgan
9579,2014-07-25,693249,Worcestershire,Derbyshire
9580,2014-07-25,693251,Yorkshire,Nottinghamshire
9581,2014-07-25,693253,Northamptonshire,Durham
9582,2014-07-25,693255,Warwickshire,Leicestershire
9583,2014-07-25,693257,Essex,Sussex
9584,2014-07-25,693259,Kent,Surrey
9585,2014-07-24,693241,Middlesex,Surrey
9586,2014-07-24,693243,Lancashire,Durham
9587,2014-07-24,730091,Sri Lanka,South Africa
9588,2014-07-24,743157,Guyana Amazon Warriors,Trinidad & Tobago Red Steel
9589,2014-07-24,756041,Zimbabwe,Afghanistan
9590,2014-07-23,693239,Nottinghamshire,Northamptonshire
9591,2014-07-23,743155,Barbados Tridents,St Lucia Zouks
9592,2014-07-22,693237,Essex,Hampshire
9593,2014-07-22,756039,Zimbabwe,Afghanistan
9594,2014-07-21,692825,Sussex,Warwickshire
9595,2014-07-21,692971,Worcestershire,Gloucestershire
9596,2014-07-20,692967,Kent,Surrey
9597,2014-07-20,692969,Glamorgan,Derbyshire
9598,2014-07-20,693233,Nottinghamshire,Leicestershire
9599,2014-07-20,693235,Essex,Gloucestershire
9600,2014-07-20,743151,Antigua Hawksbills,Trinidad & Tobago Red Steel
9601,2014-07-20,743153,Jamaica Tallawahs,Guyana Amazon Warriors
9602,2014-07-20,756037,Zimbabwe,Afghanistan
9603,2014-07-19,692823,Yorkshire,Middlesex
9604,2014-07-19,743147,Antigua Hawksbills,Barbados Tridents
9605,2014-07-19,743149,St Lucia Zouks,Guyana Amazon Warriors
9606,2014-07-18,693217,Glamorgan,Essex
9607,2014-07-18,693219,Worcestershire,Northamptonshire
9608,2014-07-18,693221,Yorkshire,Warwickshire
9609,2014-07-18,693223,Durham,Leicestershire
9610,2014-07-18,693225,Lancashire,Derbyshire
9611,2014-07-18,693227,Surrey,Gloucestershire
9612,2014-07-18,693229,Kent,Somerset
9613,2014-07-18,693231,Hampshire,Sussex
9614,2014-07-17,667713,England,India
9615,2014-07-17,743143,Antigua Hawksbills,Jamaica Tallawahs
9616,2014-07-16,693215,Somerset,Surrey
9617,2014-07-16,730089,Sri Lanka,South Africa
9618,2014-07-15,693213,Glamorgan,Sussex
9619,2014-07-14,692965,Gloucestershire,Derbyshire
9620,2014-07-13,692819,Lancashire,Nottinghamshire
9621,2014-07-13,692821,Warwickshire,Durham
9622,2014-07-13,692961,Worcestershire,Leicestershire
9623,2014-07-13,692963,Hampshire,Essex
9624,2014-07-13,693211,Yorkshire,Derbyshire
9625,2014-07-12,692817,Somerset,Northamptonshire
9626,2014-07-12,693209,Essex,Kent
9627,2014-07-12,730087,Sri Lanka,South Africa
9628,2014-07-12,743139,Barbados Tridents,Trinidad & Tobago Red Steel
9629,2014-07-11,693193,Somerset,Gloucestershire
9630,2014-07-11,693195,Derbyshire,Northamptonshire
9631,2014-07-11,693197,Glamorgan,Surrey
9632,2014-07-11,693199,Kent,Sussex
9633,2014-07-11,693201,Lancashire,Leicestershire
9634,2014-07-11,693203,Yorkshire,Durham
9635,2014-07-11,693205,Worcestershire,Warwickshire
9636,2014-07-11,693207,Middlesex,Hampshire
9637,2014-07-11,743137,Antigua Hawksbills,Guyana Amazon Warriors
9638,2014-07-09,667711,England,India
9639,2014-07-09,692955,Hampshire,Gloucestershire
9640,2014-07-09,692957,Leicestershire,Kent
9641,2014-07-09,692959,Derbyshire,Essex
9642,2014-07-09,730085,Sri Lanka,South Africa
9643,2014-07-08,693191,Nottinghamshire,Warwickshire
9644,2014-07-07,692815,Yorkshire,Durham
9645,2014-07-06,692813,Sussex,Northamptonshire
9646,2014-07-06,692953,Glamorgan,Surrey
9647,2014-07-06,693185,Somerset,Hampshire
9648,2014-07-06,693187,Lancashire,Worcestershire
9649,2014-07-06,693189,Derbyshire,Leicestershire
9650,2014-07-06,730083,Sri Lanka,South Africa
9651,2014-07-06,730285,West Indies,New Zealand
9652,2014-07-05,730283,West Indies,New Zealand
9653,2014-07-04,693173,Northamptonshire,Leicestershire
9654,2014-07-04,693179,Surrey,Essex
9655,2014-07-04,693181,Hampshire,Kent
9656,2014-07-04,693183,Gloucestershire,Sussex
9657,2014-07-03,693165,Middlesex,Glamorgan
9658,2014-07-03,693167,Northamptonshire,Warwickshire
9659,2014-07-02,693161,Kent,Surrey
9660,2014-07-02,693163,Durham,Yorkshire
9661,2014-07-01,693159,Yorkshire,Leicestershire
9662,2014-06-29,692805,Lancashire,Somerset
9663,2014-06-29,692807,Middlesex,Northamptonshire
9664,2014-06-29,692809,Nottinghamshire,Warwickshire
9665,2014-06-29,692949,Worcestershire,Glamorgan
9666,2014-06-29,692951,Gloucestershire,Essex
9667,2014-06-29,693157,Derbyshire,Durham
9668,2014-06-28,692947,Surrey,Hampshire
9669,2014-06-28,693155,Nottinghamshire,Yorkshire
9670,2014-06-28,749569,Singapore,Malaysia
9671,2014-06-28,749571,Denmark,Italy
9672,2014-06-28,749573,Jersey,Oman
9673,2014-06-27,693139,Somerset,Essex
9674,2014-06-27,693141,Durham,Northamptonshire
9675,2014-06-27,693145,Hampshire,Surrey
9676,2014-06-27,693147,Middlesex,Sussex
9677,2014-06-27,693151,Warwickshire,Derbyshire
9678,2014-06-27,693153,Kent,Gloucestershire
9679,2014-06-27,749563,Malaysia,Oman
9680,2014-06-27,749567,Singapore,Jersey
9681,2014-06-26,693137,Gloucestershire,Middlesex
9682,2014-06-26,730281,West Indies,New Zealand
9683,2014-06-25,693135,Hampshire,Glamorgan
9684,2014-06-25,749557,Singapore,Oman
9685,2014-06-25,749561,Italy,Malaysia
9686,2014-06-24,749551,Jersey,Italy
9687,2014-06-24,749553,Singapore,Malaysia
9688,2014-06-24,749555,Denmark,Oman
9689,2014-06-22,692797,Somerset,Nottinghamshire
9690,2014-06-22,692799,Lancashire,Northamptonshire
9691,2014-06-22,692801,Durham,Sussex
9692,2014-06-22,692803,Warwickshire,Yorkshire
9693,2014-06-22,692943,Surrey,Leicestershire
9694,2014-06-22,692945,Kent,Derbyshire
9695,2014-06-22,749545,Denmark,Malaysia
9696,2014-06-22,749547,Jersey,Oman
9697,2014-06-21,692941,Gloucestershire,Glamorgan
9698,2014-06-21,749539,Singapore,Denmark
9699,2014-06-21,749541,Italy,Oman
9700,2014-06-21,749543,Jersey,Malaysia
9701,2014-06-20,667901,England,Sri Lanka
9702,2014-06-20,693119,Nottinghamshire,Derbyshire
9703,2014-06-20,693121,Surrey,Glamorgan
9704,2014-06-20,693123,Warwickshire,Worcestershire
9705,2014-06-20,693125,Lancashire,Northamptonshire
9706,2014-06-20,693127,Durham,Leicestershire
9707,2014-06-20,693129,Middlesex,Essex
9708,2014-06-20,693131,Sussex,Kent
9709,2014-06-20,693133,Hampshire,Gloucestershire
9710,2014-06-19,693115,Nottinghamshire,Leicestershire
9711,2014-06-19,693117,Northamptonshire,Warwickshire
9712,2014-06-19,744683,Bangladesh,India
9713,2014-06-18,693113,Somerset,Middlesex
9714,2014-06-17,744681,Bangladesh,India
9715,2014-06-16,692795,Sussex,Yorkshire
9716,2014-06-16,730279,West Indies,New Zealand
9717,2014-06-15,692791,Northamptonshire,Warwickshire
9718,2014-06-15,692793,Durham,Lancashire
9719,2014-06-15,692933,Kent,Glamorgan
9720,2014-06-15,692935,Worcestershire,Leicestershire
9721,2014-06-15,692937,Derbyshire,Surrey
9722,2014-06-15,692939,Hampshire,Essex
9723,2014-06-15,693111,Somerset,Sussex
