,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Javed Omar,Javed Omar,Bangladesh,13,19,2,0,68.42105263157895,0,0.0,0,0,0,0
Nafees Iqbal,Nafees Iqbal,Bangladesh,19,28,1,0,67.85714285714286,0,0.0,0,0,0,0
Mohammad Ashraful,Mohammad Ashraful,Bangladesh,0,1,0,0,0.0,0,0.0,0,0,0,0
Tushar Imran,Tushar Imran,Bangladesh,10,27,0,0,37.03703703703704,0,0.0,0,0,0,0
Habibul Bashar,Habibul Bashar,Bangladesh,19,28,2,0,67.85714285714286,0,0.0,0,0,0,0
Aftab Ahmed,Aftab Ahmed,Bangladesh,51,58,4,2,87.93103448275862,3,14.0,0,0,0,4.666666666666667
Khaled Mashud,Khaled Mashud,Bangladesh,1,10,0,0,10.0,0,0.0,0,0,0,0
Mohammad Rafique,Mohammad Rafique,Bangladesh,30,57,2,1,52.63157894736842,6,40.0,0,0,0,6.666666666666667
Mashrafe Mortaza,Mashrafe Mortaza,Bangladesh,29,24,4,0,120.83333333333333,6,33.0,0,0,0,5.5
Khaled Mahmud,Khaled Mahmud,Bangladesh,0,1,0,0,0.0,3,39.0,0,3,0,13.0
Nazmul Hossain,Nazmul Hossain,Bangladesh,6,23,0,0,26.08695652173913,7,61.0,0,1,1,8.714285714285714
ME Trescothick,ME Trescothick,England,100,76,16,0,131.57894736842107,0,0.0,0,0,0,0
AJ Strauss,AJ Strauss,England,82,77,10,1,106.49350649350649,0,0.0,0,0,0,0
MP Vaughan,MP Vaughan,England,0,0,0,0,0,0,0.0,0,0,0,0
PD Collingwood,PD Collingwood,England,0,0,0,0,0,8,36.0,0,0,0,4.5
A Flintoff,A Flintoff,England,0,0,0,0,0,9,46.0,0,0,1,5.111111111111111
KP Pietersen,KP Pietersen,England,0,0,0,0,0,0,0.0,0,0,0,0
GO Jones,GO Jones,England,0,0,0,0,0,0,0.0,0,0,0,0
VS Solanki,VS Solanki,England,0,0,0,0,0,0,0.0,0,0,0,0
J Lewis,J Lewis,England,0,0,0,0,0,10,32.0,3,0,1,3.2
D Gough,D Gough,England,0,0,0,0,0,9,33.0,2,3,0,3.6666666666666665
SJ Harmison,SJ Harmison,England,0,0,0,0,0,10,39.0,5,1,2,3.9
