,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
AN Petersen,AN Petersen,South Africa,2,35,0,0,5.714285714285714,0,0.0,0,0,0,0
D Elgar,D Elgar,South Africa,14,87,1,0,16.091954022988507,2,14.0,0,0,0,7.0
F du Plessis,F du Plessis,South Africa,46,158,5,1,29.11392405063291,0,0.0,0,0,0,0
HM Amla,HM Amla,South Africa,164,541,16,0,30.31423290203327,0,0.0,0,0,0,0
AB de Villiers,AB de Villiers,South Africa,49,166,6,0,29.518072289156628,0,0.0,0,0,0,0
Q de Kock,Q de Kock,South Africa,37,94,1,0,39.361702127659576,0,0.0,0,0,0,0
JP Duminy,JP Duminy,South Africa,6,123,0,0,4.878048780487805,19,82.0,3,1,0,4.315789473684211
VD Philander,VD Philander,South Africa,36,127,5,0,28.346456692913385,33,87.0,2,1,0,2.6363636363636362
DW Steyn,DW Steyn,South Africa,36,99,3,2,36.36363636363637,35,128.0,4,0,0,3.657142857142857
Imran Tahir,Imran Tahir,South Africa,19,53,3,0,35.84905660377358,50,197.0,3,1,0,3.94
M Morkel,M Morkel,South Africa,0,1,0,0,0.0,35,114.0,6,1,0,3.257142857142857
WU Tharanga,WU Tharanga,Sri Lanka,41,56,6,0,73.21428571428571,0,0.0,0,0,0,0
JK Silva,JK Silva,Sri Lanka,70,130,12,0,53.84615384615385,0,0.0,0,0,0,0
KC Sangakkara,KC Sangakkara,Sri Lanka,72,91,8,0,79.12087912087912,0,0.0,0,0,0,0
DPMD Jayawardene,DPMD Jayawardene,Sri Lanka,165,290,17,1,56.896551724137936,0,0.0,0,0,0,0
AD Mathews,AD Mathews,Sri Lanka,126,218,8,2,57.798165137614674,0,0.0,0,0,0,0
KDK Vithanage,KDK Vithanage,Sri Lanka,20,46,2,1,43.47826086956522,9,29.0,0,0,0,3.2222222222222223
N Dickwella,N Dickwella,Sri Lanka,88,137,10,1,64.23357664233576,0,0.0,0,0,0,0
MDK Perera,MDK Perera,Sri Lanka,19,48,1,1,39.58333333333333,85,129.0,8,0,0,1.5176470588235293
HMRKB Herath,HMRKB Herath,Sri Lanka,11,25,1,0,44.0,90,111.0,9,0,0,1.2333333333333334
BAW Mendis,BAW Mendis,Sri Lanka,2,11,0,0,18.181818181818183,34,85.0,0,2,0,2.5
RAS Lakmal,RAS Lakmal,Sri Lanka,4,4,1,0,100.0,27,65.0,1,7,1,2.4074074074074074
