,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
SC Cook,SC Cook,Durham,15,21,2,0,71.42857142857143,0,0.0,0,0,0,0
KK Jennings,KK Jennings,Durham,101,106,13,0,95.28301886792453,0,0.0,0,0,0,0
MJ Richardson,MJ Richardson,Durham,68,82,3,2,82.92682926829268,0,0.0,0,0,0,0
G Clark,G Clark,Durham,9,16,1,0,56.25,0,0.0,0,0,0,0
PD Collingwood,PD Collingwood,Durham,53,44,4,0,120.45454545454545,10,47.0,1,0,0,4.7
CT Steel,CT Steel,Durham,4,17,0,0,23.52941176470588,0,0.0,0,0,0,0
P Coughlin,P Coughlin,Durham,10,11,0,0,90.9090909090909,10,53.0,3,2,4,5.3
SW Poynter,SW Poynter,Durham,8,3,2,0,266.66666666666663,0,0.0,0,0,0,0
WJ Weighell,WJ Weighell,Durham,2,2,0,0,100.0,10,64.0,1,0,0,6.4
C Rushworth,C Rushworth,Durham,0,0,0,0,0,10,47.0,1,0,0,4.7
GHI Harding,GHI Harding,Durham,0,0,0,0,0,10,58.0,2,0,1,5.8
JJ Cobb,JJ Cobb,Northamptonshire,5,13,1,0,38.46153846153847,2,15.0,0,0,0,7.5
RI Newton,RI Newton,Northamptonshire,13,18,2,0,72.22222222222221,0,0.0,0,0,0,0
RE Levi,RE Levi,Northamptonshire,66,72,7,0,91.66666666666666,0,0.0,0,0,0,0
RI Keogh,RI Keogh,Northamptonshire,6,15,0,0,40.0,3,23.0,0,0,0,7.666666666666667
AG Wakely,AG Wakely,Northamptonshire,25,36,3,0,69.44444444444444,0,0.0,0,0,0,0
AM Rossington,AM Rossington,Northamptonshire,69,52,5,3,132.69230769230768,0,0.0,0,0,0,0
SP Crook,SP Crook,Northamptonshire,48,64,1,0,75.0,6,32.0,0,0,0,5.333333333333333
GG White,GG White,Northamptonshire,1,7,0,0,14.285714285714285,9,59.0,1,0,0,6.555555555555555
BW Sanderson,BW Sanderson,Northamptonshire,19,21,2,0,90.47619047619048,10,36.0,3,0,2,3.6
RJ Gleeson,RJ Gleeson,Northamptonshire,6,6,0,0,100.0,10,59.0,2,1,4,5.9
Azharullah,Azharullah,Northamptonshire,0,0,0,0,0,10,57.0,1,0,1,5.7
