,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
RR Emrit,RR Emrit,Barisal Bulls,1,4,0,0,25.0,4,32.0,1,0,0,8.0
DJ Malan,DJ Malan,Barisal Bulls,30,23,6,0,130.43478260869566,0,0.0,0,0,0,0
Mushfiqur Rahim,Mushfiqur Rahim,Barisal Bulls,1,3,0,0,33.33333333333333,0,0.0,0,0,0,0
BMAJ Mendis,BMAJ Mendis,Barisal Bulls,12,6,0,2,200.0,0,0.0,0,0,0,0
Fazle Mahmud,Fazle Mahmud,Barisal Bulls,21,16,2,1,131.25,0,0.0,0,0,0,0
Shahriar Nafees,Shahriar Nafees,Barisal Bulls,14,24,0,0,58.333333333333336,0,0.0,0,0,0,0
NLTC Perera,NLTC Perera,Barisal Bulls,24,17,2,1,141.1764705882353,4,26.0,2,0,1,6.5
Mohammad Enamul Haque,Mohammad Enamul Haque,Barisal Bulls,7,5,1,0,140.0,0,0.0,0,0,0,0
Taijul Islam,Taijul Islam,Barisal Bulls,9,9,0,0,100.0,4,27.0,0,0,1,6.75
Monir Hossain,Monir Hossain,Barisal Bulls,1,2,0,0,50.0,4,28.0,0,0,3,7.0
Kamrul Islam Rabbi,Kamrul Islam Rabbi,Barisal Bulls,0,1,0,0,0.0,4,39.0,2,0,0,9.75
Mohammad Shahzad,Mohammad Shahzad,Rangpur Riders,48,40,4,1,120.0,0,0.0,0,0,0,0
Soumya Sarkar,Soumya Sarkar,Rangpur Riders,17,12,1,1,141.66666666666669,0,0.0,0,0,0,0
Mohammad Mithun,Mohammad Mithun,Rangpur Riders,38,41,1,1,92.6829268292683,0,0.0,0,0,0,0
Shahid Afridi,Shahid Afridi,Rangpur Riders,7,3,0,1,233.33333333333334,4,24.0,2,0,0,6.0
Ziaur Rahman,Ziaur Rahman,Rangpur Riders,23,17,2,1,135.29411764705884,1,16.0,0,0,1,16.0
Anwar Ali,Anwar Ali,Rangpur Riders,7,5,1,0,140.0,3,25.0,1,0,1,8.333333333333334
LA Dawson,LA Dawson,Rangpur Riders,7,2,0,1,350.0,2,11.0,2,0,0,5.5
Sohag Gazi,Sohag Gazi,Rangpur Riders,0,0,0,0,0,4,12.0,2,0,0,3.0
Naeem Islam,Naeem Islam,Rangpur Riders,0,0,0,0,0,1,14.0,1,0,1,14.0
Arafat Sunny,Arafat Sunny,Rangpur Riders,0,0,0,0,0,0,0.0,0,0,0,0
Rubel Hossain,Rubel Hossain,Rangpur Riders,0,0,0,0,0,4,21.0,2,0,0,5.25
