,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
BM Duckett,BM Duckett,Northamptonshire,15,34,2,0,44.11764705882353,0,0.0,0,0,0,0
RI Newton,RI Newton,Northamptonshire,126,276,21,0,45.65217391304348,0,0.0,0,0,0,0
AG Wakely,AG Wakely,Northamptonshire,18,66,2,0,27.27272727272727,0,0.0,0,0,0,0
RI Keogh,RI Keogh,Northamptonshire,35,89,6,0,39.325842696629216,4,18.0,0,0,0,4.5
RE Levi,RE Levi,Northamptonshire,46,68,8,0,67.64705882352942,0,0.0,0,0,0,0
AM Rossington,AM Rossington,Northamptonshire,52,80,6,2,65.0,0,0.0,0,0,0,0
SP Crook,SP Crook,Northamptonshire,163,221,27,0,73.7556561085973,22,65.0,0,1,0,2.9545454545454546
S Prasanna,S Prasanna,Northamptonshire,35,38,4,2,92.10526315789474,28,97.0,5,0,0,3.4642857142857144
RJ Gleeson,RJ Gleeson,Northamptonshire,41,131,6,0,31.297709923664126,33,94.0,3,2,1,2.8484848484848486
Azharullah,Azharullah,Northamptonshire,13,25,2,0,52.0,19,42.0,0,0,2,2.210526315789474
BW Sanderson,BW Sanderson,Northamptonshire,0,6,0,0,0.0,28,72.0,2,0,0,2.5714285714285716
GH Roderick,GH Roderick,Gloucestershire,40,72,6,0,55.55555555555556,0,0.0,0,0,0,0
CDJ Dent,CDJ Dent,Gloucestershire,93,234,9,0,39.743589743589745,0,0.0,0,0,0,0
GL van Buuren,GL van Buuren,Gloucestershire,13,39,2,0,33.33333333333333,17,49.0,1,0,0,2.8823529411764706
M Klinger,M Klinger,Gloucestershire,140,286,14,2,48.95104895104895,0,0.0,0,0,0,0
HJH Marshall,HJH Marshall,Gloucestershire,0,5,0,0,0.0,0,0.0,0,0,0,0
GT Hankins,GT Hankins,Gloucestershire,2,12,0,0,16.666666666666664,0,0.0,0,0,0,0
K Noema-Barnett,K Noema-Barnett,Gloucestershire,23,61,2,1,37.704918032786885,24,56.0,3,3,0,2.3333333333333335
JMR Taylor,JMR Taylor,Gloucestershire,24,23,5,0,104.34782608695652,12,32.0,1,0,0,2.6666666666666665
CN Miles,CN Miles,Gloucestershire,0,2,0,0,0.0,43,174.0,6,0,0,4.046511627906977
DA Payne,DA Payne,Gloucestershire,32,72,5,0,44.44444444444444,36,112.0,3,1,0,3.111111111111111
J Shaw,J Shaw,Gloucestershire,8,6,2,0,133.33333333333331,39,129.0,4,0,0,3.3076923076923075
