,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
S Dhawan,S Dhawan,Deccan Chargers,7,7,1,0,100.0,0,0.0,0,0,0,0
IR Jaggi,IR Jaggi,Deccan Chargers,3,9,0,0,33.33333333333333,0,0.0,0,0,0,0
B Chipli,B Chipli,Deccan Chargers,48,40,6,1,120.0,0,0.0,0,0,0,0
KC Sangakkara,KC Sangakkara,Deccan Chargers,16,15,2,0,106.66666666666667,0,0.0,0,0,0,0
JP Duminy,JP Duminy,Deccan Chargers,6,8,0,0,75.0,2,23.0,1,0,0,11.5
DT Christian,DT Christian,Deccan Chargers,25,13,1,2,192.30769230769232,2,19.0,0,0,1,9.5
DB Ravi Teja,DB Ravi Teja,Deccan Chargers,14,10,1,1,140.0,1,9.0,0,0,0,9.0
DW Steyn,DW Steyn,Deccan Chargers,13,12,1,0,108.33333333333333,4,33.0,1,0,1,8.25
A Mishra,A Mishra,Deccan Chargers,12,5,1,1,240.0,4,19.0,2,0,0,4.75
I Sharma,I Sharma,Deccan Chargers,1,1,0,0,100.0,3,27.0,0,0,0,9.0
PP Ojha,PP Ojha,Deccan Chargers,0,0,0,0,0,4,26.0,0,0,1,6.5
JH Kallis,JH Kallis,Kolkata Knight Riders,53,45,7,1,117.77777777777779,0,0.0,0,0,0,0
MS Bisla,MS Bisla,Kolkata Knight Riders,19,21,3,0,90.47619047619048,0,0.0,0,0,0,0
G Gambhir,G Gambhir,Kolkata Knight Riders,29,18,4,0,161.11111111111111,0,0.0,0,0,0,0
MK Tiwary,MK Tiwary,Kolkata Knight Riders,30,21,2,2,142.85714285714286,0,0.0,0,0,0,0
YK Pathan,YK Pathan,Kolkata Knight Riders,22,15,4,0,146.66666666666666,3,22.0,0,0,0,7.333333333333333
EJG Morgan,EJG Morgan,Kolkata Knight Riders,0,0,0,0,0,0,0.0,0,0,0,0
RN ten Doeschate,RN ten Doeschate,Kolkata Knight Riders,0,0,0,0,0,1,7.0,0,0,1,7.0
Iqbal Abdulla,Iqbal Abdulla,Kolkata Knight Riders,0,0,0,0,0,4,24.0,3,0,0,6.0
R Bhatia,R Bhatia,Kolkata Knight Riders,0,0,0,0,0,4,29.0,2,0,0,7.25
L Balaji,L Balaji,Kolkata Knight Riders,0,0,0,0,0,4,31.0,1,0,1,7.75
JD Unadkat,JD Unadkat,Kolkata Knight Riders,0,0,0,0,0,4,36.0,2,0,2,9.0
