,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
E Steenkamp,E Steenkamp,Namibia,0,1,0,0,0.0,0,0.0,0,0,0,0
I Opperman,I Opperman,Namibia,5,19,1,0,26.31578947368421,3,17.0,1,0,0,5.666666666666667
SF Burger,SF Burger,Namibia,7,18,0,0,38.88888888888889,10,35.0,3,0,1,3.5
CG Williams,CG Williams,Namibia,0,1,0,0,0.0,3,20.0,0,0,1,6.666666666666667
G Snyman,G Snyman,Namibia,15,37,0,0,40.54054054054054,0,0.0,0,0,0,0
R van Schoor,R van Schoor,Namibia,90,121,6,0,74.3801652892562,4,17.0,1,0,0,4.25
LP van der Westhuizen,LP van der Westhuizen,Namibia,19,14,2,1,135.71428571428572,9,33.0,0,0,3,3.6666666666666665
NRP Scholtz,NRP Scholtz,Namibia,0,5,0,0,0.0,0,0.0,0,0,0,0
C Viljoen,C Viljoen,Namibia,33,54,2,0,61.111111111111114,10,27.0,1,0,2,2.7
L Klazinga,L Klazinga,Namibia,0,4,0,0,0.0,8,26.0,2,0,0,3.25
BM Scholtz,BM Scholtz,Namibia,3,10,0,0,30.0,2,6.0,0,0,0,3.0
H Patel,H Patel,Canada,26,30,5,0,86.66666666666667,6,23.0,1,0,0,3.8333333333333335
R Gunasekera,R Gunasekera,Canada,12,33,1,0,36.36363636363637,0,0.0,0,0,0,0
Zeeshan Siddiqi,Zeeshan Siddiqi,Canada,7,12,1,0,58.333333333333336,0,0.0,0,0,0,0
NR Kumar,NR Kumar,Canada,5,8,0,0,62.5,0,0.0,0,0,0,0
AS Hansra,AS Hansra,Canada,49,87,3,0,56.32183908045977,8,36.0,2,1,3,4.5
Usman Limbada,Usman Limbada,Canada,26,45,2,0,57.77777777777777,0,0.0,0,0,0,0
Rizwan Cheema,Rizwan Cheema,Canada,3,7,0,0,42.857142857142854,8,26.0,1,0,0,3.25
Junaid Siddiqui,Junaid Siddiqui,Canada,11,20,0,0,55.00000000000001,8,26.0,1,0,0,3.25
RA Bhatti,RA Bhatti,Canada,23,35,1,0,65.71428571428571,0,0.0,0,0,0,0
D Soraine,D Soraine,Canada,12,16,1,0,75.0,8,25.0,3,0,1,3.125
H Osinde,H Osinde,Canada,0,0,0,0,0,10,46.0,2,0,5,4.6
