,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
AT Carey,AT Carey,Adelaide Strikers,11,26,0,0,42.30769230769231,0,0.0,0,0,0,0
J Weatherald,J Weatherald,Adelaide Strikers,22,17,3,1,129.41176470588235,0,0.0,0,0,0,0
CA Ingram,CA Ingram,Adelaide Strikers,2,6,0,0,33.33333333333333,1,7.0,0,0,0,7.0
MW Short,MW Short,Adelaide Strikers,1,6,0,0,16.666666666666664,0,0.0,0,0,0,0
JW Wells,JW Wells,Adelaide Strikers,2,6,0,0,33.33333333333333,0,0.0,0,0,0,0
JS Lehmann,JS Lehmann,Adelaide Strikers,0,1,0,0,0.0,0,0.0,0,0,0,0
MG Neser,MG Neser,Adelaide Strikers,1,3,0,0,33.33333333333333,4,23.0,0,1,1,5.75
C Valente,C Valente,Adelaide Strikers,21,18,3,0,116.66666666666667,2,16.0,1,0,0,8.0
Rashid Khan,Rashid Khan,Adelaide Strikers,21,12,2,2,175.0,4,9.0,0,0,1,2.25
B Laughlin,B Laughlin,Adelaide Strikers,2,8,0,0,25.0,3,17.0,0,0,1,5.666666666666667
B Stanlake,B Stanlake,Adelaide Strikers,0,1,0,0,0.0,4,18.0,2,0,1,4.5
M Klinger,M Klinger,Perth Scorchers,2,7,0,0,28.57142857142857,0,0.0,0,0,0,0
JP Inglis,JP Inglis,Perth Scorchers,22,21,4,0,104.76190476190477,0,0.0,0,0,0,0
WG Bosisto,WG Bosisto,Perth Scorchers,36,34,3,0,105.88235294117648,0,0.0,0,0,0,0
AJ Turner,AJ Turner,Perth Scorchers,24,46,2,0,52.17391304347826,0,0.0,0,0,0,0
HWR Cartwright,HWR Cartwright,Perth Scorchers,1,1,0,0,100.0,0,0.0,0,0,0,0
AC Agar,AC Agar,Perth Scorchers,0,0,0,0,0,0,0.0,0,0,0,0
DJ Willey,DJ Willey,Perth Scorchers,0,0,0,0,0,4,21.0,1,0,2,5.25
NM Coulter-Nile,NM Coulter-Nile,Perth Scorchers,0,0,0,0,0,4,33.0,1,0,0,8.25
AJ Tye,AJ Tye,Perth Scorchers,0,0,0,0,0,3,9.0,2,0,0,3.0
JA Richardson,JA Richardson,Perth Scorchers,0,0,0,0,0,3,7.0,4,0,1,2.3333333333333335
JP Behrendorff,JP Behrendorff,Perth Scorchers,0,0,0,0,0,4,16.0,2,0,0,4.0
