match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
919607,2015/16,2015-10-01,Harare Sports Club,1,0.1,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,T Panyangara,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,0.2,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,T Panyangara,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,0.3,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,T Panyangara,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,0.4,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,T Panyangara,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,0.5,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,T Panyangara,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,0.6,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,T Panyangara,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,1.1,Pakistan,Zimbabwe,Ahmed Shehzad,Azhar Ali,LM Jongwe,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,1.2,Pakistan,Zimbabwe,Ahmed Shehzad,Azhar Ali,LM Jongwe,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,1.3,Pakistan,Zimbabwe,Ahmed Shehzad,Azhar Ali,LM Jongwe,0,1,,,,1,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,1.4,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,LM Jongwe,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,1.5,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,LM Jongwe,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,1.6,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,LM Jongwe,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,2.1,Pakistan,Zimbabwe,Ahmed Shehzad,Azhar Ali,T Panyangara,1,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,2.2,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,T Panyangara,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,2.3,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,T Panyangara,1,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,2.4,Pakistan,Zimbabwe,Ahmed Shehzad,Azhar Ali,T Panyangara,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,2.5,Pakistan,Zimbabwe,Ahmed Shehzad,Azhar Ali,T Panyangara,1,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,2.6,Pakistan,Zimbabwe,Ahmed Shehzad,Azhar Ali,T Panyangara,2,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,3.1,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,LM Jongwe,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,3.2,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,LM Jongwe,1,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,3.3,Pakistan,Zimbabwe,Ahmed Shehzad,Azhar Ali,LM Jongwe,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,3.4,Pakistan,Zimbabwe,Ahmed Shehzad,Azhar Ali,LM Jongwe,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,3.5,Pakistan,Zimbabwe,Ahmed Shehzad,Azhar Ali,LM Jongwe,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,3.6,Pakistan,Zimbabwe,Ahmed Shehzad,Azhar Ali,LM Jongwe,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,4.1,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,T Panyangara,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,4.2,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,T Panyangara,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,4.3,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,T Panyangara,4,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,4.4,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,T Panyangara,0,0,,,,,,,,,
919607,2015/16,2015-10-01,Harare Sports Club,1,4.5,Pakistan,Zimbabwe,Azhar Ali,Ahmed Shehzad,T Panyangara,0,0,,,,,,,,,
