,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
HK Matthews,HK Matthews,Hobart Hurricanes,11,12,2,0,91.66666666666666,4,16.0,0,0,1,4.0
S Daffara,S Daffara,Hobart Hurricanes,28,23,4,0,121.73913043478262,0,0.0,0,0,0,0
V Krishnamurthy,V Krishnamurthy,Hobart Hurricanes,40,35,6,0,114.28571428571428,0,0.0,0,0,0,0
G Redmayne,G Redmayne,Hobart Hurricanes,20,26,1,0,76.92307692307693,0,0.0,0,0,0,0
EG Fazackerley,EG Fazackerley,Hobart Hurricanes,0,1,0,0,0.0,0,0.0,0,0,0,0
IMHC Joyce,IMHC Joyce,Hobart Hurricanes,9,8,2,0,112.5,4,26.0,2,0,0,6.5
V Pyke,V Pyke,Hobart Hurricanes,0,4,0,0,0.0,3,23.0,0,0,0,7.666666666666667
SK Moloney,SK Moloney,Hobart Hurricanes,2,5,0,0,40.0,0,0.0,0,0,0,0
NM Hancock,NM Hancock,Hobart Hurricanes,0,1,0,0,0.0,3,9.0,1,0,1,3.0
B Hepburn,B Hepburn,Hobart Hurricanes,5,5,0,0,100.0,4,24.0,3,0,0,6.0
C Raack,C Raack,Hobart Hurricanes,0,0,0,0,0,2,16.0,0,0,0,8.0
S Molineux,S Molineux,Melbourne Renegades,2,6,0,0,33.33333333333333,1,4.0,0,0,0,4.0
EJ Inglis,EJ Inglis,Melbourne Renegades,14,20,1,0,70.0,0,0.0,0,0,0,0
AE Satterthwaite,AE Satterthwaite,Melbourne Renegades,65,58,9,0,112.06896551724137,4,15.0,1,0,0,3.75
KL Britt,KL Britt,Melbourne Renegades,0,4,0,0,0.0,0,0.0,0,0,0,0
AC Jayangani,AC Jayangani,Melbourne Renegades,19,25,1,0,76.0,1,11.0,0,0,0,11.0
CJ Koski,CJ Koski,Melbourne Renegades,12,7,2,0,171.42857142857142,0,0.0,0,0,0,0
M Brown,M Brown,Melbourne Renegades,0,0,0,0,0,1,8.0,0,0,1,8.0
HNK Jensen,HNK Jensen,Melbourne Renegades,0,0,0,0,0,2,11.0,2,0,0,5.5
LMM Tahuhu,LMM Tahuhu,Melbourne Renegades,0,0,0,0,0,4,25.0,3,0,2,6.25
M Strano,M Strano,Melbourne Renegades,0,0,0,0,0,4,23.0,1,0,1,5.75
G Wareham,G Wareham,Melbourne Renegades,0,0,0,0,0,3,22.0,2,0,0,7.333333333333333
