,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
MD Gunathilaka,MD Gunathilaka,Sri Lanka,51,48,4,1,106.25,0,0.0,0,0,0,0
EMDY Munaweera,EMDY Munaweera,Sri Lanka,19,20,3,0,95.0,2,17.0,1,0,1,8.5
S Samarawickrama,S Samarawickrama,Sri Lanka,32,32,2,0,100.0,0,0.0,0,0,0,0
S Prasanna,S Prasanna,Sri Lanka,1,3,0,0,33.33333333333333,0,0.0,0,0,0,0
NLTC Perera,NLTC Perera,Sri Lanka,3,4,0,0,75.0,4,24.0,4,0,1,6.0
MD Shanaka,MD Shanaka,Sri Lanka,1,3,0,0,33.33333333333333,2,12.0,0,0,0,6.0
I Udana,I Udana,Sri Lanka,6,4,1,0,150.0,4,17.0,1,0,0,4.25
ML Udawatte,ML Udawatte,Sri Lanka,0,1,0,0,0.0,0,0.0,0,0,0,0
SS Pathirana,SS Pathirana,Sri Lanka,1,2,0,0,50.0,4,18.0,1,0,2,4.5
SMA Priyanjan,SMA Priyanjan,Sri Lanka,2,2,0,0,100.0,0,0.0,0,0,0,0
JRMVB Sanjaya,JRMVB Sanjaya,Sri Lanka,4,2,1,0,200.0,4,32.0,1,0,1,8.0
Ahmed Shehzad,Ahmed Shehzad,Pakistan,27,24,2,0,112.5,0,0.0,0,0,0,0
Fakhar Zaman,Fakhar Zaman,Pakistan,11,10,1,0,110.00000000000001,0,0.0,0,0,0,0
Babar Azam,Babar Azam,Pakistan,1,2,0,0,50.0,0,0.0,0,0,0,0
Shoaib Malik,Shoaib Malik,Pakistan,9,20,0,0,45.0,0,0.0,0,0,0,0
Mohammad Hafeez,Mohammad Hafeez,Pakistan,14,19,0,0,73.68421052631578,3,21.0,0,0,1,7.0
Sarfraz Ahmed,Sarfraz Ahmed,Pakistan,28,26,1,0,107.6923076923077,0,0.0,0,0,0,0
Imad Wasim,Imad Wasim,Pakistan,2,3,0,0,66.66666666666666,4,23.0,0,0,1,5.75
Faheem Ashraf,Faheem Ashraf,Pakistan,4,6,0,0,66.66666666666666,3,16.0,4,0,0,5.333333333333333
Shadab Khan,Shadab Khan,Pakistan,16,8,1,1,200.0,4,14.0,2,0,0,3.5
Hasan Ali,Hasan Ali,Pakistan,3,1,0,0,300.0,4,31.0,3,0,0,7.75
Usman Shinwari,Usman Shinwari,Pakistan,0,0,0,0,0,2,18.0,0,0,0,9.0
