,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
R Sandaruwan,R Sandaruwan,Kuwait,67,39,8,3,171.7948717948718,0,0.0,0,0,0,0
Usman Patel,Usman Patel,Kuwait,58,43,10,0,134.88372093023256,0,0.0,0,0,0,0
Bilal Tahir,Bilal Tahir,Kuwait,0,1,0,0,0.0,0,0.0,0,0,0,0
Mohammad Amin,Mohammad Amin,Kuwait,32,19,1,2,168.42105263157893,1,12.0,1,0,0,12.0
Aphsal Ashraf,Aphsal Ashraf,Kuwait,45,17,1,5,264.70588235294116,0,0.0,0,0,0,0
Shiraz Khan,Shiraz Khan,Kuwait,1,1,0,0,100.0,4,24.0,0,0,1,6.0
MNM Aslam,MNM Aslam,Kuwait,0,0,0,0,0,4,23.0,4,0,0,5.75
Muhammad Kashif,Muhammad Kashif,Kuwait,0,0,0,0,0,0,0.0,0,0,0,0
Sayed Monib,Sayed Monib,Kuwait,0,0,0,0,0,3,17.0,2,0,3,5.666666666666667
Muhammad Ansar,Muhammad Ansar,Kuwait,0,0,0,0,0,3,27.0,3,0,2,9.0
UKPW Kumaranayaka,UKPW Kumaranayaka,Kuwait,0,0,0,0,0,2,20.0,0,0,0,10.0
Sarfaraz Ali,Sarfaraz Ali,Bahrain,8,4,0,1,200.0,4,30.0,1,0,0,7.5
Muhammad Younis,Muhammad Younis,Bahrain,2,3,0,0,66.66666666666666,0,0.0,0,0,0,0
Mohammed Sameer,Mohammed Sameer,Bahrain,28,20,4,1,140.0,0,0.0,0,0,0,0
Imran Ali Butt,Imran Ali Butt,Bahrain,0,1,0,0,0.0,0,0.0,0,0,0,0
Junaid Aziz,Junaid Aziz,Bahrain,22,21,2,1,104.76190476190477,1,18.0,0,0,0,18.0
Fiaz Ahmed,Fiaz Ahmed,Bahrain,30,25,0,3,120.0,0,0.0,0,0,0,0
Ammad Uddin,Ammad Uddin,Bahrain,8,8,1,0,100.0,0,0.0,0,0,0,0
Imran Butt,Imran Butt,Bahrain,12,6,1,1,200.0,3,48.0,1,0,1,16.0
Anasim Khan,Anasim Khan,Bahrain,2,5,0,0,40.0,4,56.0,0,0,0,14.0
Imran Anwar,Imran Anwar,Bahrain,4,8,0,0,50.0,4,31.0,1,0,0,7.75
Abdul Majid,Abdul Majid,Bahrain,1,1,0,0,100.0,4,21.0,1,0,0,5.25
