,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Hazratullah,Hazratullah,Afghanistan,12,16,2,0,75.0,0,0.0,0,0,0,0
Rahmanullah Gurbaz,Rahmanullah Gurbaz,Afghanistan,84,46,4,6,182.6086956521739,0,0.0,0,0,0,0
Ibrahim Zadran,Ibrahim Zadran,Afghanistan,40,38,2,1,105.26315789473684,0,0.0,0,0,0,0
Najibullah Zadran,Najibullah Zadran,Afghanistan,17,10,1,1,170.0,0,0.0,0,0,0,0
Mohammad Nabi,Mohammad Nabi,Afghanistan,1,4,0,0,25.0,4,34.0,1,0,0,8.5
Rashid Khan,Rashid Khan,Afghanistan,9,7,0,1,128.57142857142858,4,39.0,1,0,0,9.75
Karim Janat,Karim Janat,Afghanistan,0,1,0,0,0.0,0,0.0,0,0,0,0
Samiullah Shenwari,Samiullah Shenwari,Afghanistan,0,0,0,0,0,0,0.0,0,0,0,0
Naveen-ul-Haq,Naveen-ul-Haq,Afghanistan,0,0,0,0,0,4,40.0,2,0,1,10.0
Mujeeb Ur Rahman,Mujeeb Ur Rahman,Afghanistan,0,0,0,0,0,4,30.0,2,0,1,7.5
Fazalhaq Farooqi,Fazalhaq Farooqi,Afghanistan,0,0,0,0,0,4,34.0,0,0,1,8.5
P Nissanka,P Nissanka,Sri Lanka,35,28,3,1,125.0,0,0.0,0,0,0,0
BKG Mendis,BKG Mendis,Sri Lanka,36,19,2,3,189.4736842105263,0,0.0,0,0,0,0
KIC Asalanka,KIC Asalanka,Sri Lanka,8,14,0,0,57.14285714285714,0,0.0,0,0,0,0
MD Gunathilaka,MD Gunathilaka,Sri Lanka,33,20,2,2,165.0,0,0.0,0,0,0,0
MD Shanaka,MD Shanaka,Sri Lanka,10,9,1,0,111.11111111111111,2,22.0,0,0,1,11.0
PBB Rajapaksa,PBB Rajapaksa,Sri Lanka,31,14,4,1,221.42857142857144,0,0.0,0,0,0,0
PWH de Silva,PWH de Silva,Sri Lanka,16,9,3,0,177.77777777777777,4,23.0,0,0,0,5.75
C Karunaratne,C Karunaratne,Sri Lanka,5,2,1,0,250.0,2,29.0,0,0,2,14.5
M Theekshana,M Theekshana,Sri Lanka,0,0,0,0,0,4,29.0,2,0,0,7.25
AM Fernando,AM Fernando,Sri Lanka,0,0,0,0,0,4,34.0,2,0,0,8.5
D Madushanka,D Madushanka,Sri Lanka,0,0,0,0,0,4,36.0,2,1,2,9.0
