,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
HM Amla,HM Amla,Derbyshire,8,12,1,0,66.66666666666666,0,0.0,0,0,0,0
WJ Durston,WJ Durston,Derbyshire,26,16,5,0,162.5,3,27.0,1,0,0,9.0
CF Hughes,CF Hughes,Derbyshire,59,45,5,3,131.11111111111111,0,0.0,0,0,0,0
SJ Thakor,SJ Thakor,Derbyshire,2,3,0,0,66.66666666666666,3,19.0,0,0,0,6.333333333333333
SL Elstone,SL Elstone,Derbyshire,0,1,0,0,0.0,0,0.0,0,0,0,0
T Poynton,T Poynton,Derbyshire,1,5,0,0,20.0,0,0.0,0,0,0,0
BA Godleman,BA Godleman,Derbyshire,38,33,2,2,115.15151515151516,0,0.0,0,0,0,0
GTG Cork,GTG Cork,Derbyshire,8,9,0,0,88.88888888888889,1,16.0,0,0,1,16.0
DJ Wainwright,DJ Wainwright,Derbyshire,0,0,0,0,0,4,25.0,1,0,0,6.25
BD Cotton,BD Cotton,Derbyshire,0,0,0,0,0,4,29.0,1,0,4,7.25
MHA Footitt,MHA Footitt,Derbyshire,0,0,0,0,0,4,40.0,0,0,1,10.0
EJH Eckersley,EJH Eckersley,Leicestershire,39,35,3,1,111.42857142857143,0,0.0,0,0,0,0
MJ Cosgrove,MJ Cosgrove,Leicestershire,8,7,1,0,114.28571428571428,0,0.0,0,0,0,0
KJ O'Brien,KJ O'Brien,Leicestershire,31,27,1,1,114.81481481481481,3,27.0,1,0,0,9.0
GD Elliott,GD Elliott,Leicestershire,21,19,1,0,110.5263157894737,1,10.0,0,0,0,10.0
NJ O'Brien,NJ O'Brien,Leicestershire,47,27,5,1,174.07407407407408,0,0.0,0,0,0,0
TJ Wells,TJ Wells,Leicestershire,0,0,0,0,0,0,0.0,0,0,0,0
BA Raine,BA Raine,Leicestershire,0,0,0,0,0,4,23.0,1,2,0,5.75
CJ McKay,CJ McKay,Leicestershire,0,0,0,0,0,4,28.0,1,0,1,7.0
RML Taylor,RML Taylor,Leicestershire,0,0,0,0,0,2,18.0,0,0,1,9.0
JKH Naik,JKH Naik,Leicestershire,0,0,0,0,0,4,23.0,3,0,0,5.75
A Sheikh,A Sheikh,Leicestershire,0,0,0,0,0,2,28.0,0,1,2,14.0
