,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
SW Bates,SW Bates,Falcons,60,43,8,1,139.53488372093022,0,0.0,0,0,0,0
AC Jayangani,AC Jayangani,Falcons,107,55,13,5,194.54545454545456,3,25.0,0,0,1,8.333333333333334
Theertha Satish,Theertha Satish,Falcons,9,10,1,0,90.0,0,0.0,0,0,0,0
M Hill,M Hill,Falcons,2,4,0,0,50.0,2,23.0,1,1,1,11.5
N Koncharoenkai,N Koncharoenkai,Falcons,0,0,0,0,0,0,0.0,0,0,0,0
Jahanara Alam,Jahanara Alam,Falcons,0,0,0,0,0,4,35.0,0,0,0,8.75
K Arua,K Arua,Falcons,0,0,0,0,0,1,13.0,0,1,0,13.0
A Gurung,A Gurung,Falcons,0,0,0,0,0,2,23.0,0,1,0,11.5
S Tippoch,S Tippoch,Falcons,0,0,0,0,0,4,25.0,1,0,2,6.25
MBA Lamplough,MBA Lamplough,Falcons,0,0,0,0,0,4,31.0,0,1,0,7.75
CM Gough,CM Gough,Falcons,0,0,0,0,0,0,0.0,0,0,0,0
HK Matthews,HK Matthews,Warriors (FairBreak),58,36,7,2,161.11111111111111,4,23.0,1,0,0,5.75
G Redmayne,G Redmayne,Warriors (FairBreak),80,61,11,0,131.14754098360655,0,0.0,0,0,0,0
S Sriharsha,S Sriharsha,Warriors (FairBreak),16,22,1,0,72.72727272727273,0,0.0,0,0,0,0
M du Preez,M du Preez,Warriors (FairBreak),12,6,2,0,200.0,0,0.0,0,0,0,0
KE Bryce,KE Bryce,Warriors (FairBreak),0,0,0,0,0,4,42.0,0,0,0,10.5
ER Oza,ER Oza,Warriors (FairBreak),0,0,0,0,0,3,28.0,1,0,0,9.333333333333334
Yasmeen Khan,Yasmeen Khan,Warriors (FairBreak),0,0,0,0,0,0,0.0,0,0,0,0
C Raack,C Raack,Warriors (FairBreak),0,0,0,0,0,1,16.0,0,0,0,16.0
KDU Prabodhani,KDU Prabodhani,Warriors (FairBreak),0,0,0,0,0,3,30.0,0,0,0,10.0
SS Connell,SS Connell,Warriors (FairBreak),0,0,0,0,0,4,39.0,0,0,0,9.75
M Martinez,M Martinez,Warriors (FairBreak),0,0,0,0,0,0,0.0,0,0,0,0
