,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
EJ Pollock,EJ Pollock,Warwickshire,56,29,7,4,193.10344827586206,0,0.0,0,0,0,0
IJL Trott,IJL Trott,Warwickshire,0,8,0,0,0.0,0,0.0,0,0,0,0
SR Hain,SR Hain,Warwickshire,72,91,5,0,79.12087912087912,0,0.0,0,0,0,0
IR Bell,IR Bell,Warwickshire,41,52,3,0,78.84615384615384,0,0.0,0,0,0,0
AJ Hose,AJ Hose,Warwickshire,51,53,2,2,96.22641509433963,0,0.0,0,0,0,0
TR Ambrose,TR Ambrose,Warwickshire,38,37,3,0,102.7027027027027,0,0.0,0,0,0,0
CR Woakes,CR Woakes,Warwickshire,9,8,1,0,112.5,6,18.0,1,0,1,3.0
AD Thomason,AD Thomason,Warwickshire,11,11,1,0,100.0,8,45.0,4,1,0,5.625
JS Patel,JS Patel,Warwickshire,0,1,0,0,0.0,8,38.0,1,0,1,4.75
OP Stone,OP Stone,Warwickshire,7,10,0,0,70.0,9,37.0,2,1,2,4.111111111111111
HJH Brookes,HJH Brookes,Warwickshire,1,1,0,0,100.0,8,44.0,2,0,0,5.5
CD Nash,CD Nash,Nottinghamshire,3,9,0,0,33.33333333333333,0,0.0,0,0,0,0
MH Wessels,MH Wessels,Nottinghamshire,1,7,0,0,14.285714285714285,0,0.0,0,0,0,0
TJ Moores,TJ Moores,Nottinghamshire,33,32,6,1,103.125,0,0.0,0,0,0,0
LRPL Taylor,LRPL Taylor,Nottinghamshire,56,63,8,0,88.88888888888889,0,0.0,0,0,0,0
SR Patel,SR Patel,Nottinghamshire,19,23,4,0,82.6086956521739,10,48.0,2,0,0,4.8
SJ Mullaney,SJ Mullaney,Nottinghamshire,15,21,1,0,71.42857142857143,10,50.0,0,0,0,5.0
WT Root,WT Root,Nottinghamshire,16,31,2,0,51.61290322580645,1,7.0,0,0,0,7.0
LJ Fletcher,LJ Fletcher,Nottinghamshire,16,25,2,0,64.0,7,62.0,1,1,0,8.857142857142858
M Carter,M Carter,Nottinghamshire,8,15,0,0,53.333333333333336,10,40.0,4,0,1,4.0
JT Ball,JT Ball,Nottinghamshire,0,1,0,0,0.0,10,66.0,2,0,1,6.6
JM Blatherwick,JM Blatherwick,Nottinghamshire,3,9,0,0,33.33333333333333,2,17.0,0,0,0,8.5
