,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
DP Hughes,DP Hughes,New South Wales,25,82,3,0,30.48780487804878,0,0.0,0,0,0,0
NCR Larkin,NCR Larkin,New South Wales,67,156,9,0,42.94871794871795,0,0.0,0,0,0,0
KR Patterson,KR Patterson,New South Wales,49,85,6,1,57.647058823529406,0,0.0,0,0,0,0
MC Henriques,MC Henriques,New South Wales,182,302,22,1,60.264900662251655,10,32.0,0,0,0,3.2
DL Solway,DL Solway,New South Wales,86,273,12,0,31.5018315018315,0,0.0,0,0,0,0
JJS Sangha,JJS Sangha,New South Wales,7,10,1,0,70.0,13,73.0,0,4,0,5.615384615384615
PM Nevill,PM Nevill,New South Wales,56,66,5,0,84.84848484848484,0,0.0,0,0,0,0
SA Abbott,SA Abbott,New South Wales,60,78,2,4,76.92307692307693,33,89.0,6,7,0,2.696969696969697
TA Copeland,TA Copeland,New South Wales,0,0,0,0,0,34,83.0,0,2,0,2.4411764705882355
NM Lyon,NM Lyon,New South Wales,0,0,0,0,0,47,141.0,3,0,0,3.0
HNA Conway,HNA Conway,New South Wales,0,0,0,0,0,31,93.0,1,0,0,3.0
CT Bancroft,CT Bancroft,Western Australia,23,64,3,0,35.9375,0,0.0,0,0,0,0
SM Whiteman,SM Whiteman,Western Australia,114,242,17,0,47.107438016528924,0,0.0,0,0,0,0
SE Marsh,SE Marsh,Western Australia,6,5,1,0,120.0,0,0.0,0,0,0,0
C Green,C Green,Western Australia,197,438,20,1,44.97716894977169,0,0.0,0,0,0,0
AJ Turner,AJ Turner,Western Australia,6,35,1,0,17.142857142857142,1,5.0,0,0,0,5.0
AC Agar,AC Agar,Western Australia,25,57,1,0,43.859649122807014,49,137.0,3,0,0,2.795918367346939
JP Inglis,JP Inglis,Western Australia,15,35,1,1,42.857142857142854,0,0.0,0,0,0,0
AM Hardie,AM Hardie,Western Australia,5,20,0,0,25.0,18,73.0,1,0,0,4.055555555555555
M Kelly,M Kelly,Western Australia,89,89,7,7,100.0,34,100.0,1,0,0,2.9411764705882355
CJ Gannon,CJ Gannon,Western Australia,10,19,2,0,52.63157894736842,40,124.0,2,2,1,3.1
L Guthrie,L Guthrie,Western Australia,8,16,2,0,50.0,33,97.0,1,0,1,2.9393939393939394
