,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
TP Alsop,TP Alsop,Hampshire,16,27,2,0,59.25925925925925,0,0.0,0,0,0,0
AHT Donald,AHT Donald,Hampshire,11,11,2,0,100.0,0,0.0,0,0,0,0
JJ Weatherley,JJ Weatherley,Hampshire,12,25,0,0,48.0,0,0.0,0,0,0,0
SA Northeast,SA Northeast,Hampshire,56,89,4,0,62.92134831460674,0,0.0,0,0,0,0
RR Rossouw,RR Rossouw,Hampshire,28,17,6,0,164.70588235294116,0,0.0,0,0,0,0
GK Berg,GK Berg,Hampshire,27,42,2,0,64.28571428571429,4,13.0,0,0,0,3.25
JK Fuller,JK Fuller,Hampshire,55,48,4,2,114.58333333333333,5,26.0,1,0,0,5.2
CP Wood,CP Wood,Hampshire,0,2,0,0,0.0,6,28.0,0,0,0,4.666666666666667
KJ Abbott,KJ Abbott,Hampshire,2,10,0,0,20.0,9,43.0,0,0,1,4.777777777777778
MS Crane,MS Crane,Hampshire,28,30,3,0,93.33333333333333,10,62.0,0,0,0,6.2
FH Edwards,FH Edwards,Hampshire,0,0,0,0,0,10,69.0,3,0,0,6.9
T Banton,T Banton,Somerset,69,67,9,1,102.98507462686568,0,0.0,0,0,0,0
Azhar Ali,Azhar Ali,Somerset,45,53,6,0,84.90566037735849,0,0.0,0,0,0,0
PD Trego,PD Trego,Somerset,29,40,2,0,72.5,0,0.0,0,0,0,0
JC Hildreth,JC Hildreth,Somerset,69,68,8,0,101.47058823529412,0,0.0,0,0,0,0
TB Abell,TB Abell,Somerset,14,11,3,0,127.27272727272727,5,19.0,2,0,1,3.8
GA Bartlett,GA Bartlett,Somerset,14,22,1,0,63.63636363636363,0,0.0,0,0,0,0
L Gregory,L Gregory,Somerset,0,0,0,0,0,8,42.0,1,0,1,5.25
RE van der Merwe,RE van der Merwe,Somerset,0,0,0,0,0,9,52.0,0,0,0,5.777777777777778
C Overton,C Overton,Somerset,0,0,0,0,0,10,52.0,0,0,1,5.2
J Overton,J Overton,Somerset,0,0,0,0,0,10,48.0,3,0,1,4.8
JH Davey,JH Davey,Somerset,0,0,0,0,0,8,28.0,2,0,1,3.5
