,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
HM Amla,HM Amla,Kings XI Punjab,21,20,2,0,105.0,0,0.0,0,0,0,0
M Vijay,M Vijay,Kings XI Punjab,89,57,12,1,156.140350877193,0,0.0,0,0,0,0
WP Saha,WP Saha,Kings XI Punjab,16,13,1,0,123.07692307692308,0,0.0,0,0,0,0
DA Miller,DA Miller,Kings XI Punjab,0,1,0,0,0.0,0,0.0,0,0,0,0
MP Stoinis,MP Stoinis,Kings XI Punjab,34,22,3,1,154.54545454545453,3,35.0,0,0,0,11.666666666666666
F Behardien,F Behardien,Kings XI Punjab,9,7,1,0,128.57142857142858,0,0.0,0,0,0,0
AR Patel,AR Patel,Kings XI Punjab,0,0,0,0,0,4,27.0,1,0,0,6.75
MM Sharma,MM Sharma,Kings XI Punjab,0,0,0,0,0,3,33.0,0,0,3,11.0
Anureet Singh,Anureet Singh,Kings XI Punjab,0,0,0,0,0,3,15.0,0,0,0,5.0
Sandeep Sharma,Sandeep Sharma,Kings XI Punjab,0,0,0,0,0,4,49.0,3,0,1,12.25
KC Cariappa,KC Cariappa,Kings XI Punjab,0,0,0,0,0,3,16.0,2,0,0,5.333333333333333
V Kohli,V Kohli,Royal Challengers Bangalore,20,21,2,0,95.23809523809523,0,0.0,0,0,0,0
KL Rahul,KL Rahul,Royal Challengers Bangalore,42,25,6,1,168.0,0,0.0,0,0,0,0
AB de Villiers,AB de Villiers,Royal Challengers Bangalore,64,35,5,2,182.85714285714286,0,0.0,0,0,0,0
SR Watson,SR Watson,Royal Challengers Bangalore,1,3,0,0,33.33333333333333,4,22.0,2,0,0,5.5
Sachin Baby,Sachin Baby,Royal Challengers Bangalore,33,29,1,0,113.79310344827587,0,0.0,0,0,0,0
TM Head,TM Head,Royal Challengers Bangalore,11,7,1,0,157.14285714285714,0,0.0,0,0,0,0
STR Binny,STR Binny,Royal Challengers Bangalore,0,0,0,0,0,2,16.0,0,0,1,8.0
CJ Jordan,CJ Jordan,Royal Challengers Bangalore,0,0,0,0,0,4,52.0,0,0,1,13.0
Iqbal Abdulla,Iqbal Abdulla,Royal Challengers Bangalore,0,0,0,0,0,3,26.0,0,0,0,8.666666666666666
VR Aaron,VR Aaron,Royal Challengers Bangalore,0,0,0,0,0,3,25.0,0,0,0,8.333333333333334
YS Chahal,YS Chahal,Royal Challengers Bangalore,0,0,0,0,0,4,30.0,2,0,0,7.5
