,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
DJM Short,DJM Short,Hobart Hurricanes,27,20,4,0,135.0,4,18.0,3,0,0,4.5
BR McDermott,BR McDermott,Hobart Hurricanes,16,14,0,1,114.28571428571428,0,0.0,0,0,0,0
DJ Malan,DJ Malan,Hobart Hurricanes,15,16,2,0,93.75,0,0.0,0,0,0,0
PSP Handscomb,PSP Handscomb,Hobart Hurricanes,7,8,1,0,87.5,0,0.0,0,0,0,0
CA Ingram,CA Ingram,Hobart Hurricanes,16,11,2,0,145.45454545454547,0,0.0,0,0,0,0
TH David,TH David,Hobart Hurricanes,21,21,2,0,100.0,1,1.0,0,0,0,1.0
JP Faulkner,JP Faulkner,Hobart Hurricanes,26,18,1,1,144.44444444444443,2,24.0,0,0,2,12.0
NT Ellis,NT Ellis,Hobart Hurricanes,6,4,1,0,150.0,3,24.0,1,0,1,8.0
W Parker,W Parker,Hobart Hurricanes,12,9,1,0,133.33333333333331,2,27.0,0,0,0,13.5
SM Boland,SM Boland,Hobart Hurricanes,0,0,0,0,0,3,29.0,0,0,1,9.666666666666666
RP Meredith,RP Meredith,Hobart Hurricanes,0,0,0,0,0,4,24.0,2,0,1,6.0
M Bryant,M Bryant,Brisbane Heat,31,19,3,1,163.1578947368421,0,0.0,0,0,0,0
SD Heazlett,SD Heazlett,Brisbane Heat,48,27,1,5,177.77777777777777,0,0.0,0,0,0,0
DW Lawrence,DW Lawrence,Brisbane Heat,0,2,0,0,0.0,1,10.0,0,0,0,10.0
TLW Cooper,TLW Cooper,Brisbane Heat,7,8,1,0,87.5,0,0.0,0,0,0,0
JD Wildermuth,JD Wildermuth,Brisbane Heat,8,10,0,0,80.0,4,23.0,1,0,0,5.75
L Gregory,L Gregory,Brisbane Heat,1,4,0,0,25.0,4,22.0,3,1,0,5.5
JJ Peirson,JJ Peirson,Brisbane Heat,16,15,1,0,106.66666666666667,0,0.0,0,0,0,0
JJ Bazley,JJ Bazley,Brisbane Heat,31,19,2,3,163.1578947368421,0,0.0,0,0,0,0
MT Steketee,MT Steketee,Brisbane Heat,0,0,0,0,0,4,36.0,2,0,0,9.0
XC Bartlett,XC Bartlett,Brisbane Heat,0,0,0,0,0,3,31.0,0,0,1,10.333333333333334
Mujeeb Ur Rahman,Mujeeb Ur Rahman,Brisbane Heat,0,0,0,0,0,4,26.0,1,0,0,6.5
