,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
MS Wade,MS Wade,Australia,14,10,1,1,140.0,0,0.0,0,0,0,0
AJ Finch,AJ Finch,Australia,79,55,5,4,143.63636363636363,0,0.0,0,0,0,0
JR Philippe,JR Philippe,Australia,13,17,1,0,76.47058823529412,0,0.0,0,0,0,0
GJ Maxwell,GJ Maxwell,Australia,18,9,2,1,200.0,3,14.0,2,0,1,4.666666666666667
MP Stoinis,MP Stoinis,Australia,19,13,2,1,146.15384615384613,0,0.0,0,0,0,0
AC Agar,AC Agar,Australia,0,3,0,0,0.0,4,11.0,2,0,0,2.75
MR Marsh,MR Marsh,Australia,6,6,1,0,100.0,0,0.0,0,0,0,0
JA Richardson,JA Richardson,Australia,4,7,0,0,57.14285714285714,2,16.0,0,0,0,8.0
KW Richardson,KW Richardson,Australia,0,0,0,0,0,3,19.0,3,0,1,6.333333333333333
A Zampa,A Zampa,Australia,0,0,0,0,0,4,24.0,3,0,1,6.0
RP Meredith,RP Meredith,Australia,0,0,0,0,0,3,20.0,0,0,1,6.666666666666667
MJ Guptill,MJ Guptill,New Zealand,7,10,1,0,70.0,0,0.0,0,0,0,0
TL Seifert,TL Seifert,New Zealand,19,28,3,0,67.85714285714286,0,0.0,0,0,0,0
KS Williamson,KS Williamson,New Zealand,8,12,0,0,66.66666666666666,0,0.0,0,0,0,0
DP Conway,DP Conway,New Zealand,17,20,1,0,85.0,0,0.0,0,0,0,0
GD Phillips,GD Phillips,New Zealand,1,3,0,0,33.33333333333333,0,0.0,0,0,0,0
JDS Neesham,JDS Neesham,New Zealand,3,5,0,0,60.0,0,0.0,0,0,0,0
MJ Santner,MJ Santner,New Zealand,3,5,0,0,60.0,4,16.0,1,0,0,4.0
TG Southee,TG Southee,New Zealand,6,4,0,1,150.0,4,32.0,0,0,0,8.0
KA Jamieson,KA Jamieson,New Zealand,30,18,5,0,166.66666666666669,4,49.0,0,0,2,12.25
IS Sodhi,IS Sodhi,New Zealand,0,2,0,0,0.0,4,32.0,3,0,0,8.0
TA Boult,TA Boult,New Zealand,6,6,1,0,100.0,4,27.0,2,0,1,6.75
