,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
RR Rossouw,RR Rossouw,Hampshire,18,14,3,0,128.57142857142858,0,0.0,0,0,0,0
JM Vince,JM Vince,Hampshire,31,15,7,0,206.66666666666669,0,0.0,0,0,0,0
MA Carberry,MA Carberry,Hampshire,4,8,1,0,50.0,0,0.0,0,0,0,0
GJ Bailey,GJ Bailey,Hampshire,37,35,2,0,105.71428571428572,0,0.0,0,0,0,0
SM Ervine,SM Ervine,Hampshire,6,14,0,0,42.857142857142854,0,0.0,0,0,0,0
LD McManus,LD McManus,Hampshire,59,35,3,5,168.57142857142858,0,0.0,0,0,0,0
GK Berg,GK Berg,Hampshire,0,0,0,0,0,4,27.0,1,0,1,6.75
Shahid Afridi,Shahid Afridi,Hampshire,0,0,0,0,0,4,20.0,4,0,0,5.0
KJ Abbott,KJ Abbott,Hampshire,0,0,0,0,0,4,48.0,0,0,0,12.0
MS Crane,MS Crane,Hampshire,0,0,0,0,0,4,26.0,1,0,0,6.5
RJW Topley,RJW Topley,Hampshire,0,0,0,0,0,4,23.0,3,0,1,5.75
DL Lloyd,DL Lloyd,Glamorgan,0,1,0,0,0.0,0,0.0,0,0,0,0
AHT Donald,AHT Donald,Glamorgan,25,21,3,0,119.04761904761905,0,0.0,0,0,0,0
CA Ingram,CA Ingram,Glamorgan,1,4,0,0,25.0,2,22.0,0,0,0,11.0
JA Rudolph,JA Rudolph,Glamorgan,18,16,1,0,112.5,0,0.0,0,0,0,0
KS Carlson,KS Carlson,Glamorgan,0,1,0,0,0.0,0,0.0,0,0,0,0
CB Cooke,CB Cooke,Glamorgan,16,23,0,0,69.56521739130434,0,0.0,0,0,0,0
GG Wagg,GG Wagg,Glamorgan,50,29,3,3,172.41379310344826,3,25.0,1,0,0,8.333333333333334
AG Salter,AG Salter,Glamorgan,9,12,0,0,75.0,3,10.0,1,0,0,3.3333333333333335
M de Lange,M de Lange,Glamorgan,4,2,1,0,200.0,4,45.0,1,0,0,11.25
T van der Gugten,T van der Gugten,Glamorgan,16,10,1,1,160.0,4,31.0,0,0,1,7.75
MG Hogan,MG Hogan,Glamorgan,2,2,0,0,100.0,4,25.0,2,1,0,6.25
