,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
FDM Karunaratne,FDM Karunaratne,Sri Lanka,27,88,1,0,30.681818181818183,3,14.0,0,0,0,4.666666666666667
HDRL Thirimanne,HDRL Thirimanne,Sri Lanka,44,128,2,0,34.375,0,0.0,0,0,0,0
LD Chandimal,LD Chandimal,Sri Lanka,5,9,1,0,55.55555555555556,0,0.0,0,0,0,0
BKG Mendis,BKG Mendis,Sri Lanka,15,51,1,0,29.411764705882355,0,0.0,0,0,0,0
ARS Silva,ARS Silva,Sri Lanka,12,78,1,0,15.384615384615385,0,0.0,0,0,0,0
DM de Silva,DM de Silva,Sri Lanka,19,63,0,0,30.158730158730158,8,22.0,1,0,0,2.75
N Dickwella,N Dickwella,Sri Lanka,88,117,10,1,75.21367521367522,0,0.0,0,0,0,0
MDK Perera,MDK Perera,Sri Lanka,9,50,0,0,18.0,32,84.0,2,0,0,2.625
RAS Lakmal,RAS Lakmal,Sri Lanka,31,34,4,0,91.17647058823529,27,75.0,5,2,0,2.7777777777777777
PVD Chameera,PVD Chameera,Sri Lanka,5,30,0,0,16.666666666666664,21,68.0,1,3,0,3.238095238095238
CBRLS Kumara,CBRLS Kumara,Sri Lanka,0,0,0,0,0,15,37.0,1,0,2,2.466666666666667
MS Harris,MS Harris,Australia,44,88,6,0,50.0,0,0.0,0,0,0,0
JA Burns,JA Burns,Australia,15,30,3,0,50.0,0,0.0,0,0,0,0
UT Khawaja,UT Khawaja,Australia,11,29,1,0,37.93103448275862,0,0.0,0,0,0,0
NM Lyon,NM Lyon,Australia,1,23,0,0,4.3478260869565215,25,55.0,2,0,0,2.2
M Labuschagne,M Labuschagne,Australia,81,150,4,0,54.0,0,0.0,0,0,0,0
TM Head,TM Head,Australia,84,187,10,0,44.919786096256686,0,0.0,0,0,0,0
KR Patterson,KR Patterson,Australia,30,82,3,0,36.58536585365854,0,0.0,0,0,0,0
TD Paine,TD Paine,Australia,0,1,0,0,0.0,0,0.0,0,0,0,0
PJ Cummins,PJ Cummins,Australia,0,21,0,0,0.0,30,62.0,10,0,0,2.066666666666667
MA Starc,MA Starc,Australia,26,25,4,1,104.0,26,97.0,2,3,0,3.730769230769231
JA Richardson,JA Richardson,Australia,1,7,0,0,14.285714285714285,27,45.0,5,0,1,1.6666666666666667
