,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
AC Gilchrist,AC Gilchrist,Kings XI Punjab,28,16,4,1,175.0,0,0.0,0,0,0,0
PC Valthaty,PC Valthaty,Kings XI Punjab,46,32,4,3,143.75,2,19.0,0,0,0,9.5
SE Marsh,SE Marsh,Kings XI Punjab,71,42,6,3,169.04761904761904,0,0.0,0,0,0,0
KD Karthik,KD Karthik,Kings XI Punjab,21,16,3,0,131.25,0,0.0,0,0,0,0
AM Nayar,AM Nayar,Kings XI Punjab,1,3,0,0,33.33333333333333,1,3.0,0,0,0,3.0
R McLaren,R McLaren,Kings XI Punjab,2,8,0,0,25.0,2,24.0,1,0,0,12.0
Sunny Singh,Sunny Singh,Kings XI Punjab,5,5,1,0,100.0,0,0.0,0,0,0,0
PP Chawla,PP Chawla,Kings XI Punjab,4,3,1,0,133.33333333333331,4,24.0,1,0,0,6.0
RJ Harris,RJ Harris,Kings XI Punjab,0,0,0,0,0,4,34.0,1,0,1,8.5
P Kumar,P Kumar,Kings XI Punjab,0,0,0,0,0,4,22.0,2,0,0,5.5
BA Bhatt,BA Bhatt,Kings XI Punjab,0,0,0,0,0,3,20.0,2,0,0,6.666666666666667
SA Asnodkar,SA Asnodkar,Rajasthan Royals,9,9,1,0,100.0,0,0.0,0,0,0,0
R Dravid,R Dravid,Rajasthan Royals,8,7,2,0,114.28571428571428,0,0.0,0,0,0,0
SR Watson,SR Watson,Rajasthan Royals,24,16,4,0,150.0,4,24.0,3,0,0,6.0
STR Binny,STR Binny,Rajasthan Royals,30,24,2,1,125.0,2,18.0,0,0,1,9.0
LRPL Taylor,LRPL Taylor,Rajasthan Royals,0,5,0,0,0.0,0,0.0,0,0,0,0
AL Menaria,AL Menaria,Rajasthan Royals,34,26,2,1,130.76923076923077,1,7.0,0,0,0,7.0
AS Raut,AS Raut,Rajasthan Royals,25,21,3,0,119.04761904761905,1,8.0,0,0,0,8.0
DH Yagnik,DH Yagnik,Rajasthan Royals,10,9,1,0,111.11111111111111,0,0.0,0,0,0,0
SK Warne,SK Warne,Rajasthan Royals,5,3,1,0,166.66666666666669,4,50.0,1,0,0,12.5
SW Tait,SW Tait,Rajasthan Royals,0,0,0,0,0,4,22.0,3,1,2,5.5
SK Trivedi,SK Trivedi,Rajasthan Royals,0,0,0,0,0,4,59.0,0,2,2,14.75
