,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
JJ Roy,JJ Roy,Sydney Sixers,5,13,0,0,38.46153846153847,0,0.0,0,0,0,0
PM Nevill,PM Nevill,Sydney Sixers,0,1,0,0,0.0,0,0.0,0,0,0,0
NJ Maddinson,NJ Maddinson,Sydney Sixers,24,28,1,0,85.71428571428571,0,0.0,0,0,0,0
JC Silk,JC Silk,Sydney Sixers,16,18,1,0,88.88888888888889,0,0.0,0,0,0,0
SW Billings,SW Billings,Sydney Sixers,22,26,2,0,84.61538461538461,0,0.0,0,0,0,0
SA Abbott,SA Abbott,Sydney Sixers,6,5,1,0,120.0,2,13.0,0,0,0,6.5
DR Sams,DR Sams,Sydney Sixers,1,2,0,0,50.0,4,27.0,1,0,2,6.75
J Botha,J Botha,Sydney Sixers,32,23,3,1,139.1304347826087,1,7.0,0,0,0,7.0
BJ Dwarshuis,BJ Dwarshuis,Sydney Sixers,3,4,0,0,75.0,4,19.0,1,0,1,4.75
MW Edwards,MW Edwards,Sydney Sixers,0,0,0,0,0,3,31.0,0,0,0,10.333333333333334
WER Somerville,WER Somerville,Sydney Sixers,0,0,0,0,0,2,13.0,0,0,0,6.5
MS Harris,MS Harris,Melbourne Renegades,1,4,0,0,25.0,0,0.0,0,0,0,0
AJ Finch,AJ Finch,Melbourne Renegades,51,38,6,2,134.21052631578948,0,0.0,0,0,0,0
CL White,CL White,Melbourne Renegades,49,44,5,1,111.36363636363636,0,0.0,0,0,0,0
DJ Bravo,DJ Bravo,Melbourne Renegades,6,7,1,0,85.71428571428571,4,29.0,3,0,1,7.25
TLW Cooper,TLW Cooper,Melbourne Renegades,0,0,0,0,0,0,0.0,0,0,0,0
BJ Hodge,BJ Hodge,Melbourne Renegades,0,0,0,0,0,0,0.0,0,0,0,0
Mohammad Nabi,Mohammad Nabi,Melbourne Renegades,0,0,0,0,0,4,22.0,2,0,0,5.5
TP Ludeman,TP Ludeman,Melbourne Renegades,0,0,0,0,0,0,0.0,0,0,0,0
JD Wildermuth,JD Wildermuth,Melbourne Renegades,0,0,0,0,0,4,20.0,1,0,0,5.0
KW Richardson,KW Richardson,Melbourne Renegades,0,0,0,0,0,4,13.0,0,0,0,3.25
GB Hogg,GB Hogg,Melbourne Renegades,0,0,0,0,0,4,26.0,2,0,0,6.5
