,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
NAT Watkins,NAT Watkins,Jersey,44,88,3,0,50.0,10,31.0,3,0,1,3.1
PW Gough,PW Gough,Jersey,30,50,4,0,60.0,0,0.0,0,0,0,0
BDH Stevens,BDH Stevens,Jersey,35,42,1,1,83.33333333333334,9,17.0,3,0,2,1.8888888888888888
JW Jenner,JW Jenner,Jersey,33,31,3,1,106.4516129032258,0,0.0,0,0,0,0
C Bisson,C Bisson,Jersey,32,33,3,0,96.96969696969697,0,0.0,0,0,0,0
LE Gallichan,LE Gallichan,Jersey,1,6,0,0,16.666666666666664,0,0.0,0,0,0,0
CJ Bodenstein,CJ Bodenstein,Jersey,1,7,0,0,14.285714285714285,4,13.0,2,0,4,3.25
JE Dunford,JE Dunford,Jersey,27,22,2,0,122.72727272727273,0,0.0,0,0,0,0
CW Perchard,CW Perchard,Jersey,8,14,0,0,57.14285714285714,2,12.0,0,0,0,6.0
EJB Miles,EJB Miles,Jersey,8,8,0,1,100.0,8,18.0,2,0,1,2.25
B Kynman,B Kynman,Jersey,0,0,0,0,0,4,27.0,0,0,6,6.75
F Baleri,F Baleri,Ghana,7,6,1,0,116.66666666666667,0,0.0,0,0,0,0
S Ateak,S Ateak,Ghana,4,7,1,0,57.14285714285714,0,0.0,0,0,0,0
PK Ananya,PK Ananya,Ghana,22,43,2,0,51.162790697674424,0,0.0,0,0,0,0
SK Awiah,SK Awiah,Ghana,14,27,3,0,51.85185185185185,0,0.0,0,0,0,0
OH Agbomadzie,OH Agbomadzie,Ghana,25,55,1,0,45.45454545454545,10,40.0,3,0,0,4.0
M Aboagye,M Aboagye,Ghana,5,42,0,0,11.904761904761903,10,60.0,1,0,1,6.0
JH Mensah,JH Mensah,Ghana,15,10,1,1,150.0,0,0.0,0,0,0,0
IKO Aboagye,IKO Aboagye,Ghana,5,10,0,0,50.0,10,42.0,2,0,2,4.2
MK Anafie,MK Anafie,Ghana,2,6,0,0,33.33333333333333,10,32.0,1,0,1,3.2
V Ateak,V Ateak,Ghana,1,8,0,0,12.5,2,18.0,0,0,0,9.0
G Bakiweyem,G Bakiweyem,Ghana,4,6,0,0,66.66666666666666,8,32.0,1,1,0,4.0
