,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
SC Ganguly,SC Ganguly,Kolkata Knight Riders,33,32,2,2,103.125,0,0.0,0,0,0,0
CH Gayle,CH Gayle,Kolkata Knight Riders,34,15,6,1,226.66666666666666,0,0.0,0,0,0,0
BB McCullum,BB McCullum,Kolkata Knight Riders,45,37,5,2,121.62162162162163,0,0.0,0,0,0,0
MK Tiwary,MK Tiwary,Kolkata Knight Riders,0,2,0,0,0.0,0,0.0,0,0,0,0
AD Mathews,AD Mathews,Kolkata Knight Riders,1,2,0,0,50.0,3,25.0,1,0,0,8.333333333333334
WP Saha,WP Saha,Kolkata Knight Riders,13,15,0,1,86.66666666666667,0,0.0,0,0,0,0
CA Pujara,CA Pujara,Kolkata Knight Riders,16,8,0,2,200.0,0,0.0,0,0,0,0
AB Agarkar,AB Agarkar,Kolkata Knight Riders,6,6,0,0,100.0,3,29.0,0,0,0,9.666666666666666
AB Dinda,AB Dinda,Kolkata Knight Riders,0,1,0,0,0.0,4,15.0,2,0,0,3.75
I Sharma,I Sharma,Kolkata Knight Riders,0,2,0,0,0.0,4,46.0,0,0,2,11.5
BAW Mendis,BAW Mendis,Kolkata Knight Riders,1,1,0,0,100.0,4,44.0,0,0,1,11.0
S Sriram,S Sriram,Royal Challengers Bangalore,27,31,3,0,87.09677419354838,2,24.0,0,0,0,12.0
JH Kallis,JH Kallis,Royal Challengers Bangalore,8,11,0,0,72.72727272727273,4,31.0,3,0,1,7.75
R Dravid,R Dravid,Royal Challengers Bangalore,52,35,5,2,148.57142857142858,0,0.0,0,0,0,0
RV Uthappa,RV Uthappa,Royal Challengers Bangalore,50,22,4,4,227.27272727272728,0,0.0,0,0,0,0
LRPL Taylor,LRPL Taylor,Royal Challengers Bangalore,14,6,1,1,233.33333333333334,0,0.0,0,0,0,0
CL White,CL White,Royal Challengers Bangalore,0,0,0,0,0,0,0.0,0,0,0,0
V Kohli,V Kohli,Royal Challengers Bangalore,0,0,0,0,0,0,0.0,0,0,0,0
R Vinay Kumar,R Vinay Kumar,Royal Challengers Bangalore,0,0,0,0,0,3,23.0,4,0,1,7.666666666666667
P Kumar,P Kumar,Royal Challengers Bangalore,0,0,0,0,0,3,37.0,0,0,2,12.333333333333334
A Kumble,A Kumble,Royal Challengers Bangalore,0,0,0,0,0,4,17.0,1,0,1,4.25
DW Steyn,DW Steyn,Royal Challengers Bangalore,0,0,0,0,0,4,27.0,1,0,1,6.75
