,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Hazratullah,Hazratullah,Peshawar Zalmi,1,4,0,0,25.0,0,0.0,0,0,0,0
Mohammad Haris,Mohammad Haris,Peshawar Zalmi,29,17,6,0,170.58823529411765,0,0.0,0,0,0,0
LS Livingstone,LS Livingstone,Peshawar Zalmi,0,3,0,0,0.0,4,24.0,1,0,0,6.0
Shoaib Malik,Shoaib Malik,Peshawar Zalmi,58,42,8,0,138.0952380952381,0,0.0,0,0,0,0
Hussain Talat,Hussain Talat,Peshawar Zalmi,51,33,6,1,154.54545454545453,2,8.0,1,0,0,4.0
SE Rutherford,SE Rutherford,Peshawar Zalmi,0,6,0,0,0.0,0,0.0,0,0,0,0
BCJ Cutting,BCJ Cutting,Peshawar Zalmi,36,14,1,4,257.14285714285717,0,0.0,0,0,0,0
Wahab Riaz,Wahab Riaz,Peshawar Zalmi,1,3,0,0,33.33333333333333,4,39.0,1,0,1,9.75
Usman Qadir,Usman Qadir,Peshawar Zalmi,0,0,0,0,0,4,25.0,3,0,1,6.25
Mohammad Umar,Mohammad Umar,Peshawar Zalmi,0,0,0,0,0,2,26.0,0,0,0,13.0
Salman Irshad,Salman Irshad,Peshawar Zalmi,0,0,0,0,0,4,37.0,2,1,1,9.25
JJ Roy,JJ Roy,Quetta Gladiators,13,9,2,0,144.44444444444443,0,0.0,0,0,0,0
WCF Smeed,WCF Smeed,Quetta Gladiators,99,60,12,3,165.0,0,0.0,0,0,0,0
JM Vince,JM Vince,Quetta Gladiators,0,4,0,0,0.0,0,0.0,0,0,0,0
Sarfraz Ahmed,Sarfraz Ahmed,Quetta Gladiators,25,21,3,0,119.04761904761905,0,0.0,0,0,0,0
Iftikhar Ahmed,Iftikhar Ahmed,Quetta Gladiators,10,11,0,0,90.9090909090909,1,2.0,1,0,0,2.0
Umar Akmal,Umar Akmal,Quetta Gladiators,1,3,0,0,33.33333333333333,0,0.0,0,0,0,0
Sohail Tanvir,Sohail Tanvir,Quetta Gladiators,2,4,0,0,50.0,4,50.0,0,0,0,12.5
Noor Ahmad,Noor Ahmad,Quetta Gladiators,0,2,0,0,0.0,4,35.0,0,0,3,8.75
Khurram Shahzad (2),Khurram Shahzad (2),Quetta Gladiators,0,2,0,0,0.0,4,40.0,1,0,0,10.0
Naseem Shah,Naseem Shah,Quetta Gladiators,5,5,1,0,100.0,4,27.0,4,1,0,6.75
Ghulam Mudassar,Ghulam Mudassar,Quetta Gladiators,0,0,0,0,0,3,29.0,1,0,2,9.666666666666666
