,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
RG Sharma,RG Sharma,India,44,32,2,1,137.5,0,0.0,0,0,0,0
Ishan Kishan,Ishan Kishan,India,89,57,10,3,156.140350877193,0,0.0,0,0,0,0
SS Iyer,SS Iyer,India,57,28,5,2,203.57142857142856,0,0.0,0,0,0,0
RA Jadeja,RA Jadeja,India,3,4,0,0,75.0,4,28.0,1,0,0,7.0
SV Samson,SV Samson,India,0,0,0,0,0,0,0.0,0,0,0,0
VR Iyer,VR Iyer,India,0,0,0,0,0,3,36.0,2,0,1,12.0
DJ Hooda,DJ Hooda,India,0,0,0,0,0,3,24.0,0,0,1,8.0
HV Patel,HV Patel,India,0,0,0,0,0,2,10.0,0,0,0,5.0
B Kumar,B Kumar,India,0,0,0,0,0,2,9.0,2,0,0,4.5
JJ Bumrah,JJ Bumrah,India,0,0,0,0,0,3,19.0,0,0,0,6.333333333333333
YS Chahal,YS Chahal,India,0,0,0,0,0,3,11.0,1,0,0,3.6666666666666665
P Nissanka,P Nissanka,Sri Lanka,0,1,0,0,0.0,0,0.0,0,0,0,0
K Mishara,K Mishara,Sri Lanka,13,12,2,0,108.33333333333333,0,0.0,0,0,0,0
J Liyanage,J Liyanage,Sri Lanka,11,17,0,0,64.70588235294117,0,0.0,0,0,0,0
KIC Asalanka,KIC Asalanka,Sri Lanka,53,47,5,0,112.7659574468085,0,0.0,0,0,0,0
LD Chandimal,LD Chandimal,Sri Lanka,10,9,0,1,111.11111111111111,0,0.0,0,0,0,0
MD Shanaka,MD Shanaka,Sri Lanka,3,6,0,0,50.0,2,19.0,1,0,1,9.5
C Karunaratne,C Karunaratne,Sri Lanka,21,14,0,2,150.0,4,46.0,0,0,2,11.5
PVD Chameera,PVD Chameera,Sri Lanka,24,14,2,1,171.42857142857142,4,42.0,0,0,0,10.5
JDF Vandersay,JDF Vandersay,Sri Lanka,0,0,0,0,0,4,34.0,0,0,1,8.5
P Jayawickrama,P Jayawickrama,Sri Lanka,0,0,0,0,0,2,15.0,0,0,0,7.5
CBRLS Kumara,CBRLS Kumara,Sri Lanka,0,0,0,0,0,4,43.0,1,0,1,10.75
