,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
GC Smith,GC Smith,South Africa,52,99,6,0,52.52525252525253,3,11.0,0,0,0,3.6666666666666665
HH Gibbs,HH Gibbs,South Africa,8,40,1,0,20.0,0,0.0,0,0,0,0
HH Dippenaar,HH Dippenaar,South Africa,68,135,13,0,50.37037037037037,0,0.0,0,0,0,0
JH Kallis,JH Kallis,South Africa,100,258,15,0,38.759689922480625,9,41.0,1,0,0,4.555555555555555
AG Prince,AG Prince,South Africa,20,78,2,0,25.64102564102564,0,0.0,0,0,0,0
AB de Villiers,AB de Villiers,South Africa,124,223,16,0,55.60538116591929,0,0.0,0,0,0,0
MV Boucher,MV Boucher,South Africa,39,103,4,0,37.86407766990291,0,0.0,0,0,0,0
SM Pollock,SM Pollock,South Africa,34,49,5,0,69.38775510204081,20,65.0,2,12,0,3.25
N Boje,N Boje,South Africa,54,88,9,1,61.36363636363637,7,29.0,0,0,0,4.142857142857143
DW Steyn,DW Steyn,South Africa,20,72,3,0,27.77777777777778,36,142.0,7,2,0,3.9444444444444446
M Ntini,M Ntini,South Africa,17,30,3,0,56.666666666666664,33,145.0,10,0,0,4.393939393939394
HJH Marshall,HJH Marshall,New Zealand,31,93,2,0,33.33333333333333,0,0.0,0,0,0,0
PG Fulton,PG Fulton,New Zealand,18,31,3,0,58.06451612903226,0,0.0,0,0,0,0
KD Mills,KD Mills,New Zealand,12,37,3,0,32.432432432432435,39,100.0,5,4,0,2.5641025641025643
SP Fleming,SP Fleming,New Zealand,6,26,0,0,23.076923076923077,0,0.0,0,0,0,0
SB Styris,SB Styris,New Zealand,19,24,3,0,79.16666666666666,2,3.0,1,0,0,1.5
NJ Astle,NJ Astle,New Zealand,6,15,0,0,40.0,10,26.0,1,0,0,2.6
JDP Oram,JDP Oram,New Zealand,135,177,18,2,76.27118644067797,31,71.0,2,0,0,2.2903225806451615
BB McCullum,BB McCullum,New Zealand,64,68,8,2,94.11764705882352,0,0.0,0,0,0,0
DL Vettori,DL Vettori,New Zealand,119,165,17,1,72.12121212121212,34,86.0,2,2,0,2.5294117647058822
JEC Franklin,JEC Franklin,New Zealand,8,17,1,0,47.05882352941176,32,135.0,6,5,1,4.21875
CS Martin,CS Martin,New Zealand,1,7,0,0,14.285714285714285,46,130.0,3,1,2,2.8260869565217392
