,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
BR McDermott,BR McDermott,Hobart Hurricanes,31,35,1,1,88.57142857142857,0,0.0,0,0,0,0
DJM Short,DJM Short,Hobart Hurricanes,12,7,2,0,171.42857142857142,1,15.0,0,0,0,15.0
DJ Malan,DJ Malan,Hobart Hurricanes,75,56,7,3,133.92857142857142,0,0.0,0,0,0,0
NT Ellis,NT Ellis,Hobart Hurricanes,0,1,0,0,0.0,4,11.0,2,0,1,2.75
CA Ingram,CA Ingram,Hobart Hurricanes,26,12,1,3,216.66666666666666,0,0.0,0,0,0,0
TH David,TH David,Hobart Hurricanes,8,7,0,0,114.28571428571428,0,0.0,0,0,0,0
PSP Handscomb,PSP Handscomb,Hobart Hurricanes,3,3,0,0,100.0,0,0.0,0,0,0,0
J Botha,J Botha,Hobart Hurricanes,0,0,0,0,0,3,18.0,1,0,0,6.0
SM Boland,SM Boland,Hobart Hurricanes,0,0,0,0,0,4,22.0,4,0,0,5.5
RP Meredith,RP Meredith,Hobart Hurricanes,0,0,0,0,0,4,36.0,0,0,0,9.0
S Lamichhane,S Lamichhane,Hobart Hurricanes,0,0,0,0,0,4,38.0,2,0,2,9.5
NJ Maddinson,NJ Maddinson,Melbourne Stars,0,0,0,0,0,0,0.0,0,0,0,0
ADS Fletcher,ADS Fletcher,Melbourne Stars,10,8,2,0,125.0,0,0.0,0,0,0,0
MP Stoinis,MP Stoinis,Melbourne Stars,7,10,1,0,70.0,0,0.0,0,0,0,0
HWR Cartwright,HWR Cartwright,Melbourne Stars,8,7,0,0,114.28571428571428,0,0.0,0,0,0,0
GJ Maxwell,GJ Maxwell,Melbourne Stars,70,37,6,5,189.1891891891892,2,13.0,1,0,0,6.5
N Pooran,N Pooran,Melbourne Stars,14,15,0,1,93.33333333333333,0,0.0,0,0,0,0
BR Dunk,BR Dunk,Melbourne Stars,2,6,0,0,33.33333333333333,0,0.0,0,0,0,0
SL Rainbird,SL Rainbird,Melbourne Stars,15,11,1,0,136.36363636363635,4,40.0,1,0,4,10.0
LC Hatcher,LC Hatcher,Melbourne Stars,5,8,1,0,62.5,4,27.0,0,0,0,6.75
LR Morris,LR Morris,Melbourne Stars,2,6,0,0,33.33333333333333,2,23.0,0,1,0,11.5
B Stanlake,B Stanlake,Melbourne Stars,2,8,0,0,25.0,4,25.0,3,0,1,6.25
Zahir Khan,Zahir Khan,Melbourne Stars,2,4,0,0,50.0,4,33.0,0,0,0,8.25
