,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Kamran Akmal,Kamran Akmal,Peshawar Zalmi,12,8,1,1,150.0,0,0.0,0,0,0,0
T Banton,T Banton,Peshawar Zalmi,0,1,0,0,0.0,0,0.0,0,0,0,0
LS Livingstone,LS Livingstone,Peshawar Zalmi,4,5,1,0,80.0,0,0.0,0,0,0,0
Shoaib Malik,Shoaib Malik,Peshawar Zalmi,62,43,7,2,144.1860465116279,0,0.0,0,0,0,0
Haider Ali,Haider Ali,Peshawar Zalmi,69,44,4,4,156.8181818181818,0,0.0,0,0,0,0
L Gregory,L Gregory,Peshawar Zalmi,8,4,0,1,200.0,2,23.0,0,0,0,11.5
CR Brathwaite,CR Brathwaite,Peshawar Zalmi,16,11,2,0,145.45454545454547,3,28.0,3,0,2,9.333333333333334
Wahab Riaz,Wahab Riaz,Peshawar Zalmi,1,2,0,0,50.0,4,27.0,1,0,0,6.75
Hasan Ali,Hasan Ali,Peshawar Zalmi,7,3,1,0,233.33333333333334,4,37.0,0,0,1,9.25
Yasir Shah,Yasir Shah,Peshawar Zalmi,0,0,0,0,0,3,26.0,1,0,0,8.666666666666666
Rahat Ali,Rahat Ali,Peshawar Zalmi,0,0,0,0,0,4,44.0,0,0,0,11.0
Fakhar Zaman,Fakhar Zaman,Lahore Qalandars,63,46,4,3,136.95652173913044,0,0.0,0,0,0,0
Sohail Akhtar,Sohail Akhtar,Lahore Qalandars,21,19,3,0,110.5263157894737,0,0.0,0,0,0,0
CA Lynn,CA Lynn,Lahore Qalandars,59,32,6,3,184.375,0,0.0,0,0,0,0
BR Dunk,BR Dunk,Lahore Qalandars,7,5,1,0,140.0,0,0.0,0,0,0,0
Mohammad Hafeez,Mohammad Hafeez,Lahore Qalandars,4,4,0,0,100.0,0,0.0,0,0,0,0
SR Patel,SR Patel,Lahore Qalandars,11,7,2,0,157.14285714285714,4,37.0,2,0,0,9.25
D Wiese,D Wiese,Lahore Qalandars,17,6,0,2,283.33333333333337,3,31.0,1,0,0,10.333333333333334
Dilbar Hussain,Dilbar Hussain,Lahore Qalandars,0,0,0,0,0,4,38.0,1,0,1,9.5
Shaheen Shah Afridi,Shaheen Shah Afridi,Lahore Qalandars,0,0,0,0,0,4,28.0,3,0,0,7.0
Haris Rauf,Haris Rauf,Lahore Qalandars,0,0,0,0,0,4,39.0,0,0,2,9.75
Maaz Khan,Maaz Khan,Lahore Qalandars,0,0,0,0,0,1,14.0,0,0,1,14.0
