,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
DKH Mitchell,DKH Mitchell,Worcestershire,46,132,5,0,34.84848484848485,0,0.0,0,0,0,0
JD Libby,JD Libby,Worcestershire,3,13,0,0,23.076923076923077,0,0.0,0,0,0,0
TC Fell,TC Fell,Worcestershire,120,254,9,0,47.24409448818898,0,0.0,0,0,0,0
JA Haynes,JA Haynes,Worcestershire,70,135,9,0,51.85185185185185,0,0.0,0,0,0,0
BL D'Oliveira,BL D'Oliveira,Worcestershire,29,43,3,1,67.44186046511628,4,26.0,0,0,0,6.5
MH Wessels,MH Wessels,Worcestershire,93,85,13,0,109.41176470588236,0,0.0,0,0,0,0
OB Cox,OB Cox,Worcestershire,41,126,4,0,32.53968253968254,0,0.0,0,0,0,0
EG Barnard,EG Barnard,Worcestershire,48,99,3,1,48.484848484848484,26,84.0,6,0,0,3.230769230769231
J Leach,J Leach,Worcestershire,5,15,0,0,33.33333333333333,26,116.0,5,2,0,4.461538461538462
JC Tongue,JC Tongue,Worcestershire,1,1,0,0,100.0,25,80.0,6,3,0,3.2
DY Pennington,DY Pennington,Worcestershire,0,1,0,0,0.0,20,63.0,3,1,1,3.15
BJ Curran,BJ Curran,Northamptonshire,31,67,4,0,46.26865671641791,0,0.0,0,0,0,0
R Vasconcelos,R Vasconcelos,Northamptonshire,35,49,6,0,71.42857142857143,0,0.0,0,0,0,0
AG Wakely,AG Wakely,Northamptonshire,11,56,1,0,19.642857142857142,0,0.0,0,0,0,0
CO Thurston,CO Thurston,Northamptonshire,32,62,5,0,51.61290322580645,0,0.0,0,0,0,0
RE Levi,RE Levi,Northamptonshire,19,37,3,0,51.35135135135135,0,0.0,0,0,0,0
SA Zaib,SA Zaib,Northamptonshire,28,56,4,1,50.0,25,68.0,4,0,0,2.72
AM Rossington,AM Rossington,Northamptonshire,48,54,7,0,88.88888888888889,0,0.0,0,0,0,0
GK Berg,GK Berg,Northamptonshire,63,100,6,0,63.0,30,103.0,1,0,0,3.433333333333333
NL Buck,NL Buck,Northamptonshire,56,58,4,4,96.55172413793103,38,109.0,6,0,1,2.8684210526315788
B Muzarabani,B Muzarabani,Northamptonshire,26,60,4,0,43.333333333333336,27,80.0,4,1,0,2.962962962962963
CJ White,CJ White,Northamptonshire,7,17,0,1,41.17647058823529,30,101.0,1,0,2,3.3666666666666667
