,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Tamim Iqbal,Tamim Iqbal,Bangladesh,1,2,0,0,50.0,0,0.0,0,0,0,0
Imrul Kayes,Imrul Kayes,Bangladesh,0,3,0,0,0.0,0,0.0,0,0,0,0
Mohammad Ashraful,Mohammad Ashraful,Bangladesh,0,5,0,0,0.0,2,17.0,0,0,0,8.5
Mushfiqur Rahim,Mushfiqur Rahim,Bangladesh,69,109,2,1,63.30275229357798,0,0.0,0,0,0,0
Shakib Al Hasan,Shakib Al Hasan,Bangladesh,12,9,3,0,133.33333333333331,10,30.0,2,0,1,3.0
Alok Kapali,Alok Kapali,Bangladesh,20,43,3,0,46.51162790697674,2,12.0,0,0,0,6.0
Naeem Islam,Naeem Islam,Bangladesh,30,42,3,0,71.42857142857143,3,7.0,0,0,0,2.3333333333333335
Nasir Hossain,Nasir Hossain,Bangladesh,50,54,3,1,92.5925925925926,3,14.0,0,0,0,4.666666666666667
Abdur Razzak,Abdur Razzak,Bangladesh,25,19,3,1,131.57894736842107,6,32.0,0,0,0,5.333333333333333
Shafiul Islam,Shafiul Islam,Bangladesh,4,6,0,0,66.66666666666666,7,53.0,0,0,2,7.571428571428571
Rubel Hossain,Rubel Hossain,Bangladesh,0,0,0,0,0,10,54.0,0,1,3,5.4
LMP Simmons,LMP Simmons,West Indies,80,126,3,3,63.49206349206349,0,0.0,0,0,0,0
DP Hyatt,DP Hyatt,West Indies,39,46,2,4,84.78260869565217,0,0.0,0,0,0,0
MN Samuels,MN Samuels,West Indies,88,74,12,1,118.91891891891892,5,24.0,1,0,0,4.8
DM Bravo,DM Bravo,West Indies,1,12,0,0,8.333333333333332,0,0.0,0,0,0,0
D Ramdin,D Ramdin,West Indies,0,0,0,0,0,0,0.0,0,0,0,0
KA Pollard,KA Pollard,West Indies,0,0,0,0,0,1,4.0,0,0,0,4.0
AD Russell,AD Russell,West Indies,0,0,0,0,0,9,50.0,1,0,2,5.555555555555555
DJG Sammy,DJG Sammy,West Indies,0,0,0,0,0,9,42.0,3,0,1,4.666666666666667
D Bishoo,D Bishoo,West Indies,0,0,0,0,0,5,21.0,0,0,0,4.2
R Rampaul,R Rampaul,West Indies,0,0,0,0,0,10,27.0,2,0,0,2.7
KAJ Roach,KAJ Roach,West Indies,0,0,0,0,0,10,49.0,3,0,3,4.9
