,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Fakhar Zaman,Fakhar Zaman,Lahore Qalandars,94,50,9,6,188.0,0,0.0,0,0,0,0
AP Devcich,AP Devcich,Lahore Qalandars,18,17,2,1,105.88235294117648,0,0.0,0,0,0,0
Agha Salman,Agha Salman,Lahore Qalandars,1,2,0,0,50.0,0,0.0,0,0,0,0
BB McCullum,BB McCullum,Lahore Qalandars,5,11,0,0,45.45454545454545,0,0.0,0,0,0,0
Gulraiz Sadaf,Gulraiz Sadaf,Lahore Qalandars,42,27,3,2,155.55555555555557,0,0.0,0,0,0,0
SP Narine,SP Narine,Lahore Qalandars,20,14,2,1,142.85714285714286,4,22.0,2,0,1,5.5
Sohail Akhtar,Sohail Akhtar,Lahore Qalandars,0,0,0,0,0,0,0.0,0,0,0,0
Sohail Khan,Sohail Khan,Lahore Qalandars,0,0,0,0,0,4,30.0,0,0,1,7.5
MJ McClenaghan,MJ McClenaghan,Lahore Qalandars,0,0,0,0,0,4,43.0,1,0,0,10.75
Yasir Shah,Yasir Shah,Lahore Qalandars,0,0,0,0,0,4,35.0,2,0,1,8.75
Shaheen Shah Afridi,Shaheen Shah Afridi,Lahore Qalandars,0,0,0,0,0,4,37.0,1,0,1,9.25
JJ Roy,JJ Roy,Quetta Gladiators,36,26,2,3,138.46153846153845,0,0.0,0,0,0,0
SR Watson,SR Watson,Quetta Gladiators,12,14,0,1,85.71428571428571,4,50.0,0,0,1,12.5
KP Pietersen,KP Pietersen,Quetta Gladiators,11,8,0,1,137.5,0,0.0,0,0,0,0
Rameez Raja (2),Rameez Raja (2),Quetta Gladiators,7,7,0,0,100.0,0,0.0,0,0,0,0
RR Rossouw,RR Rossouw,Quetta Gladiators,42,22,0,5,190.9090909090909,0,0.0,0,0,0,0
Anwar Ali,Anwar Ali,Quetta Gladiators,4,4,0,0,100.0,4,24.0,1,1,1,6.0
Sarfraz Ahmed,Sarfraz Ahmed,Quetta Gladiators,28,19,2,1,147.36842105263156,0,0.0,0,0,0,0
Mohammad Nawaz (3),Mohammad Nawaz (3),Quetta Gladiators,19,21,1,1,90.47619047619048,3,22.0,0,0,0,7.333333333333333
Hassan Khan,Hassan Khan,Quetta Gladiators,0,0,0,0,0,1,3.0,1,0,0,3.0
Rahat Ali,Rahat Ali,Quetta Gladiators,0,0,0,0,0,4,51.0,1,0,1,12.75
Mir Hamza,Mir Hamza,Quetta Gladiators,0,0,0,0,0,4,34.0,1,0,0,8.5
