,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
AM Rahane,AM Rahane,Rajasthan Royals,42,39,4,0,107.6923076923077,0,0.0,0,0,0,0
SR Watson,SR Watson,Rajasthan Royals,10,5,2,0,200.0,4,32.0,0,0,4,8.0
SV Samson,SV Samson,Rajasthan Royals,5,8,0,0,62.5,0,0.0,0,0,0,0
SPD Smith,SPD Smith,Rajasthan Royals,12,13,1,0,92.3076923076923,0,0.0,0,0,0,0
KK Nair,KK Nair,Rajasthan Royals,12,13,2,0,92.3076923076923,0,0.0,0,0,0,0
DJ Hooda,DJ Hooda,Rajasthan Royals,11,14,0,0,78.57142857142857,0,0.0,0,0,0,0
JP Faulkner,JP Faulkner,Rajasthan Royals,4,4,1,0,100.0,4,42.0,1,0,0,10.5
STR Binny,STR Binny,Rajasthan Royals,0,1,0,0,0.0,1,1.0,0,0,0,1.0
CH Morris,CH Morris,Rajasthan Royals,0,3,0,0,0.0,4,42.0,1,0,1,10.5
Ankit Sharma,Ankit Sharma,Rajasthan Royals,7,5,1,0,140.0,3,28.0,0,0,0,9.333333333333334
DS Kulkarni,DS Kulkarni,Rajasthan Royals,3,9,0,0,33.33333333333333,4,28.0,2,0,0,7.0
CH Gayle,CH Gayle,Royal Challengers Bangalore,27,26,4,1,103.84615384615385,0,0.0,0,0,0,0
V Kohli,V Kohli,Royal Challengers Bangalore,12,18,0,0,66.66666666666666,0,0.0,0,0,0,0
AB de Villiers,AB de Villiers,Royal Challengers Bangalore,66,38,4,4,173.6842105263158,0,0.0,0,0,0,0
Mandeep Singh,Mandeep Singh,Royal Challengers Bangalore,54,34,7,2,158.8235294117647,0,0.0,0,0,0,0
KD Karthik,KD Karthik,Royal Challengers Bangalore,8,3,0,1,266.66666666666663,0,0.0,0,0,0,0
SN Khan,SN Khan,Royal Challengers Bangalore,1,1,0,0,100.0,0,0.0,0,0,0,0
D Wiese,D Wiese,Royal Challengers Bangalore,0,0,0,0,0,4,32.0,2,0,1,8.0
MA Starc,MA Starc,Royal Challengers Bangalore,0,0,0,0,0,4,22.0,1,0,1,5.5
HV Patel,HV Patel,Royal Challengers Bangalore,0,0,0,0,0,3,15.0,2,0,0,5.0
YS Chahal,YS Chahal,Royal Challengers Bangalore,0,0,0,0,0,4,20.0,2,0,0,5.0
S Aravind,S Aravind,Royal Challengers Bangalore,0,0,0,0,0,4,20.0,3,0,1,5.0
