,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
BT Slater,BT Slater,Derbyshire,148,160,14,1,92.5,0,0.0,0,0,0,0
BA Godleman,BA Godleman,Derbyshire,38,37,6,1,102.7027027027027,0,0.0,0,0,0,0
WL Madsen,WL Madsen,Derbyshire,39,60,4,0,65.0,3,16.0,0,0,0,5.333333333333333
NT Broom,NT Broom,Derbyshire,13,21,0,0,61.904761904761905,0,0.0,0,0,0,0
SJ Thakor,SJ Thakor,Derbyshire,1,5,0,0,20.0,3,31.0,0,0,0,10.333333333333334
JDS Neesham,JDS Neesham,Derbyshire,0,1,0,0,0.0,8,35.0,1,1,0,4.375
WJ Durston,WJ Durston,Derbyshire,7,11,0,0,63.63636363636363,6,25.0,0,0,0,4.166666666666667
AL Hughes,AL Hughes,Derbyshire,9,8,1,0,112.5,4,29.0,1,0,0,7.25
MJJ Critchley,MJJ Critchley,Derbyshire,0,0,0,0,0,10,80.0,1,0,0,8.0
AJ Mellor,AJ Mellor,Derbyshire,0,0,0,0,0,0,0.0,0,0,0,0
BD Cotton,BD Cotton,Derbyshire,0,0,0,0,0,8,60.0,0,1,1,7.5
JJ Cobb,JJ Cobb,Northamptonshire,88,91,8,3,96.7032967032967,5,26.0,1,0,0,5.2
BM Duckett,BM Duckett,Northamptonshire,70,56,10,2,125.0,0,0.0,0,0,0,0
RI Keogh,RI Keogh,Northamptonshire,63,61,6,0,103.27868852459017,10,50.0,0,0,0,5.0
AG Wakely,AG Wakely,Northamptonshire,26,26,3,1,100.0,0,0.0,0,0,0,0
AM Rossington,AM Rossington,Northamptonshire,24,20,2,2,120.0,0,0.0,0,0,0,0
RI Newton,RI Newton,Northamptonshire,0,0,0,0,0,0,0.0,0,0,0,0
SP Crook,SP Crook,Northamptonshire,0,0,0,0,0,5,24.0,0,0,0,4.8
RK Kleinveldt,RK Kleinveldt,Northamptonshire,0,0,0,0,0,5,21.0,0,0,0,4.2
GG White,GG White,Northamptonshire,0,0,0,0,0,10,32.0,2,0,0,3.2
RJ Gleeson,RJ Gleeson,Northamptonshire,0,0,0,0,0,9,66.0,4,1,4,7.333333333333333
Azharullah,Azharullah,Northamptonshire,0,0,0,0,0,6,51.0,0,0,1,8.5
