,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Mohammad Shahzad,Mohammad Shahzad,Afghanistan,7,6,1,0,116.66666666666667,0,0.0,0,0,0,0
Javed Ahmadi,Javed Ahmadi,Afghanistan,3,10,0,0,30.0,0,0.0,0,0,0,0
Rahmat Shah,Rahmat Shah,Afghanistan,30,56,2,0,53.57142857142857,2,12.0,0,0,0,6.0
Gulbadin Naib,Gulbadin Naib,Afghanistan,2,10,0,0,20.0,3,11.0,0,0,0,3.6666666666666665
Asghar Stanikzai,Asghar Stanikzai,Afghanistan,32,64,1,0,50.0,0,0.0,0,0,0,0
Mohammad Nabi,Mohammad Nabi,Afghanistan,25,33,1,1,75.75757575757575,9,38.0,1,0,0,4.222222222222222
Najibullah Zadran,Najibullah Zadran,Afghanistan,54,67,4,1,80.59701492537313,0,0.0,0,0,0,0
Rashid Khan,Rashid Khan,Afghanistan,40,32,4,1,125.0,10,68.0,0,0,1,6.8
Mirwais Ashraf,Mirwais Ashraf,Afghanistan,0,1,0,0,0.0,8,22.0,1,0,1,2.75
Dawlat Zadran,Dawlat Zadran,Afghanistan,31,16,3,2,193.75,10,49.0,2,0,2,4.9
Yamin Ahmadzai,Yamin Ahmadzai,Afghanistan,3,7,0,0,42.857142857142854,8,63.0,1,0,8,7.875
WTS Porterfield,WTS Porterfield,Ireland,8,22,1,0,36.36363636363637,0,0.0,0,0,0,0
EC Joyce,EC Joyce,Ireland,160,148,19,3,108.10810810810811,0,0.0,0,0,0,0
SP Terry,SP Terry,Ireland,4,15,0,0,26.666666666666668,0,0.0,0,0,0,0
GC Wilson,GC Wilson,Ireland,58,92,5,1,63.04347826086957,0,0.0,0,0,0,0
KJ O'Brien,KJ O'Brien,Ireland,1,6,0,0,16.666666666666664,10,57.0,3,0,3,5.7
PR Stirling,PR Stirling,Ireland,2,4,0,0,50.0,7,47.0,1,0,1,6.714285714285714
SW Poynter,SW Poynter,Ireland,12,16,0,0,75.0,0,0.0,0,0,0,0
AR McBrine,AR McBrine,Ireland,0,0,0,0,0,10,47.0,0,0,1,4.7
BJ McCarthy,BJ McCarthy,Ireland,0,0,0,0,0,6,21.0,2,0,1,3.5
TJ Murtagh,TJ Murtagh,Ireland,0,0,0,0,0,7,34.0,1,0,1,4.857142857142857
PKD Chase,PKD Chase,Ireland,0,0,0,0,0,10,39.0,2,0,3,3.9
