,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
B de Leede,B de Leede,Netherlands,3,11,0,0,27.27272727272727,0,0.0,0,0,0,0
AS van Beuge,AS van Beuge,Netherlands,4,31,0,0,12.903225806451612,1,4.0,0,0,0,4.0
J Post,J Post,Netherlands,0,7,0,0,0.0,0,0.0,0,0,0,0
R Rijke,R Rijke,Netherlands,1,8,0,0,12.5,0,0.0,0,0,0,0
J van Vliet,J van Vliet,Netherlands,2,11,0,0,18.181818181818183,0,0.0,0,0,0,0
IJR Zwilling,IJR Zwilling,Netherlands,9,26,0,0,34.61538461538461,7,20.0,2,0,2,2.857142857142857
F Overdijk,F Overdijk,Netherlands,38,65,5,0,58.46153846153847,0,0.0,0,0,0,0
G Bloemen,G Bloemen,Netherlands,1,6,0,0,16.666666666666664,1,13.0,0,0,5,13.0
EN Lynch,EN Lynch,Netherlands,8,20,1,0,40.0,6,25.0,1,0,0,4.166666666666667
S Siegers,S Siegers,Netherlands,5,6,0,0,83.33333333333334,3,10.0,2,0,1,3.3333333333333335
I van der Woning,I van der Woning,Netherlands,1,6,0,0,16.666666666666664,2,14.0,0,0,2,7.0
L Paul,L Paul,Ireland,9,27,1,0,33.33333333333333,2,13.0,0,0,0,6.5
GH Lewis,GH Lewis,Ireland,25,32,3,0,78.125,0,0.0,0,0,0,0
A Hunter,A Hunter,Ireland,12,12,2,0,100.0,0,0.0,0,0,0,0
L Delany,L Delany,Ireland,0,1,0,0,0.0,3,7.0,1,0,1,2.3333333333333335
O Prendergast,O Prendergast,Ireland,24,35,2,0,68.57142857142857,0,0.0,0,0,0,0
SM Kavanagh,SM Kavanagh,Ireland,0,1,0,0,0.0,0,0.0,0,0,0,0
MV Waldron,MV Waldron,Ireland,3,11,0,0,27.27272727272727,0,0.0,0,0,0,0
C Murray,C Murray,Ireland,0,0,0,0,0,6,23.0,2,0,1,3.8333333333333335
Rachel Delaney,Rachel Delaney,Ireland,0,0,0,0,0,9,20.0,3,0,5,2.2222222222222223
AN Kelly,AN Kelly,Ireland,0,0,0,0,0,7,9.0,3,0,1,1.2857142857142858
G Dempsey,G Dempsey,Ireland,0,0,0,0,0,6,8.0,1,0,0,1.3333333333333333
