,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Mohammad Shahzad,Mohammad Shahzad,Afghanistan,0,4,0,0,0.0,0,0.0,0,0,0,0
Nawroz Mangal,Nawroz Mangal,Afghanistan,4,9,1,0,44.44444444444444,0,0.0,0,0,0,0
Asghar Stanikzai,Asghar Stanikzai,Afghanistan,0,5,0,0,0.0,0,0.0,0,0,0,0
Samiullah Shenwari,Samiullah Shenwari,Afghanistan,40,43,3,1,93.02325581395348,0,0.0,0,0,0,0
Mohammad Nabi,Mohammad Nabi,Afghanistan,27,22,4,0,122.72727272727273,4,21.0,1,0,0,5.25
Najibullah Zadran,Najibullah Zadran,Afghanistan,44,32,4,2,137.5,0,0.0,0,0,0,0
Shafiqullah,Shafiqullah,Afghanistan,0,0,0,0,0,0,0.0,0,0,0,0
Mirwais Ashraf,Mirwais Ashraf,Afghanistan,0,0,0,0,0,4,32.0,2,0,1,8.0
Dawlat Zadran,Dawlat Zadran,Afghanistan,0,0,0,0,0,4,21.0,2,1,0,5.25
Aftab Alam,Aftab Alam,Afghanistan,0,0,0,0,0,4,23.0,3,1,0,5.75
Shapoor Zadran,Shapoor Zadran,Afghanistan,0,0,0,0,0,4,20.0,1,0,2,5.0
Zeeshan Maqsood,Zeeshan Maqsood,Oman,6,4,0,1,150.0,0,0.0,0,0,0,0
Khawar Ali,Khawar Ali,Oman,21,27,3,0,77.77777777777779,3,22.0,0,0,3,7.333333333333333
Zeeshan Siddiqui,Zeeshan Siddiqui,Oman,18,16,3,0,112.5,0,0.0,0,0,0,0
Jatinder Singh,Jatinder Singh,Oman,18,25,0,0,72.0,0,0.0,0,0,0,0
Aamir Kaleem,Aamir Kaleem,Oman,10,14,1,0,71.42857142857143,0,0.0,0,0,0,0
Sultan Ahmed,Sultan Ahmed,Oman,15,11,3,0,136.36363636363635,0,0.0,0,0,0,0
Mehran Khan,Mehran Khan,Oman,1,4,0,0,25.0,4,32.0,0,0,1,8.0
Amir Ali,Amir Ali,Oman,7,5,1,0,140.0,0,0.0,0,0,0,0
Mohammad Nadeem,Mohammad Nadeem,Oman,7,9,0,0,77.77777777777779,4,20.0,1,0,1,5.0
RJ Ranpura,RJ Ranpura,Oman,5,8,0,0,62.5,4,17.0,2,0,3,4.25
M Ansari,M Ansari,Oman,0,0,0,0,0,4,38.0,2,0,1,9.5
