match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
wi_201706,2018/19,2019-03-29,"Guyana National Stadium, Providence",1,0.1,Windward Islands,Trinidad and Tobago,CP Jack,SN Adams,C Isaac,1,0,,,,,,,,,
wi_201706,2018/19,2019-03-29,"Guyana National Stadium, Providence",1,0.2,Windward Islands,Trinidad and Tobago,SN Adams,CP Jack,C Isaac,0,0,,,,,,,,,
wi_201706,2018/19,2019-03-29,"Guyana National Stadium, Providence",1,0.3,Windward Islands,Trinidad and Tobago,SN Adams,CP Jack,C Isaac,1,0,,,,,,,,,
wi_201706,2018/19,2019-03-29,"Guyana National Stadium, Providence",1,0.4,Windward Islands,Trinidad and Tobago,CP Jack,SN Adams,C Isaac,0,0,,,,,,,,,
wi_201706,2018/19,2019-03-29,"Guyana National Stadium, Providence",1,0.5,Windward Islands,Trinidad and Tobago,CP Jack,SN Adams,C Isaac,0,0,,,,,,,,,
wi_201706,2018/19,2019-03-29,"Guyana National Stadium, Providence",1,0.6,Windward Islands,Trinidad and Tobago,CP Jack,SN Adams,C Isaac,1,0,,,,,,,,,
wi_201706,2018/19,2019-03-29,"Guyana National Stadium, Providence",1,1.1,Windward Islands,Trinidad and Tobago,CP Jack,SN Adams,A Mohammed,1,0,,,,,,,,,
wi_201706,2018/19,2019-03-29,"Guyana National Stadium, Providence",1,1.2,Windward Islands,Trinidad and Tobago,SN Adams,CP Jack,A Mohammed,1,0,,,,,,,,,
wi_201706,2018/19,2019-03-29,"Guyana National Stadium, Providence",1,1.3,Windward Islands,Trinidad and Tobago,CP Jack,SN Adams,A Mohammed,0,0,,,,,,,,,
wi_201706,2018/19,2019-03-29,"Guyana National Stadium, Providence",1,1.4,Windward Islands,Trinidad and Tobago,CP Jack,SN Adams,A Mohammed,0,0,,,,,,,,,
wi_201706,2018/19,2019-03-29,"Guyana National Stadium, Providence",1,1.5,Windward Islands,Trinidad and Tobago,CP Jack,SN Adams,A Mohammed,1,0,,,,,,,,,
wi_201706,2018/19,2019-03-29,"Guyana National Stadium, Providence",1,1.6,Windward Islands,Trinidad and Tobago,SN Adams,CP Jack,A Mohammed,1,0,,,,,,,,,
wi_201706,2018/19,2019-03-29,"Guyana National Stadium, Providence",1,2.1,Windward Islands,Trinidad and Tobago,SN Adams,CP Jack,C Isaac,1,0,,,,,,,,,
wi_201706,2018/19,2019-03-29,"Guyana National Stadium, Providence",1,2.2,Windward Islands,Trinidad and Tobago,CP Jack,SN Adams,C Isaac,4,0,,,,,,,,,
wi_201706,2018/19,2019-03-29,"Guyana National Stadium, Providence",1,2.3,Windward Islands,Trinidad and Tobago,CP Jack,SN Adams,C Isaac,4,0,,,,,,,,,
