,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
BT Slater,BT Slater,Derbyshire,93,191,14,0,48.69109947643979,0,0.0,0,0,0,0
LM Reece,LM Reece,Derbyshire,59,83,8,0,71.08433734939759,19,62.0,0,0,0,3.263157894736842
BA Godleman,BA Godleman,Derbyshire,51,112,6,0,45.535714285714285,0,0.0,0,0,0,0
WL Madsen,WL Madsen,Derbyshire,56,140,9,0,40.0,2,5.0,0,0,0,2.5
AL Hughes,AL Hughes,Derbyshire,60,148,6,0,40.54054054054054,0,0.0,0,0,0,0
MJJ Critchley,MJJ Critchley,Derbyshire,62,85,7,0,72.94117647058823,3,21.0,0,0,0,7.0
HR Hosein,HR Hosein,Derbyshire,90,188,9,0,47.87234042553192,0,0.0,0,0,0,0
HW Podmore,HW Podmore,Derbyshire,67,124,5,1,54.03225806451613,28,115.0,3,5,1,4.107142857142857
GC Viljoen,GC Viljoen,Derbyshire,8,32,0,0,25.0,42,170.0,15,1,4,4.0476190476190474
WS Davis,WS Davis,Derbyshire,43,62,6,1,69.35483870967742,29,140.0,1,0,0,4.827586206896552
Hamidullah Qadri,Hamidullah Qadri,Derbyshire,9,29,1,0,31.03448275862069,20,79.0,1,0,0,3.95
AJ Robson,AJ Robson,Sussex,9,14,2,0,64.28571428571429,0,0.0,0,0,0,0
LWP Wells,LWP Wells,Sussex,123,201,17,0,61.19402985074627,0,0.0,0,0,0,0
S van Zyl,S van Zyl,Sussex,102,216,14,0,47.22222222222222,15,34.0,2,2,0,2.2666666666666666
CD Nash,CD Nash,Sussex,29,18,6,0,161.11111111111111,0,0.0,0,0,0,0
LJ Wright,LJ Wright,Sussex,150,216,20,1,69.44444444444444,0,0.0,0,0,0,0
BC Brown,BC Brown,Sussex,23,14,3,1,164.28571428571428,0,0.0,0,0,0,0
OE Robinson,OE Robinson,Sussex,15,28,3,0,53.57142857142857,49,104.0,1,0,0,2.122448979591837
JC Archer,JC Archer,Sussex,35,34,4,1,102.94117647058823,34,115.0,2,0,0,3.3823529411764706
D Wiese,D Wiese,Sussex,55,86,7,0,63.95348837209303,30,96.0,4,1,0,3.2
GHS Garton,GHS Garton,Sussex,30,38,2,2,78.94736842105263,33,153.0,4,6,0,4.636363636363637
SG Whittingham,SG Whittingham,Sussex,4,5,1,0,80.0,35,118.0,5,2,0,3.3714285714285714
