,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
BA King,BA King,Guyana Amazon Warriors,27,17,1,2,158.8235294117647,0,0.0,0,0,0,0
C Hemraj,C Hemraj,Guyana Amazon Warriors,27,24,0,2,112.5,1,7.0,0,0,0,7.0
Shoaib Malik,Shoaib Malik,Guyana Amazon Warriors,6,10,0,0,60.0,0,0.0,0,0,0,0
N Pooran,N Pooran,Guyana Amazon Warriors,26,14,1,3,185.71428571428572,0,0.0,0,0,0,0
SO Hetmyer,SO Hetmyer,Guyana Amazon Warriors,45,20,2,4,225.0,0,0.0,0,0,0,0
OF Smith,OF Smith,Guyana Amazon Warriors,9,8,0,1,112.5,4,48.0,2,1,6,12.0
A Bramble,A Bramble,Guyana Amazon Warriors,12,9,2,0,133.33333333333331,0,0.0,0,0,0,0
R Shepherd,R Shepherd,Guyana Amazon Warriors,1,2,0,0,50.0,3,30.0,0,0,0,10.0
K Sinclair,K Sinclair,Guyana Amazon Warriors,0,3,0,0,0.0,4,31.0,1,0,3,7.75
Naveen-ul-Haq,Naveen-ul-Haq,Guyana Amazon Warriors,10,11,1,0,90.9090909090909,2,18.0,0,0,0,9.0
Imran Tahir,Imran Tahir,Guyana Amazon Warriors,5,2,1,0,250.0,4,41.0,0,0,1,10.25
CH Gayle,CH Gayle,St Kitts and Nevis Patriots,42,27,5,3,155.55555555555557,1,18.0,0,0,0,18.0
E Lewis,E Lewis,St Kitts and Nevis Patriots,77,39,3,8,197.43589743589746,0,0.0,0,0,0,0
DJ Bravo,DJ Bravo,St Kitts and Nevis Patriots,34,31,3,1,109.6774193548387,0,0.0,0,0,0,0
FA Allen,FA Allen,St Kitts and Nevis Patriots,0,2,0,0,0.0,0,0.0,0,0,0,0
SE Rutherford,SE Rutherford,St Kitts and Nevis Patriots,11,9,0,1,122.22222222222223,0,0.0,0,0,0,0
J Da Silva,J Da Silva,St Kitts and Nevis Patriots,0,0,0,0,0,0,0.0,0,0,0,0
DC Drakes,DC Drakes,St Kitts and Nevis Patriots,0,0,0,0,0,3,27.0,2,0,1,9.0
SS Cottrell,SS Cottrell,St Kitts and Nevis Patriots,0,0,0,0,0,4,53.0,0,0,2,13.25
Naseem Shah,Naseem Shah,St Kitts and Nevis Patriots,0,0,0,0,0,4,34.0,3,0,1,8.5
JL Jaggesar,JL Jaggesar,St Kitts and Nevis Patriots,0,0,0,0,0,4,19.0,2,0,1,4.75
Fawad Ahmed,Fawad Ahmed,St Kitts and Nevis Patriots,0,0,0,0,0,4,22.0,2,0,0,5.5
