,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
AGH Orr,AGH Orr,Sussex,9,21,0,0,42.857142857142854,0,0.0,0,0,0,0
TGR Clark,TGR Clark,Sussex,44,43,5,1,102.32558139534885,0,0.0,0,0,0,0
TJ Haines,TJ Haines,Sussex,3,7,0,0,42.857142857142854,0,0.0,0,0,0,0
TM Head,TM Head,Sussex,52,37,4,2,140.54054054054055,0,0.0,0,0,0,0
BC Brown,BC Brown,Sussex,38,29,4,0,131.0344827586207,0,0.0,0,0,0,0
D Wiese,D Wiese,Sussex,31,23,3,0,134.7826086956522,3,34.0,0,1,0,11.333333333333334
OJ Carter,OJ Carter,Sussex,2,5,0,0,40.0,0,0.0,0,0,0,0
JM Coles,JM Coles,Sussex,13,10,0,1,130.0,1,2.0,1,0,1,2.0
D Ibrahim,D Ibrahim,Sussex,0,0,0,0,0,0,0.0,0,0,0,0
AC Lenham,AC Lenham,Sussex,0,0,0,0,0,0,0.0,0,0,0,0
JP Sarro,JP Sarro,Sussex,0,0,0,0,0,2,14.0,0,0,0,7.0
OG Robinson,OG Robinson,Kent,23,21,5,0,109.52380952380953,0,0.0,0,0,0,0
TS Muyeye,TS Muyeye,Kent,24,12,3,1,200.0,0,0.0,0,0,0,0
HZ Finch,HZ Finch,Kent,0,2,0,0,0.0,0,0.0,0,0,0,0
HG Kuhn,HG Kuhn,Kent,0,0,0,0,0,0,0.0,0,0,0,0
HG Munsey,HG Munsey,Kent,0,0,0,0,0,0,0.0,0,0,0,0
DI Stevens,DI Stevens,Kent,0,0,0,0,0,3,18.0,0,0,1,6.0
MK O'Riordan,MK O'Riordan,Kent,0,0,0,0,0,4,29.0,0,0,0,7.25
G Stewart,G Stewart,Kent,0,0,0,0,0,6,37.0,2,0,1,6.166666666666667
ME Milnes,ME Milnes,Kent,0,0,0,0,0,5,35.0,1,0,2,7.0
Hamidullah Qadri,Hamidullah Qadri,Kent,0,0,0,0,0,5,37.0,1,0,2,7.4
NN Gilchrist,NN Gilchrist,Kent,0,0,0,0,0,6,45.0,3,1,1,7.5
