,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
HC Brook,HC Brook,Yorkshire,17,9,2,1,188.88888888888889,0,0.0,0,0,0,0
A Lyth,A Lyth,Yorkshire,36,20,3,2,180.0,0,0.0,0,0,0,0
DJ Malan,DJ Malan,Yorkshire,27,24,4,0,112.5,0,0.0,0,0,0,0
GCH Hill,GCH Hill,Yorkshire,6,12,0,0,50.0,2,14.0,0,0,1,7.0
WAR Fraine,WAR Fraine,Yorkshire,24,15,1,2,160.0,0,0.0,0,0,0,0
JH Wharton,JH Wharton,Yorkshire,4,10,0,0,40.0,0,0.0,0,0,0,0
MW Pillans,MW Pillans,Yorkshire,5,6,0,0,83.33333333333334,4,43.0,1,1,1,10.75
JA Thompson,JA Thompson,Yorkshire,1,2,0,0,50.0,4,28.0,1,0,0,7.0
JA Tattersall,JA Tattersall,Yorkshire,15,12,1,0,125.0,0,0.0,0,0,0,0
BO Coad,BO Coad,Yorkshire,7,10,0,0,70.0,4,27.0,1,0,3,6.75
JW Shutt,JW Shutt,Yorkshire,0,0,0,0,0,4,32.0,1,1,0,8.0
AL Davies,AL Davies,Lancashire,5,9,1,0,55.55555555555556,0,0.0,0,0,0,0
LS Livingstone,LS Livingstone,Lancashire,17,8,2,1,212.5,4,23.0,1,0,1,5.75
SJ Croft,SJ Croft,Lancashire,27,17,1,2,158.8235294117647,1,15.0,0,0,0,15.0
DJ Vilas,DJ Vilas,Lancashire,44,36,4,0,122.22222222222223,0,0.0,0,0,0,0
JJ Bohannon,JJ Bohannon,Lancashire,0,5,0,0,0.0,0,0.0,0,0,0,0
RP Jones,RP Jones,Lancashire,38,35,2,1,108.57142857142857,0,0.0,0,0,0,0
DJ Lamb,DJ Lamb,Lancashire,0,0,0,0,0,3,28.0,1,0,0,9.333333333333334
L Wood,L Wood,Lancashire,0,0,0,0,0,4,21.0,3,0,0,5.25
TE Bailey,TE Bailey,Lancashire,0,0,0,0,0,1,15.0,0,0,0,15.0
TW Hartley,TW Hartley,Lancashire,0,0,0,0,0,4,17.0,1,0,0,4.25
MW Parkinson,MW Parkinson,Lancashire,0,0,0,0,0,3,25.0,3,0,1,8.333333333333334
