,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Q de Kock,Q de Kock,Mumbai Indians,23,20,2,1,114.99999999999999,0,0.0,0,0,0,0
RG Sharma,RG Sharma,Mumbai Indians,48,33,8,1,145.45454545454547,0,0.0,0,0,0,0
SA Yadav,SA Yadav,Mumbai Indians,38,24,4,1,158.33333333333331,0,0.0,0,0,0,0
Yuvraj Singh,Yuvraj Singh,Mumbai Indians,23,12,0,3,191.66666666666669,0,0.0,0,0,0,0
KA Pollard,KA Pollard,Mumbai Indians,5,6,0,0,83.33333333333334,0,0.0,0,0,0,0
KH Pandya,KH Pandya,Mumbai Indians,1,2,0,0,50.0,4,28.0,0,0,0,7.0
HH Pandya,HH Pandya,Mumbai Indians,32,14,2,3,228.57142857142856,3,37.0,0,0,0,12.333333333333334
MJ McClenaghan,MJ McClenaghan,Mumbai Indians,1,4,0,0,25.0,2,24.0,0,0,0,12.0
M Markande,M Markande,Mumbai Indians,6,5,1,0,120.0,3,23.0,1,0,0,7.666666666666667
JJ Bumrah,JJ Bumrah,Mumbai Indians,0,1,0,0,0.0,4,20.0,4,0,1,5.0
SL Malinga,SL Malinga,Mumbai Indians,0,0,0,0,0,4,47.0,0,0,2,11.75
PA Patel,PA Patel,Royal Challengers Bangalore,31,22,4,1,140.9090909090909,0,0.0,0,0,0,0
MM Ali,MM Ali,Royal Challengers Bangalore,13,7,1,1,185.71428571428572,1,13.0,0,0,0,13.0
V Kohli,V Kohli,Royal Challengers Bangalore,46,32,6,0,143.75,0,0.0,0,0,0,0
AB de Villiers,AB de Villiers,Royal Challengers Bangalore,70,41,4,6,170.73170731707316,0,0.0,0,0,0,0
SO Hetmyer,SO Hetmyer,Royal Challengers Bangalore,5,6,0,0,83.33333333333334,0,0.0,0,0,0,0
C de Grandhomme,C de Grandhomme,Royal Challengers Bangalore,2,7,0,0,28.57142857142857,3,27.0,0,0,1,9.0
S Dube,S Dube,Royal Challengers Bangalore,9,5,0,1,180.0,0,0.0,0,0,0,0
NA Saini,NA Saini,Royal Challengers Bangalore,0,0,0,0,0,4,40.0,0,1,0,10.0
YS Chahal,YS Chahal,Royal Challengers Bangalore,0,0,0,0,0,4,38.0,4,0,1,9.5
UT Yadav,UT Yadav,Royal Challengers Bangalore,0,0,0,0,0,4,26.0,2,0,1,6.5
Mohammed Siraj,Mohammed Siraj,Royal Challengers Bangalore,0,0,0,0,0,4,38.0,2,0,1,9.5
