,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Tamim Iqbal,Tamim Iqbal,Bangladesh,14,31,1,0,45.16129032258064,0,0.0,0,0,0,0
Imrul Kayes,Imrul Kayes,Bangladesh,11,18,2,0,61.111111111111114,0,0.0,0,0,0,0
Sabbir Rahman,Sabbir Rahman,Bangladesh,3,21,0,0,14.285714285714285,0,0.0,0,0,0,0
Mahmudullah,Mahmudullah,Bangladesh,75,88,6,0,85.22727272727273,0,0.0,0,0,0,0
Mushfiqur Rahim,Mushfiqur Rahim,Bangladesh,21,23,3,0,91.30434782608695,0,0.0,0,0,0,0
Shakib Al Hasan,Shakib Al Hasan,Bangladesh,3,14,0,0,21.428571428571427,9,50.0,1,0,1,5.555555555555555
Mosaddek Hossain,Mosaddek Hossain,Bangladesh,29,49,4,0,59.183673469387756,1,5.0,1,0,0,5.0
Nasir Hossain,Nasir Hossain,Bangladesh,27,27,2,0,100.0,10,29.0,1,0,0,2.9
Mashrafe Mortaza,Mashrafe Mortaza,Bangladesh,44,29,2,3,151.72413793103448,9,29.0,4,0,1,3.2222222222222223
Shafiul Islam,Shafiul Islam,Bangladesh,0,1,0,0,0.0,8,37.0,0,0,1,4.625
Taskin Ahmed,Taskin Ahmed,Bangladesh,0,0,0,0,0,8,47.0,3,0,3,5.875
JJ Roy,JJ Roy,England,13,21,0,0,61.904761904761905,0,0.0,0,0,0,0
JM Vince,JM Vince,England,5,10,1,0,50.0,0,0.0,0,0,0,0
BM Duckett,BM Duckett,England,0,6,0,0,0.0,0,0.0,0,0,0,0
JM Bairstow,JM Bairstow,England,35,53,1,0,66.0377358490566,0,0.0,0,0,0,0
BA Stokes,BA Stokes,England,0,5,0,0,0.0,6,22.0,1,1,0,3.6666666666666665
JC Buttler,JC Buttler,England,57,57,7,0,100.0,0,0.0,0,0,0,0
MM Ali,MM Ali,England,4,10,0,0,40.0,9,39.0,0,0,0,4.333333333333333
CR Woakes,CR Woakes,England,7,9,1,0,77.77777777777779,9,40.0,3,0,0,4.444444444444445
AU Rashid,AU Rashid,England,33,44,1,1,75.0,10,53.0,2,0,2,5.3
DJ Willey,DJ Willey,England,9,31,1,0,29.03225806451613,8,36.0,0,0,3,4.5
JT Ball,JT Ball,England,28,22,5,0,127.27272727272727,8,44.0,2,0,1,5.5
