,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
SJ Baard,SJ Baard,Namibia,12,25,1,0,48.0,0,0.0,0,0,0,0
CG Williams,CG Williams,Namibia,11,31,2,0,35.483870967741936,0,0.0,0,0,0,0
M van Lingen,M van Lingen,Namibia,1,12,0,0,8.333333333333332,1,6.0,0,0,0,6.0
MG Erasmus,MG Erasmus,Namibia,10,24,0,0,41.66666666666667,0,0.0,0,0,0,0
K Birkenstock,K Birkenstock,Namibia,2,10,0,0,20.0,2,11.0,0,0,2,5.5
JJ Smit,JJ Smit,Namibia,7,22,0,0,31.818181818181817,10,36.0,4,0,4,3.6
JN Loftie-Eaton,JN Loftie-Eaton,Namibia,16,21,1,0,76.19047619047619,2,15.0,0,0,0,7.5
D Wiese,D Wiese,Namibia,67,85,4,1,78.82352941176471,10,27.0,1,0,3,2.7
JN Frylinck,JN Frylinck,Namibia,57,70,5,0,81.42857142857143,8,50.0,1,0,1,6.25
R Trumpelmann,R Trumpelmann,Namibia,1,1,0,0,100.0,9,32.0,0,0,2,3.5555555555555554
T Lungameni,T Lungameni,Namibia,0,0,0,0,0,5,27.0,1,0,1,5.4
Chirag Suri,Chirag Suri,United Arab Emirates,12,24,2,0,50.0,0,0.0,0,0,0,0
Waseem Muhammad,Waseem Muhammad,United Arab Emirates,6,25,0,0,24.0,3,17.0,0,0,3,5.666666666666667
V Aravind,V Aravind,United Arab Emirates,19,28,3,0,67.85714285714286,0,0.0,0,0,0,0
CP Rizwan,CP Rizwan,United Arab Emirates,0,3,0,0,0.0,0,0.0,0,0,0,0
Asif Khan,Asif Khan,United Arab Emirates,4,9,1,0,44.44444444444444,0,0.0,0,0,0,0
Rohan Mustafa,Rohan Mustafa,United Arab Emirates,3,25,0,0,12.0,7,27.0,1,0,1,3.857142857142857
Basil Hameed,Basil Hameed,United Arab Emirates,62,75,4,0,82.66666666666667,4,21.0,0,0,1,5.25
Kashif Daud,Kashif Daud,United Arab Emirates,76,87,5,4,87.35632183908046,6,17.0,0,0,0,2.8333333333333335
Ahmed Raza,Ahmed Raza,United Arab Emirates,5,8,1,0,62.5,10,38.0,2,0,0,3.8
Junaid Siddique (2),Junaid Siddique (2),United Arab Emirates,0,0,0,0,0,10,37.0,2,0,3,3.7
Zahoor Khan,Zahoor Khan,United Arab Emirates,0,0,0,0,0,10,44.0,3,0,5,4.4
