,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
CJ Simmons,CJ Simmons,Adelaide Strikers,25,16,4,1,156.25,0,0.0,0,0,0,0
TP Ludeman,TP Ludeman,Adelaide Strikers,26,20,4,0,130.0,0,0.0,0,0,0,0
DPMD Jayawardene,DPMD Jayawardene,Adelaide Strikers,6,5,1,0,120.0,0,0.0,0,0,0,0
TM Head,TM Head,Adelaide Strikers,101,53,4,9,190.56603773584905,2,25.0,0,0,0,12.5
BJ Hodge,BJ Hodge,Adelaide Strikers,17,18,1,1,94.44444444444444,0,0.0,0,0,0,0
AI Ross,AI Ross,Adelaide Strikers,1,4,0,0,25.0,0,0.0,0,0,0,0
AU Rashid,AU Rashid,Adelaide Strikers,2,1,0,0,200.0,4,34.0,3,0,0,8.5
HP Kingston,HP Kingston,Adelaide Strikers,0,0,0,0,0,2,23.0,1,1,1,11.5
KW Richardson,KW Richardson,Adelaide Strikers,0,0,0,0,0,4,44.0,0,0,2,11.0
B Laughlin,B Laughlin,Adelaide Strikers,0,0,0,0,0,4,29.0,0,0,3,7.25
JM Holland,JM Holland,Adelaide Strikers,0,0,0,0,0,4,21.0,1,0,0,5.25
EJM Cowan,EJM Cowan,Sydney Sixers,43,32,4,1,134.375,0,0.0,0,0,0,0
MJ Lumb,MJ Lumb,Sydney Sixers,31,23,2,2,134.7826086956522,0,0.0,0,0,0,0
NJ Maddinson,NJ Maddinson,Sydney Sixers,0,1,0,0,0.0,0,0.0,0,0,0,0
BJ Haddin,BJ Haddin,Sydney Sixers,54,35,2,4,154.2857142857143,0,0.0,0,0,0,0
JC Silk,JC Silk,Sydney Sixers,3,7,0,0,42.857142857142854,0,0.0,0,0,0,0
RGL Carters,RGL Carters,Sydney Sixers,0,3,0,0,0.0,0,0.0,0,0,0,0
J Botha,J Botha,Sydney Sixers,38,20,4,1,190.0,4,36.0,0,0,1,9.0
SA Abbott,SA Abbott,Sydney Sixers,0,0,0,0,0,4,57.0,1,0,1,14.25
BJ Dwarshuis,BJ Dwarshuis,Sydney Sixers,0,0,0,0,0,4,25.0,3,0,1,6.25
JM Bird,JM Bird,Sydney Sixers,0,0,0,0,0,4,33.0,1,0,1,8.25
DE Bollinger,DE Bollinger,Sydney Sixers,0,0,0,0,0,4,31.0,0,0,0,7.75
