,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
SM Davies,SM Davies,Somerset,2,5,0,0,40.0,0,0.0,0,0,0,0
SJ Young,SJ Young,Somerset,0,2,0,0,0.0,0,0.0,0,0,0,0
GA Bartlett,GA Bartlett,Somerset,6,13,1,0,46.15384615384615,0,0.0,0,0,0,0
JC Hildreth,JC Hildreth,Somerset,13,23,2,0,56.52173913043478,0,0.0,0,0,0,0
LP Goldsworthy,LP Goldsworthy,Somerset,41,73,1,0,56.16438356164384,3,18.0,0,0,0,6.0
EJ Byrom,EJ Byrom,Somerset,10,24,0,0,41.66666666666667,0,0.0,0,0,0,0
BGF Green,BGF Green,Somerset,87,72,11,1,120.83333333333333,7,32.0,2,0,0,4.571428571428571
Kasey Aldridge,Kasey Aldridge,Somerset,9,8,0,0,112.5,8,39.0,3,0,3,4.875
GS Drissell,GS Drissell,Somerset,3,2,0,0,150.0,4,21.0,1,0,0,5.25
JA Brooks,JA Brooks,Somerset,0,0,0,0,0,7,24.0,1,0,0,3.4285714285714284
S Baker,S Baker,Somerset,0,0,0,0,0,8,41.0,2,0,1,5.125
HD Rutherford,HD Rutherford,Glamorgan,8,6,2,0,133.33333333333331,0,0.0,0,0,0,0
NJ Selman,NJ Selman,Glamorgan,4,6,0,0,66.66666666666666,0,0.0,0,0,0,0
SJ Reingold,SJ Reingold,Glamorgan,16,27,2,0,59.25925925925925,6,40.0,1,0,0,6.666666666666667
KS Carlson,KS Carlson,Glamorgan,21,21,4,0,100.0,0,0.0,0,0,0,0
WT Root,WT Root,Glamorgan,37,51,3,0,72.54901960784314,0,0.0,0,0,0,0
TN Cullen,TN Cullen,Glamorgan,37,56,5,0,66.07142857142857,0,0.0,0,0,0,0
JM Cooke,JM Cooke,Glamorgan,6,7,1,0,85.71428571428571,7,35.0,0,0,2,5.0
Callum Taylor,Callum Taylor,Glamorgan,8,11,1,0,72.72727272727273,1,6.0,1,0,0,6.0
LJ Carey,LJ Carey,Glamorgan,18,10,2,0,180.0,8,38.0,1,0,4,4.75
AW Gorvin,AW Gorvin,Glamorgan,12,18,1,0,66.66666666666666,7,27.0,0,0,1,3.857142857142857
MG Hogan,MG Hogan,Glamorgan,4,9,0,0,44.44444444444444,8,33.0,4,0,1,4.125
