version,2.1.0
info,balls_per_over,6
info,team,Norway
info,team,Vanuatu
info,gender,male
info,season,2015
info,date,2015/09/08
info,event,ICC World Cricket League Division Six
info,venue,West Mersea Cricket Club
info,city,
info,toss_winner,Norway
info,toss_decision,bat
info,player_of_match,J Rasu
info,umpire,AJT Dowdalls
info,umpire,Sarika Prasad
info,reserve_umpire,S Ketipe
info,match_referee,GF Labrooy
info,winner,Vanuatu
info,winner_wickets,4
info,player,Norway,Raza Iqbal
info,player,Norway,Amad Sheikh
info,player,Norway,S Iftikhar
info,player,Norway,Zeeshan Shehzad Siddiqui
info,player,Norway,S Waqas Ahmed
info,player,Norway,RR Shinde
info,player,Norway,PK Thangavadivel
info,player,Norway,Safir Hayat
info,player,Norway,Ibrahim Mughal
info,player,Norway,D Crawford
info,player,Norway,Jawad Mir
info,player,Vanuatu,R Tari
info,player,Vanuatu,J Rasu
info,player,Vanuatu,J Dunn
info,player,Vanuatu,N Nipiko
info,player,Vanuatu,A Mansale
info,player,Vanuatu,T Langa
info,player,Vanuatu,SH Obed
info,player,Vanuatu,PK Matautaava
info,player,Vanuatu,JW Chilia
info,player,Vanuatu,AL Stephen
info,player,Vanuatu,N Unavalu
info,registry,people,A Mansale,a22b4f3f
info,registry,people,AJT Dowdalls,f06852e3
info,registry,people,AL Stephen,49f6d023
info,registry,people,Amad Sheikh,1d4ccacd
info,registry,people,D Crawford,d613f5e1
info,registry,people,GF Labrooy,8e088dbc
info,registry,people,Ibrahim Mughal,f89b7b90
info,registry,people,J Dunn,136848e6
info,registry,people,J Rasu,1021b6e5
info,registry,people,JW Chilia,479da8f9
info,registry,people,Jawad Mir,5f2a4e3e
info,registry,people,N Nipiko,c498c510
info,registry,people,N Unavalu,2fbb8902
info,registry,people,PK Matautaava,af19aa66
info,registry,people,PK Thangavadivel,496f436d
info,registry,people,R Tari,c4d19735
info,registry,people,RR Shinde,ef94d7e3
info,registry,people,Raza Iqbal,eee46f77
info,registry,people,S Iftikhar,9fb1d2e1
info,registry,people,S Ketipe,f6d9f548
info,registry,people,S Waqas Ahmed,fb27d38c
info,registry,people,SH Obed,f49c401e
info,registry,people,Safir Hayat,5d939369
info,registry,people,Sarika Prasad,8ff397fa
info,registry,people,T Langa,ffb59fe6
info,registry,people,Zeeshan Shehzad Siddiqui,94d905d5
