,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
AN Cook,AN Cook,England,218,476,22,0,45.79831932773109,0,0.0,0,0,0,0
KK Jennings,KK Jennings,England,33,113,2,0,29.20353982300885,0,0.0,0,0,0,0
MM Ali,MM Ali,England,70,222,7,0,31.53153153153153,34,118.0,4,0,0,3.4705882352941178
JE Root,JE Root,England,125,193,12,1,64.76683937823834,6,17.0,0,0,0,2.8333333333333335
JM Bairstow,JM Bairstow,England,18,31,3,0,58.06451612903226,0,0.0,0,0,0,0
BA Stokes,BA Stokes,England,48,76,7,1,63.1578947368421,29,116.0,3,0,0,4.0
JC Buttler,JC Buttler,England,89,135,6,2,65.92592592592592,0,0.0,0,0,0,0
SM Curran,SM Curran,England,21,32,1,1,65.625,20,72.0,3,0,0,3.6
AU Rashid,AU Rashid,England,35,65,6,0,53.84615384615385,25,82.0,3,0,0,3.28
SCJ Broad,SCJ Broad,England,38,59,3,0,64.40677966101694,31,93.0,2,0,0,3.0
JM Anderson,JM Anderson,England,0,5,0,0,0.0,44,99.0,5,0,0,2.25
KL Rahul,KL Rahul,India,186,277,24,1,67.14801444043322,0,0.0,0,0,0,0
S Dhawan,S Dhawan,India,4,12,0,0,33.33333333333333,0,0.0,0,0,0,0
CA Pujara,CA Pujara,India,37,104,5,0,35.57692307692308,0,0.0,0,0,0,0
V Kohli,V Kohli,India,49,71,6,0,69.01408450704226,0,0.0,0,0,0,0
AM Rahane,AM Rahane,India,37,114,5,0,32.45614035087719,0,0.0,0,0,0,0
GH Vihari,GH Vihari,India,56,130,7,1,43.07692307692308,11,38.0,3,0,1,3.4545454545454546
RR Pant,RR Pant,India,119,154,16,4,77.27272727272727,0,0.0,0,0,0,0
RA Jadeja,RA Jadeja,India,99,202,13,1,49.00990099009901,77,258.0,7,0,0,3.3506493506493507
I Sharma,I Sharma,India,9,49,1,0,18.367346938775512,39,75.0,3,0,0,1.9230769230769231
Mohammed Shami,Mohammed Shami,India,1,8,0,0,12.5,54,187.0,2,0,0,3.462962962962963
JJ Bumrah,JJ Bumrah,India,0,16,0,0,0.0,52,144.0,3,0,1,2.769230769230769
