,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
G Gambhir,G Gambhir,India,38,50,6,0,76.0,0,0.0,0,0,0,0
R Dravid,R Dravid,India,50,82,6,0,60.97560975609756,0,0.0,0,0,0,0
Yuvraj Singh,Yuvraj Singh,India,107,93,14,0,115.05376344086022,0,0.0,0,0,0,0
MS Dhoni,MS Dhoni,India,77,56,6,4,137.5,0,0.0,0,0,0,0
SK Raina,SK Raina,India,0,0,0,0,0,0,0.0,0,0,0,0
M Kaif,M Kaif,India,0,0,0,0,0,0,0.0,0,0,0,0
RR Powar,RR Powar,India,0,0,0,0,0,10,49.0,1,0,0,4.9
AB Agarkar,AB Agarkar,India,0,0,0,0,0,10,60.0,1,0,4,6.0
Z Khan,Z Khan,India,0,0,0,0,0,10,64.0,1,1,3,6.4
RP Singh,RP Singh,India,0,0,0,0,0,10,50.0,1,0,1,5.0
S Sreesanth,S Sreesanth,India,0,0,0,0,0,10,58.0,4,1,4,5.8
Kamran Akmal,Kamran Akmal,Pakistan,25,34,3,0,73.52941176470588,0,0.0,0,0,0,0
Imran Farhat,Imran Farhat,Pakistan,24,34,3,0,70.58823529411765,0,0.0,0,0,0,0
Shoaib Malik,Shoaib Malik,Pakistan,12,17,2,0,70.58823529411765,3,22.0,0,0,1,7.333333333333333
Mohammad Yousuf,Mohammad Yousuf,Pakistan,67,86,6,0,77.90697674418605,0,0.0,0,0,0,0
Inzamam-ul-Haq,Inzamam-ul-Haq,Pakistan,21,20,3,1,105.0,0,0.0,0,0,0,0
Younis Khan,Younis Khan,Pakistan,74,79,3,2,93.67088607594937,0,0.0,0,0,0,0
Abdul Razzaq,Abdul Razzaq,Pakistan,24,15,2,1,160.0,8,49.0,0,0,0,6.125
Yasir Arafat,Yasir Arafat,Pakistan,10,12,0,0,83.33333333333334,8,51.0,0,0,2,6.375
Mohammad Sami,Mohammad Sami,Pakistan,2,3,0,0,66.66666666666666,9,65.0,1,0,3,7.222222222222222
Iftikhar Anjum,Iftikhar Anjum,Pakistan,6,3,0,0,200.0,10,44.0,1,0,0,4.4
Mohammad Asif,Mohammad Asif,Pakistan,0,0,0,0,0,9,48.0,0,0,1,5.333333333333333
