,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
DA Warner,DA Warner,Australia,5,11,1,0,45.45454545454545,0,0.0,0,0,0,0
MS Wade,MS Wade,Australia,10,29,0,0,34.48275862068966,0,0.0,0,0,0,0
MJ Clarke,MJ Clarke,Australia,66,97,5,0,68.04123711340206,3,8.0,0,0,0,2.6666666666666665
MEK Hussey,MEK Hussey,Australia,5,12,0,0,41.66666666666667,0,0.0,0,0,0,0
DJ Hussey,DJ Hussey,Australia,3,7,0,0,42.857142857142854,2,9.0,0,0,0,4.5
GJ Bailey,GJ Bailey,Australia,57,88,1,1,64.77272727272727,0,0.0,0,0,0,0
GJ Maxwell,GJ Maxwell,Australia,38,38,2,1,100.0,4,27.0,0,0,0,6.75
DT Christian,DT Christian,Australia,3,9,0,0,33.33333333333333,8,37.0,1,0,0,4.625
MG Johnson,MG Johnson,Australia,0,0,0,0,0,9,43.0,1,0,0,4.777777777777778
MA Starc,MA Starc,Australia,0,0,0,0,0,10,42.0,5,0,1,4.2
JL Pattinson,JL Pattinson,Australia,0,0,0,0,0,9,19.0,3,0,2,2.111111111111111
Mohammad Hafeez,Mohammad Hafeez,Pakistan,4,12,0,0,33.33333333333333,10,29.0,2,0,0,2.9
Nasir Jamshed,Nasir Jamshed,Pakistan,23,30,3,0,76.66666666666667,0,0.0,0,0,0,0
Azhar Ali,Azhar Ali,Pakistan,5,6,1,0,83.33333333333334,3,12.0,0,0,0,4.0
Asad Shafiq,Asad Shafiq,Pakistan,56,77,2,2,72.72727272727273,0,0.0,0,0,0,0
Misbah-ul-Haq,Misbah-ul-Haq,Pakistan,26,48,1,0,54.166666666666664,0,0.0,0,0,0,0
Umar Akmal,Umar Akmal,Pakistan,52,56,2,2,92.85714285714286,0,0.0,0,0,0,0
Kamran Akmal,Kamran Akmal,Pakistan,4,14,0,0,28.57142857142857,0,0.0,0,0,0,0
Shahid Afridi,Shahid Afridi,Pakistan,0,1,0,0,0.0,10,37.0,1,0,0,3.7
Sohail Tanvir,Sohail Tanvir,Pakistan,1,6,0,0,16.666666666666664,8,47.0,0,0,4,5.875
Saeed Ajmal,Saeed Ajmal,Pakistan,8,14,1,0,57.14285714285714,10,30.0,3,0,1,3.0
Aizaz Cheema,Aizaz Cheema,Pakistan,2,8,0,0,25.0,8,38.0,0,0,0,4.75
