,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
SR Watson,SR Watson,Australia,54,32,1,6,168.75,3,31.0,2,0,1,10.333333333333334
DA Warner,DA Warner,Australia,72,42,2,7,171.42857142857142,0,0.0,0,0,0,0
DJ Hussey,DJ Hussey,Australia,35,22,3,2,159.0909090909091,0,0.0,0,0,0,0
BJ Haddin,BJ Haddin,Australia,8,7,0,1,114.28571428571428,0,0.0,0,0,0,0
CL White,CL White,Australia,5,6,0,0,83.33333333333334,0,0.0,0,0,0,0
MEK Hussey,MEK Hussey,Australia,8,10,0,0,80.0,0,0.0,0,0,0,0
SPD Smith,SPD Smith,Australia,1,1,0,0,100.0,4,34.0,1,0,1,8.5
MJ Clarke,MJ Clarke,Australia,0,0,0,0,0,0,0.0,0,0,0,0
MG Johnson,MG Johnson,Australia,0,0,0,0,0,3,23.0,1,0,3,7.666666666666667
SW Tait,SW Tait,Australia,0,0,0,0,0,4,21.0,3,0,3,5.25
DP Nannes,DP Nannes,Australia,0,0,0,0,0,4,25.0,3,0,0,6.25
M Vijay,M Vijay,India,2,7,0,0,28.57142857142857,0,0.0,0,0,0,0
G Gambhir,G Gambhir,India,9,10,2,0,90.0,0,0.0,0,0,0,0
SK Raina,SK Raina,India,5,5,1,0,100.0,0,0.0,0,0,0,0
RG Sharma,RG Sharma,India,79,46,4,6,171.73913043478262,0,0.0,0,0,0,0
Yuvraj Singh,Yuvraj Singh,India,1,2,0,0,50.0,2,20.0,2,0,0,10.0
MS Dhoni,MS Dhoni,India,2,8,0,0,25.0,0,0.0,0,0,0,0
YK Pathan,YK Pathan,India,1,5,0,0,20.0,4,35.0,1,0,0,8.75
RA Jadeja,RA Jadeja,India,4,5,0,0,80.0,2,38.0,0,0,0,19.0
Harbhajan Singh,Harbhajan Singh,India,13,12,1,1,108.33333333333333,4,15.0,0,0,0,3.75
Z Khan,Z Khan,India,9,6,0,1,150.0,4,45.0,0,0,1,11.25
A Nehra,A Nehra,India,0,1,0,0,0.0,4,31.0,2,0,0,7.75
