,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
HD Rutherford,HD Rutherford,Worcestershire,100,62,11,4,161.29032258064515,0,0.0,0,0,0,0
JA Haynes,JA Haynes,Worcestershire,12,19,0,1,63.1578947368421,0,0.0,0,0,0,0
JD Libby,JD Libby,Worcestershire,47,26,6,1,180.76923076923077,0,0.0,0,0,0,0
RA Whiteley,RA Whiteley,Worcestershire,16,11,2,0,145.45454545454547,0,0.0,0,0,0,0
OB Cox,OB Cox,Worcestershire,6,3,1,0,200.0,0,0.0,0,0,0,0
BL D'Oliveira,BL D'Oliveira,Worcestershire,0,0,0,0,0,3,17.0,0,0,0,5.666666666666667
EG Barnard,EG Barnard,Worcestershire,0,0,0,0,0,3,26.0,0,0,0,8.666666666666666
DKH Mitchell,DKH Mitchell,Worcestershire,0,0,0,0,0,4,30.0,1,0,0,7.5
AW Finch,AW Finch,Worcestershire,0,0,0,0,0,3,22.0,0,0,0,7.333333333333333
PR Brown,PR Brown,Worcestershire,0,0,0,0,0,4,63.0,2,0,1,15.75
CAJ Morris,CAJ Morris,Worcestershire,0,0,0,0,0,3,36.0,1,0,2,12.0
DL Lloyd,DL Lloyd,Glamorgan,56,38,6,2,147.36842105263156,0,0.0,0,0,0,0
NJ Selman,NJ Selman,Glamorgan,78,53,8,3,147.16981132075472,0,0.0,0,0,0,0
A Balbirnie,A Balbirnie,Glamorgan,23,15,2,1,153.33333333333334,0,0.0,0,0,0,0
KS Carlson,KS Carlson,Glamorgan,0,1,0,0,0.0,0,0.0,0,0,0,0
CB Cooke,CB Cooke,Glamorgan,11,5,0,1,220.00000000000003,0,0.0,0,0,0,0
DA Douthwaite,DA Douthwaite,Glamorgan,23,6,1,3,383.33333333333337,0,0.0,0,0,0,0
GG Wagg,GG Wagg,Glamorgan,0,0,0,0,0,4,37.0,0,0,2,9.25
AG Salter,AG Salter,Glamorgan,0,0,0,0,0,4,46.0,0,0,0,11.5
RAJ Smith,RAJ Smith,Glamorgan,0,0,0,0,0,4,33.0,0,1,0,8.25
T van der Gugten,T van der Gugten,Glamorgan,0,0,0,0,0,4,28.0,3,0,1,7.0
P Sisodiya,P Sisodiya,Glamorgan,0,0,0,0,0,4,43.0,0,0,1,10.75
