,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
CH Gayle,CH Gayle,St Kitts and Nevis Patriots,40,27,4,3,148.14814814814815,0,0.0,0,0,0,0
E Lewis,E Lewis,St Kitts and Nevis Patriots,28,22,3,1,127.27272727272727,0,0.0,0,0,0,0
BA King,BA King,St Kitts and Nevis Patriots,3,8,0,0,37.5,0,0.0,0,0,0,0
DC Thomas,DC Thomas,St Kitts and Nevis Patriots,13,10,2,0,130.0,0,0.0,0,0,0,0
TLW Cooper,TLW Cooper,St Kitts and Nevis Patriots,9,12,1,0,75.0,0,0.0,0,0,0,0
AP Devcich,AP Devcich,St Kitts and Nevis Patriots,35,24,5,1,145.83333333333331,2,15.0,0,0,1,7.5
Mahmudullah,Mahmudullah,St Kitts and Nevis Patriots,4,6,0,0,66.66666666666666,4,28.0,1,0,2,7.0
BCJ Cutting,BCJ Cutting,St Kitts and Nevis Patriots,19,10,0,2,190.0,4,36.0,2,0,0,9.0
CR Brathwaite,CR Brathwaite,St Kitts and Nevis Patriots,5,2,1,0,250.0,4,23.0,2,0,4,5.75
SS Cottrell,SS Cottrell,St Kitts and Nevis Patriots,0,0,0,0,0,4,45.0,1,0,2,11.25
HR Walsh,HR Walsh,St Kitts and Nevis Patriots,0,0,0,0,0,2,18.0,0,0,1,9.0
CAK Walton,CAK Walton,Guyana Amazon Warriors,8,17,0,0,47.05882352941176,0,0.0,0,0,0,0
L Ronchi,L Ronchi,Guyana Amazon Warriors,28,17,2,2,164.70588235294116,0,0.0,0,0,0,0
SO Hetmyer,SO Hetmyer,Guyana Amazon Warriors,15,21,1,1,71.42857142857143,0,0.0,0,0,0,0
JN Mohammed,JN Mohammed,Guyana Amazon Warriors,36,25,4,1,144.0,0,0.0,0,0,0,0
CS Delport,CS Delport,Guyana Amazon Warriors,12,8,1,1,150.0,0,0.0,0,0,0,0
Sohail Tanvir,Sohail Tanvir,Guyana Amazon Warriors,37,20,2,3,185.0,4,37.0,1,0,1,9.25
RS Primus,RS Primus,Guyana Amazon Warriors,11,10,1,1,110.00000000000001,2,11.0,1,0,2,5.5
CJ Green,CJ Green,Guyana Amazon Warriors,3,3,0,0,100.0,4,35.0,0,0,0,8.75
RR Emrit,RR Emrit,Guyana Amazon Warriors,0,0,0,0,0,4,55.0,0,0,1,13.75
KMA Paul,KMA Paul,Guyana Amazon Warriors,0,0,0,0,0,2,7.0,1,0,3,3.5
Imran Tahir,Imran Tahir,Guyana Amazon Warriors,0,0,0,0,0,4,22.0,4,0,0,5.5
