,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
IJL Trott,IJL Trott,England,52,77,7,0,67.53246753246754,0,0.0,0,0,0,0
AJ Strauss,AJ Strauss,England,32,59,6,0,54.23728813559322,0,0.0,0,0,0,0
KP Pietersen,KP Pietersen,England,3,6,0,0,50.0,0,0.0,0,0,0,0
PD Collingwood,PD Collingwood,England,2,6,0,0,33.33333333333333,4,20.0,2,0,0,5.0
EJG Morgan,EJG Morgan,England,28,40,5,0,70.0,0,0.0,0,0,0,0
MJ Prior,MJ Prior,England,0,0,0,0,0,0,0.0,0,0,0,0
LJ Wright,LJ Wright,England,0,0,0,0,0,5,31.0,0,0,0,6.2
SCJ Broad,SCJ Broad,England,0,0,0,0,0,10,30.0,2,0,2,3.0
GP Swann,GP Swann,England,0,0,0,0,0,0,0.0,0,0,0,0
TT Bresnan,TT Bresnan,England,0,0,0,0,0,8,15.0,1,0,0,1.875
JM Anderson,JM Anderson,England,0,0,0,0,0,10,23.0,5,0,3,2.3
HM Amla,HM Amla,South Africa,11,22,2,0,50.0,0,0.0,0,0,0,0
GC Smith,GC Smith,South Africa,2,4,0,0,50.0,0,0.0,0,0,0,0
AB de Villiers,AB de Villiers,South Africa,22,36,4,0,61.111111111111114,0,0.0,0,0,0,0
JP Duminy,JP Duminy,South Africa,6,10,1,0,60.0,0,0.0,0,0,0,0
AN Petersen,AN Petersen,South Africa,51,79,5,0,64.55696202531645,0,0.0,0,0,0,0
MV Boucher,MV Boucher,South Africa,13,23,2,0,56.52173913043478,0,0.0,0,0,0,0
R McLaren,R McLaren,South Africa,0,5,0,0,0.0,6,25.0,1,0,0,4.166666666666667
J Botha,J Botha,South Africa,1,8,0,0,12.5,8,22.0,2,0,0,2.75
WD Parnell,WD Parnell,South Africa,1,14,0,0,7.142857142857142,6,30.0,0,0,2,5.0
M Morkel,M Morkel,South Africa,7,15,1,0,46.666666666666664,7,19.0,0,0,0,2.7142857142857144
CK Langeveldt,CK Langeveldt,South Africa,0,5,0,0,0.0,5,24.0,0,0,1,4.8
