,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Karim Sadiq,Karim Sadiq,Kandahar Knights,7,10,1,0,70.0,4,30.0,1,0,2,7.5
PR Stirling,PR Stirling,Kandahar Knights,3,4,0,0,75.0,0,0.0,0,0,0,0
BB McCullum,BB McCullum,Kandahar Knights,3,9,0,0,33.33333333333333,0,0.0,0,0,0,0
Nasir Jamal,Nasir Jamal,Kandahar Knights,3,8,0,0,37.5,0,0.0,0,0,0,0
Asghar Stanikzai,Asghar Stanikzai,Kandahar Knights,4,8,0,0,50.0,1,8.0,1,0,1,8.0
MH Wessels,MH Wessels,Kandahar Knights,22,20,2,0,110.00000000000001,0,0.0,0,0,0,0
Najibullah Zadran,Najibullah Zadran,Kandahar Knights,24,21,2,1,114.28571428571428,0,0.0,0,0,0,0
Karim Janat,Karim Janat,Kandahar Knights,40,21,2,3,190.47619047619045,4,19.0,2,0,0,4.75
Mohammad Naveed,Mohammad Naveed,Kandahar Knights,1,3,0,0,33.33333333333333,3,10.0,2,0,1,3.3333333333333335
Sayed Shirzad,Sayed Shirzad,Kandahar Knights,19,16,3,0,118.75,4,21.0,1,0,0,5.25
Waqar Salamkheil,Waqar Salamkheil,Kandahar Knights,0,0,0,0,0,4,20.0,3,0,0,5.0
AP Devcich,AP Devcich,Nangarhar Leopards,0,3,0,0,0.0,1,3.0,0,0,0,3.0
J Charles,J Charles,Nangarhar Leopards,7,16,1,0,43.75,0,0.0,0,0,0,0
Imran Janat,Imran Janat,Nangarhar Leopards,6,11,0,0,54.54545454545454,0,0.0,0,0,0,0
Shafiqullah,Shafiqullah,Nangarhar Leopards,23,9,2,2,255.55555555555554,0,0.0,0,0,0,0
Hashmatullah Shahidi,Hashmatullah Shahidi,Nangarhar Leopards,23,30,2,0,76.66666666666667,0,0.0,0,0,0,0
BCJ Cutting,BCJ Cutting,Nangarhar Leopards,5,8,0,0,62.5,3,27.0,0,0,1,9.0
Rahmat Shah,Rahmat Shah,Nangarhar Leopards,17,15,2,0,113.33333333333333,1,12.0,0,0,0,12.0
Naveen-ul-Haq,Naveen-ul-Haq,Nangarhar Leopards,1,2,0,0,50.0,4,22.0,1,0,0,5.5
NJ Rimmington,NJ Rimmington,Nangarhar Leopards,0,3,0,0,0.0,4,33.0,2,0,1,8.25
Mujeeb Ur Rahman,Mujeeb Ur Rahman,Nangarhar Leopards,16,17,1,1,94.11764705882352,4,16.0,4,0,0,4.0
Zahir Khan,Zahir Khan,Nangarhar Leopards,4,4,1,0,100.0,3,15.0,1,0,0,5.0
