,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
WTS Porterfield,WTS Porterfield,Ireland,5,9,0,0,55.55555555555556,0,0.0,0,0,0,0
PR Stirling,PR Stirling,Ireland,46,44,6,1,104.54545454545455,6,21.0,1,0,0,3.5
AR Cusack,AR Cusack,Ireland,27,37,2,0,72.97297297297297,5,36.0,0,0,1,7.2
EC Joyce,EC Joyce,Ireland,3,10,0,0,30.0,0,0.0,0,0,0,0
GC Wilson,GC Wilson,Ireland,27,51,1,0,52.94117647058824,0,0.0,0,0,0,0
KJ O'Brien,KJ O'Brien,Ireland,39,58,4,0,67.24137931034483,1,10.0,0,0,0,10.0
AR White,AR White,Ireland,10,21,0,0,47.61904761904761,4,21.0,0,0,2,5.25
JF Mooney,JF Mooney,Ireland,21,25,1,0,84.0,7,27.0,1,1,1,3.857142857142857
DT Johnston,DT Johnston,Ireland,14,24,0,0,58.333333333333336,6,25.0,0,3,1,4.166666666666667
WB Rankin,WB Rankin,Ireland,0,0,0,0,0,8,21.0,0,0,1,2.625
GH Dockrell,GH Dockrell,Ireland,3,7,0,0,42.857142857142854,6,35.0,1,0,2,5.833333333333333
DO Obuya,DO Obuya,Kenya,20,63,1,0,31.746031746031743,0,0.0,0,0,0,0
DI Allan,DI Allan,Kenya,15,34,2,0,44.11764705882353,3,13.0,0,0,0,4.333333333333333
CO Obuya,CO Obuya,Kenya,29,34,2,0,85.29411764705883,6,24.0,3,0,1,4.0
T Mishra,T Mishra,Kenya,70,77,6,0,90.9090909090909,0,0.0,0,0,0,0
RR Patel,RR Patel,Kenya,42,53,2,2,79.24528301886792,4,14.0,1,0,0,3.5
NN Odhiambo,NN Odhiambo,Kenya,0,0,0,0,0,6,42.0,1,0,1,7.0
SO Ngoche,SO Ngoche,Kenya,0,0,0,0,0,10,40.0,2,0,0,4.0
HA Varaiya,HA Varaiya,Kenya,0,0,0,0,0,10,42.0,1,0,1,4.2
RG Aga,RG Aga,Kenya,0,0,0,0,0,0,0.0,0,0,0,0
JO Ngoche,JO Ngoche,Kenya,0,0,0,0,0,9,24.0,2,0,0,2.6666666666666665
AA Obanda,AA Obanda,Kenya,0,0,0,0,0,0,0.0,0,0,0,0
