,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
M Mangru,M Mangru,Guyana,0,4,0,0,0.0,0,0.0,0,0,0,0
KK Mentore,KK Mentore,Guyana,0,15,0,0,0.0,0,0.0,0,0,0,0
SA Campbelle,SA Campbelle,Guyana,5,5,1,0,100.0,0,0.0,0,0,0,0
S Gajnabi,S Gajnabi,Guyana,3,15,0,0,20.0,0,0.0,0,0,0,0
SS Grimmond,SS Grimmond,Guyana,2,11,0,0,18.181818181818183,0,0.0,0,0,0,0
LCA Toussaint,LCA Toussaint,Guyana,0,2,0,0,0.0,0,0.0,0,0,0,0
CS Fraser,CS Fraser,Guyana,0,1,0,0,0.0,0,0.0,0,0,0,0
K Schultz,K Schultz,Guyana,0,1,0,0,0.0,0,0.0,0,0,0,0
PO Millington,PO Millington,Guyana,0,2,0,0,0.0,3,16.0,1,0,0,5.333333333333333
TD Smartt,TD Smartt,Guyana,0,8,0,0,0.0,2,10.0,1,0,0,5.0
EM Giddings,EM Giddings,Guyana,4,5,1,0,80.0,0,0.0,0,0,0,0
NY McLean,NY McLean,Jamaica,0,0,0,0,0,0,0.0,0,0,0,0
RS Williams,RS Williams,Jamaica,12,11,2,0,109.09090909090908,0,0.0,0,0,0,0
SR Taylor,SR Taylor,Jamaica,0,1,0,0,0.0,0,0.0,0,0,0,0
CA Henry,CA Henry,Jamaica,0,0,0,0,0,6,18.0,5,0,3,3.0
JE Walcott,JE Walcott,Jamaica,0,0,0,0,0,0,0.0,0,0,0,0
TR Sanford,TR Sanford,Jamaica,0,0,0,0,0,0,0.0,0,0,0,0
K Ferron,K Ferron,Jamaica,6,14,0,0,42.857142857142854,0,0.0,0,0,0,0
C Howell,C Howell,Jamaica,0,0,0,0,0,0,0.0,0,0,0,0
JN Morgan,JN Morgan,Jamaica,8,5,2,0,160.0,0,0.0,0,0,0,0
NA Waisome,NA Waisome,Jamaica,0,0,0,0,0,0,0.0,0,0,0,0
VN Watts,VN Watts,Jamaica,0,0,0,0,0,6,5.0,5,0,2,0.8333333333333334
