,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
S Mandhana,S Mandhana,Southern Brave,16,11,3,0,145.45454545454547,0,0.0,0,0,0,0
DN Wyatt,DN Wyatt,Southern Brave,0,2,0,0,0.0,0,0.0,0,0,0,0
SIR Dunkley,SIR Dunkley,Southern Brave,8,6,2,0,133.33333333333331,0,0.0,0,0,0,0
TM McGrath,TM McGrath,Southern Brave,31,29,5,0,106.89655172413792,4,36.0,2,0,1,9.0
ME Bouchier,ME Bouchier,Southern Brave,29,24,4,0,120.83333333333333,0,0.0,0,0,0,0
GL Adams,GL Adams,Southern Brave,38,24,3,2,158.33333333333331,3,15.0,2,0,0,5.0
FG Kemp,FG Kemp,Southern Brave,4,4,0,0,100.0,1,7.0,0,0,0,7.0
A Wellington,A Wellington,Southern Brave,0,0,0,0,0,4,30.0,1,0,0,7.5
LK Bell,LK Bell,Southern Brave,0,0,0,0,0,4,32.0,1,0,1,8.0
A Shrubsole,A Shrubsole,Southern Brave,0,0,0,0,0,4,12.0,1,0,0,3.0
CE Rudd,CE Rudd,Southern Brave,0,0,0,0,0,0,0.0,0,0,0,0
BF Smith,BF Smith,Trent Rockets,16,15,2,0,106.66666666666667,3,28.0,2,0,1,9.333333333333334
EJ Villani,EJ Villani,Trent Rockets,24,25,3,0,96.0,0,0.0,0,0,0,0
NR Sciver,NR Sciver,Trent Rockets,72,36,5,5,200.0,3,16.0,1,0,1,5.333333333333333
M du Preez,M du Preez,Trent Rockets,1,2,0,0,50.0,0,0.0,0,0,0,0
Marie Kelly,Marie Kelly,Trent Rockets,8,7,1,0,114.28571428571428,0,0.0,0,0,0,0
A King,A King,Trent Rockets,3,5,0,0,60.0,4,24.0,0,0,0,6.0
KH Brunt,KH Brunt,Trent Rockets,2,6,0,0,33.33333333333333,4,17.0,1,0,0,4.25
AJ Freeborn,AJ Freeborn,Trent Rockets,2,2,0,0,100.0,0,0.0,0,0,0,0
S Glenn,S Glenn,Trent Rockets,2,2,0,0,100.0,2,14.0,0,0,0,7.0
S Munro,S Munro,Trent Rockets,0,0,0,0,0,0,0.0,0,0,0,0
GK Davis,GK Davis,Trent Rockets,0,0,0,0,0,4,29.0,2,0,0,7.25
